algorithm,attack_type,dataset,seed,n_nodes,n_attackers,noise_mult,clip_bound,sampling_rate,split_mode,dirichlet_alpha,start_round,round,epsilon,accuracy,test_loss,f1_score,mean_update_norm_honest,mean_update_norm_attacker,best_alpha,precision,recall,total_tp_all,total_fp_all,total_fn_all,total_tn_all,eps_n_honest,eps_n_attacker,D_threshold_honest,D_threshold_attacker,n_rejected_honest,n_rejected_attacker,V_agg_norm_honest,V_agg_norm_attacker,S_agg_norm_honest,S_agg_norm_attacker,eps_avg,eps_std,rho_t,trust_toward_honest,trust_toward_attacker
trust-aware,scale,mnist,42,500,0,1.1,2.0,0.05,iid,1.0,500,98,4.434086025233358,0.8851669778823853,0.3846462796330452,nan,0.017009488439985683,0.0,1000.0,0.0,nan,0,2,0,80,4.434086025233357,0.0,0.03466880739210194,0.0,0.14285714285714285,0.0,0.4084034115076065,0.0,0.6440376043319702,0.0,4.434086025233357,8.881784197001252e-16,1.77,0.9311163082750051,0.0
trust-aware,scale,mnist,42,500,0,1.1,2.0,0.05,iid,1.0,500,99,4.4874176502831755,0.885166579246521,0.38479217028617857,nan,0.016566597451658352,0.0,1000.0,0.0,nan,0,6,0,190,4.487417650283177,0.0,0.04086230203774822,0.0,0.2608695652173913,0.0,0.39261397071506665,0.0,0.5566900165184684,0.0,4.487417650283177,1.7763568394002505e-15,1.785,0.9305816272821602,0.0
trust-aware,scale,mnist,42,500,0,1.1,2.0,0.05,iid,1.0,500,100,4.5419237989440235,0.8852555786371231,0.3848864518404007,nan,0.01658773450585811,0.0,1000.0,0.0,nan,0,12,0,192,4.541923798944024,0.0,0.04092434668937853,0.0,0.5217391304347826,0.0,0.42353903988133307,0.0,0.5781300702820653,0.0,4.541923798944024,8.881784197001252e-16,1.7999999999999998,0.9300724034866349,0.0
trust-aware,scale,mnist,42,500,0,1.1,2.0,0.05,iid,1.0,500,101,4.597640005893232,0.8852623770236969,0.385025340616703,nan,0.016325393381218117,0.0,1000.0,0.0,nan,0,9,0,343,4.597640005893232,0.0,0.036826895208713635,0.0,0.3,0.0,0.35195152858893075,0.0,0.44195403456687926,0.0,4.597640005893232,0.0,1.8150000000000002,0.92914498577449,0.0
trust-aware,scale,mnist,42,500,0,1.1,2.0,0.05,iid,1.0,500,102,4.65460350628586,0.8852713783979416,0.3851977941393852,nan,0.016175416746625194,0.0,1000.0,0.0,nan,0,7,0,275,4.654603506285861,0.0,0.03708545858642447,0.0,0.25925925925925924,0.0,0.36703070611865435,0.0,0.4572843500861415,0.0,4.654603506285861,8.881784197001252e-16,1.83,0.9283979582400301,0.0
trust-aware,scale,mnist,42,500,0,1.1,2.0,0.05,iid,1.0,500,103,4.712853335395463,0.8852403773069382,0.3853839839696884,nan,0.015737959848982946,0.0,1000.0,0.0,nan,0,7,0,283,4.712853335395464,0.0,0.03795348600141291,0.0,0.25,0.0,0.3800785004028252,0.0,0.46904375829866957,0.0,4.712853335395464,8.881784197001252e-16,1.845,0.9276268169374815,0.0
trust-aware,scale,mnist,42,500,0,1.1,2.0,0.05,iid,1.0,500,104,4.772430434556013,0.8852597764730453,0.3855278984904289,nan,0.01567595169569055,0.0,1000.0,0.0,nan,0,19,0,335,4.772430434556013,0.0,0.03671470992502869,0.0,0.6333333333333333,0.0,0.37502988477547966,0.0,0.4358400742212931,0.0,4.772430434556013,0.0,1.8599999999999999,0.9267377625371084,0.0
trust-aware,scale,mnist,42,500,0,1.1,2.0,0.05,iid,1.0,500,105,4.833377763803692,0.8853235768079758,0.3856676986217499,nan,0.015558335363217022,0.0,1000.0,0.0,nan,0,4,0,268,4.833377763803692,0.0,0.03141259564295124,0.0,0.17391304347826086,0.0,0.3239776278319566,0.0,0.426558088997136,0.0,4.833377763803692,0.0,1.875,0.9260456217284724,0.0
trust-aware,scale,mnist,42,500,0,1.1,2.0,0.05,iid,1.0,500,106,4.895740421640309,0.8852967778444291,0.38583848720788955,nan,0.015455177534491785,0.0,1000.0,0.0,nan,0,6,0,358,4.89574042164031,0.0,0.03019790896082649,0.0,0.1935483870967742,0.0,0.29036135250522244,0.0,0.3936434349706096,0.0,4.89574042164031,8.881784197001252e-16,1.8900000000000001,0.9251227641638792,0.0
trust-aware,scale,mnist,42,500,0,1.1,2.0,0.05,iid,1.0,500,107,4.959565772364041,0.8852981777191162,0.38599633014202117,nan,0.015552624425088818,0.0,1000.0,0.0,nan,0,16,0,178,4.959565772364042,0.0,0.03734972522188815,0.0,0.7272727272727273,0.0,0.39350321888923645,0.0,0.4847997183149511,0.0,4.959565772364042,8.881784197001252e-16,1.905,0.9246307447353823,0.0
trust-aware,scale,mnist,42,500,0,1.1,2.0,0.05,iid,1.0,500,108,5.024903581438015,0.8852745778560639,0.3862480062842369,nan,0.015560093052361322,0.0,1000.0,0.0,nan,0,11,0,187,5.024903581438016,0.0,0.038412786945589826,0.0,0.4782608695652174,0.0,0.3738582043544106,0.0,0.49441534539927606,0.0,5.024903581438016,8.881784197001252e-16,1.92,0.9241135715231183,0.0
trust-aware,scale,mnist,42,500,0,1.1,2.0,0.05,iid,1.0,500,109,5.09180615939299,0.885313977599144,0.38643030446767807,nan,0.015109467099567777,0.0,1000.0,0.0,nan,0,22,0,506,5.0918061593929895,0.0,0.0344102960725195,0.0,0.5789473684210527,0.0,0.3320483279071356,0.0,0.35924988828207316,0.0,5.0918061593929895,8.881784197001252e-16,1.935,0.9227642298857184,0.0
trust-aware,scale,mnist,42,500,0,1.1,2.0,0.05,iid,1.0,500,110,5.16032851478683,0.8853375782966614,0.38661113983392714,nan,0.014842909236904234,0.0,1000.0,0.0,nan,0,13,0,419,5.160328514786828,0.0,0.03342028228882521,0.0,0.40625,0.0,0.32658723182976246,0.0,0.39275188092142344,0.0,5.160328514786828,1.7763568394002505e-15,1.95,0.9216892469363324,0.0
trust-aware,scale,mnist,42,500,0,1.1,2.0,0.05,iid,1.0,500,111,5.207853168736674,0.8853137768507003,0.3868040972352028,nan,0.014888054989278317,0.0,1000.0,0.0,nan,0,10,0,210,5.207853168736674,0.0,0.03388088956804955,0.0,0.4,0.0,0.3531863331794739,0.0,0.4789054024219513,0.0,5.207853168736674,0.0,1.965,0.9211341195619812,0.0
trust-aware,scale,mnist,42,500,0,1.1,2.0,0.05,iid,1.0,500,112,5.252493593221522,0.8853513778448104,0.3870019798874855,nan,0.015174697375013715,0.0,1000.0,0.0,nan,0,5,0,187,5.252493593221521,0.0,0.028606629089465624,0.0,0.23809523809523808,0.0,0.29051450462568373,0.0,0.4210785116468157,0.0,5.252493593221521,8.881784197001252e-16,1.98,0.9206801811591878,0.0
trust-aware,scale,mnist,42,500,0,1.1,2.0,0.05,iid,1.0,500,113,5.297900042856843,0.88534077835083,0.3872285614013672,nan,0.014612223360348831,0.0,1000.0,0.0,nan,0,20,0,372,5.297900042856844,0.0,0.030755763023205044,0.0,0.6060606060606061,0.0,0.29847538471221924,0.0,0.36845757112358557,0.0,5.297900042856844,8.881784197001252e-16,1.995,0.9197219909578049,0.0
trust-aware,scale,mnist,42,500,0,1.1,2.0,0.05,iid,1.0,500,114,5.344087390883105,0.8853367778062821,0.3874809952378273,nan,0.014458401899399429,0.0,1000.0,0.0,nan,0,5,0,351,5.344087390883105,0.0,0.031023355935198303,0.0,0.1724137931034483,0.0,0.32242387379037923,0.0,0.3858658578889123,0.0,5.344087390883105,0.0,2.01,0.9188394551761544,0.0
trust-aware,scale,mnist,42,500,0,1.1,2.0,0.05,iid,1.0,500,115,5.391070942635641,0.8853171764612198,0.38768969118595126,nan,0.014662894453587276,0.0,1000.0,0.0,nan,0,1,0,303,5.391070942635641,0.0,0.027452513227900786,0.0,0.03571428571428571,0.0,0.2717316821217537,0.0,0.3756786755153111,0.0,5.391070942635641,0.0,2.025,0.9180744501312912,0.0
trust-aware,scale,mnist,42,500,0,1.1,2.0,0.05,iid,1.0,500,116,5.4388664510187725,0.8853267771005631,0.387934288918972,nan,0.014624534428796986,0.0,1000.0,0.0,nan,0,19,0,395,5.438866451018773,0.0,0.028806990150390108,0.0,0.5757575757575758,0.0,0.28686037027474603,0.0,0.3398295785441543,0.0,5.438866451018773,8.881784197001252e-16,2.04,0.9170862263964875,0.0
trust-aware,scale,mnist,42,500,0,1.1,2.0,0.05,iid,1.0,500,117,5.48749013258289,0.8853409781455993,0.3881191192865372,nan,0.01412670259984831,0.0,1000.0,0.0,nan,0,14,0,196,5.487490132582891,0.0,0.030876981567502026,0.0,0.5833333333333334,0.0,0.3515430601934592,0.0,0.39465321972966194,0.0,5.487490132582891,8.881784197001252e-16,2.055,0.9165596038926292,0.0
trust-aware,scale,mnist,42,500,0,1.1,2.0,0.05,iid,1.0,500,118,5.536958684228259,0.8853635778427124,0.3883479908704758,nan,0.014160710026419932,0.0,1000.0,0.0,nan,0,12,0,390,5.536958684228258,0.0,0.026826815076353608,0.0,0.3870967741935484,0.0,0.2686617143692509,0.0,0.3321608006954193,0.0,5.536958684228258,8.881784197001252e-16,2.07,0.9156475884516818,0.0
trust-aware,scale,mnist,42,500,0,1.1,2.0,0.05,iid,1.0,500,119,5.5872893005602045,0.8853613756895066,0.388589369893074,nan,0.013815969267549614,0.0,1000.0,0.0,nan,0,13,0,245,5.587289300560204,0.0,0.031436120848767755,0.0,0.5416666666666666,0.0,0.31700288380185765,0.0,0.4039224522809188,0.0,5.587289300560204,8.881784197001252e-16,2.085,0.9149768533318012,0.0
trust-aware,scale,mnist,42,500,0,1.1,2.0,0.05,iid,1.0,500,120,5.638499691921221,0.8853601776361465,0.3887687048316002,nan,0.013579712656792253,0.0,1000.0,0.0,nan,0,5,0,377,5.638499691921221,0.0,0.02785569140790485,0.0,0.15625,0.0,0.2813772913068533,0.0,0.3413017950952053,0.0,5.638499691921221,0.0,2.1,0.914031694116447,0.0
trust-aware,scale,mnist,42,500,0,1.1,2.0,0.05,iid,1.0,500,121,5.690608103126535,0.8853483777046204,0.3890464246869087,nan,0.013770877319420206,0.0,1000.0,0.0,nan,0,9,0,307,5.690608103126535,0.0,0.02476598501135603,0.0,0.3103448275862069,0.0,0.24423966325562577,0.0,0.33670125130949347,0.0,5.690608103126535,0.0,2.115,0.9132850542559073,0.0
trust-aware,scale,mnist,42,500,0,1.1,2.0,0.05,iid,1.0,500,122,5.743633332930533,0.8853559771776199,0.38932097440958024,nan,0.013614320882449025,0.0,1000.0,0.0,nan,0,3,0,125,5.743633332930533,0.0,0.02970560057086138,0.0,0.15789473684210525,0.0,0.30625727145295395,0.0,0.47950782273945053,0.0,5.743633332930533,0.0,2.13,0.9129739152982007,0.0
trust-aware,scale,mnist,42,500,0,1.1,2.0,0.05,iid,1.0,500,123,5.797594754252546,0.8853787781000138,0.38951934123039245,nan,0.013311648248311351,0.0,1000.0,0.0,nan,0,1,0,111,5.797594754252545,0.0,0.025001302489949112,0.0,0.058823529411764705,0.0,0.2967945591491811,0.0,0.4341723655953127,0.0,5.797594754252545,8.881784197001252e-16,2.145,0.9127008435503302,0.0
trust-aware,scale,mnist,42,500,0,1.1,2.0,0.05,iid,1.0,500,124,5.852512335191406,0.8854127759933472,0.3897003127336502,nan,0.012913385649090227,0.0,1000.0,0.0,nan,0,6,0,218,5.852512335191406,0.0,0.027696196150773088,0.0,0.2608695652173913,0.0,0.3013073309608128,0.0,0.37192295038181805,0.0,5.852512335191406,0.0,2.16,0.912101950540879,0.0
trust-aware,scale,mnist,42,500,0,1.1,2.0,0.05,iid,1.0,500,125,5.908406660859312,0.8854071778059006,0.38996224975585936,nan,0.01313335558882466,0.0,1000.0,0.0,nan,0,4,0,264,5.908406660859313,0.0,0.026312902351361415,0.0,0.14814814814814814,0.0,0.26759550499695317,0.0,0.33989326931812147,0.0,5.908406660859313,8.881784197001252e-16,2.175,0.9114191206965737,0.0
trust-aware,scale,mnist,42,500,0,1.1,2.0,0.05,iid,1.0,500,126,5.9652989560665395,0.8854501777887345,0.39016101956367494,nan,0.012776926797079412,0.0,1000.0,0.0,nan,0,8,0,130,5.965298956066539,0.0,0.027166634126017823,0.0,0.42105263157894735,0.0,0.2888679912215785,0.0,0.43013736448789897,0.0,5.965298956066539,8.881784197001252e-16,2.19,0.9110803305075402,0.0
trust-aware,scale,mnist,42,500,0,1.1,2.0,0.05,iid,1.0,500,127,6.023211108889667,0.8854213762283325,0.3904684264063835,nan,0.012617604256692257,0.0,1000.0,0.0,nan,0,11,0,181,6.023211108889667,0.0,0.027343349860031715,0.0,0.5,0.0,0.30187619680708105,0.0,0.3856917118484324,0.0,6.023211108889667,0.0,2.205,0.9106062468224938,0.0
trust-aware,scale,mnist,42,500,0,1.1,2.0,0.05,iid,1.0,500,128,6.0821656951570935,0.8854291778802872,0.3907319137454033,nan,0.012822466118163183,0.0,1000.0,0.0,nan,0,8,0,122,6.082165695157093,0.0,0.026363637669495052,0.0,0.42105263157894735,0.0,0.29054432636813116,0.0,0.42205240224537094,0.0,6.082165695157093,8.881784197001252e-16,2.22,0.9102685293674264,0.0
trust-aware,scale,mnist,42,500,0,1.1,2.0,0.05,iid,1.0,500,129,6.142186003886753,0.8853869776725769,0.3909665603041649,nan,0.012664275187434572,0.0,1000.0,0.0,nan,0,6,0,414,6.142186003886752,0.0,0.024403827283899556,0.0,0.18181818181818182,0.0,0.23622468655759638,0.0,0.2998660586097024,0.0,6.142186003886752,8.881784197001252e-16,2.235,0.9091781811957853,0.0
trust-aware,scale,mnist,42,500,0,1.1,2.0,0.05,iid,1.0,500,130,6.203296063712107,0.8854431784152985,0.3912135742902756,nan,0.012714173955221971,0.0,1000.0,0.0,nan,0,7,0,165,6.203296063712106,0.0,0.024396342043875426,0.0,0.3333333333333333,0.0,0.2584664026896159,0.0,0.36854608569826397,0.0,6.203296063712106,8.881784197001252e-16,2.25,0.9087599328089646,0.0
trust-aware,scale,mnist,42,500,0,1.1,2.0,0.05,iid,1.0,500,131,6.26552067033368,0.8854489766359329,0.39140916091203687,nan,0.012550697883679754,0.0,1000.0,0.0,nan,0,1,0,161,6.2655206703336805,0.0,0.02148737595651229,0.0,0.047619047619047616,0.0,0.23777774614947184,0.0,0.36294172349430265,0.0,6.2655206703336805,8.881784197001252e-16,2.265,0.9083769402484776,0.0
trust-aware,scale,mnist,42,500,0,1.1,2.0,0.05,iid,1.0,500,132,6.328885415034608,0.8854525777101516,0.39166457623243334,nan,0.012400948028597567,0.0,1000.0,0.0,nan,0,20,0,484,6.328885415034607,0.0,0.02239235796422145,0.0,0.5555555555555556,0.0,0.23285894013113445,0.0,0.2591327879991796,0.0,6.328885415034607,8.881784197001252e-16,2.2800000000000002,0.9071709384693403,0.0
trust-aware,scale,mnist,42,500,0,1.1,2.0,0.05,iid,1.0,500,133,6.393416714299886,0.8854137765169143,0.39195205122232435,nan,0.011967020316256417,0.0,1000.0,0.0,nan,0,9,0,249,6.393416714299888,0.0,0.02266087277195234,0.0,0.3333333333333333,0.0,0.23056902708830657,0.0,0.32066021031803554,0.0,6.393416714299888,1.7763568394002505e-15,2.295,0.9065844776752933,0.0
trust-aware,scale,mnist,42,500,0,1.1,2.0,0.05,iid,1.0,500,134,6.459141840580268,0.8854537774324417,0.3921594402194023,nan,0.012364098032855469,0.0,1000.0,0.0,nan,0,1,0,189,6.459141840580269,0.0,0.02396696021952117,0.0,0.043478260869565216,0.0,0.25278066293053003,0.0,0.3634650422179181,0.0,6.459141840580269,8.881784197001252e-16,2.31,0.906129600912568,0.0
trust-aware,scale,mnist,42,500,0,1.1,2.0,0.05,iid,1.0,500,135,6.526088954243005,0.8854517776966095,0.3924142628908157,nan,0.012294742544846875,0.0,1000.0,0.0,nan,0,9,0,297,6.526088954243007,0.0,0.02050586125652475,0.0,0.32142857142857145,0.0,0.2045210993715695,0.0,0.28974055285964695,0.0,6.526088954243007,1.7763568394002505e-15,2.3249999999999997,0.9054152164314077,0.0
trust-aware,scale,mnist,42,500,0,1.1,2.0,0.05,iid,1.0,500,136,6.594287136752883,0.8854897768497467,0.3926936722397804,nan,0.012141858709269556,0.0,1000.0,0.0,nan,0,6,0,356,6.594287136752883,0.0,0.02086211685786553,0.0,0.20689655172413793,0.0,0.20645558371626097,0.0,0.2742377170201006,0.0,6.594287136752883,0.0,2.3400000000000003,0.9045399292269782,0.0
trust-aware,scale,mnist,42,500,0,1.1,2.0,0.05,iid,1.0,500,137,6.663766425128326,0.8854845767021179,0.3929531296491623,nan,0.011803276716701446,0.0,1000.0,0.0,nan,0,10,0,374,6.663766425128329,0.0,0.02041510288628228,0.0,0.3225806451612903,0.0,0.19788770281499432,0.0,0.26282183201082293,0.0,6.663766425128329,2.6645352591003757e-15,2.355,0.9037680241249567,0.0
trust-aware,scale,mnist,42,500,0,1.1,2.0,0.05,iid,1.0,500,138,6.734557847718581,0.8854763770103454,0.39322042763233184,nan,0.01189478512853384,0.0,1000.0,0.0,nan,0,15,0,211,6.734557847718581,0.0,0.022897032398168104,0.0,0.6,0.0,0.2393889993429184,0.0,0.3174106299877167,0.0,6.734557847718581,0.0,2.37,0.9032707584858077,0.0
trust-aware,scale,mnist,42,500,0,1.1,2.0,0.05,iid,1.0,500,139,6.80669346134933,0.8854805773496628,0.3934942031502724,nan,0.011797883019254014,0.0,1000.0,0.0,nan,0,19,0,531,6.80669346134933,0.0,0.021947809203606936,0.0,0.5135135135135135,0.0,0.20709492991099487,0.0,0.2503623483148781,0.0,6.80669346134933,0.0,2.385,0.9020094152138918,0.0
trust-aware,scale,mnist,42,500,0,1.1,2.0,0.05,iid,1.0,500,140,6.880206389885328,0.8855071742534637,0.39376608258485796,nan,0.011578719919690719,0.0,1000.0,0.0,nan,0,2,0,268,6.88020638988533,0.0,0.01916369731885706,0.0,0.07692307692307693,0.0,0.20608695252583578,0.0,0.2738882555411412,0.0,6.88020638988533,1.7763568394002505e-15,2.4,0.9013339440887769,0.0
trust-aware,scale,mnist,42,500,0,1.1,2.0,0.05,iid,1.0,500,141,6.95513086425999,0.8854745773077011,0.394037262737751,nan,0.011315562762320042,0.0,1000.0,0.0,nan,0,4,0,230,6.9551308642599885,0.0,0.019162722174198687,0.0,0.16,0.0,0.20989193201065062,0.0,0.30173216164112093,0.0,6.9551308642599885,1.7763568394002505e-15,2.415,0.9007792989757532,0.0
trust-aware,scale,mnist,42,500,0,1.1,2.0,0.05,iid,1.0,500,142,7.031502264023105,0.8854957784414291,0.39430546438694003,nan,0.011280464135449041,0.0,1000.0,nan,nan,0,0,0,178,7.031502264023104,0.0,0.017738157797460637,0.0,0.0,0.0,0.18748095699331976,0.0,0.285791658542373,0.0,7.031502264023104,8.881784197001252e-16,2.43,0.9003691747532592,0.0
trust-aware,scale,mnist,42,500,0,1.1,2.0,0.05,iid,1.0,500,143,7.109357160459109,0.8854995783567429,0.39455569034814836,nan,0.011125542766725024,0.0,1000.0,nan,nan,0,0,0,230,7.109357160459111,0.0,0.019652149171772302,0.0,0.0,0.0,0.21432792581617832,0.0,0.2859521408875783,0.0,7.109357160459111,1.7763568394002505e-15,2.445,0.8997863951671555,0.0
trust-aware,scale,mnist,42,500,0,1.1,2.0,0.05,iid,1.0,500,144,7.188733361329623,0.8854907773733139,0.39483613151311875,nan,0.011141619683864215,0.0,1000.0,0.0,nan,0,8,0,210,7.188733361329624,0.0,0.022723050683159506,0.0,0.3333333333333333,0.0,0.26535018098851043,0.0,0.29844518688817817,0.0,7.188733361329624,8.881784197001252e-16,2.4599999999999995,0.8992646268233232,0.0
trust-aware,scale,mnist,42,500,0,1.1,2.0,0.05,iid,1.0,500,145,7.269669957295138,0.8855449779033661,0.39508266723155977,nan,0.011049694647746426,0.0,1000.0,0.0,nan,0,11,0,287,7.269669957295138,0.0,0.018717717197038436,0.0,0.39285714285714285,0.0,0.18547545054129191,0.0,0.25590217486023903,0.0,7.269669957295138,0.0,2.475,0.8985973412710018,0.0
trust-aware,scale,mnist,42,500,0,1.1,2.0,0.05,iid,1.0,500,146,7.352207370071938,0.8855035783052444,0.39533029913902284,nan,0.011105782676326193,0.0,1000.0,0.0,nan,0,4,0,214,7.352207370071938,0.0,0.019407087668918258,0.0,0.17391304347826086,0.0,0.2055842364611833,0.0,0.2992283663024073,0.0,7.352207370071938,0.0,2.49,0.8980770182795662,0.0
trust-aware,scale,mnist,42,500,0,1.1,2.0,0.05,iid,1.0,500,147,7.436387402381476,0.8855237772464752,0.39562874925136565,nan,0.010901740858597415,0.0,1000.0,0.0,nan,0,20,0,460,7.4363874023814756,0.0,0.019523539596791536,0.0,0.5714285714285714,0.0,0.19237581065722875,0.0,0.2262304012264524,0.0,7.4363874023814756,8.881784197001252e-16,2.5050000000000003,0.896876339358279,0.0
trust-aware,scale,mnist,42,500,0,1.1,2.0,0.05,iid,1.0,500,148,7.522253289750495,0.8855471765995026,0.3958448746204376,nan,0.010740375527265396,0.0,1000.0,0.0,nan,0,5,0,157,7.522253289750496,0.0,0.019491142294655598,0.0,0.22727272727272727,0.0,0.2215001420541243,0.0,0.3043537058613517,0.0,7.522253289750496,8.881784197001252e-16,2.52,0.8965310862863218,0.0
trust-aware,scale,mnist,42,500,0,1.1,2.0,0.05,iid,1.0,500,149,7.609849754221228,0.8855363770723342,0.3961538866758347,nan,0.010699215145515544,0.0,1000.0,0.0,nan,0,2,0,298,7.609849754221229,0.0,0.01797824467635068,0.0,0.07142857142857142,0.0,0.18782199919223785,0.0,0.25610087865165304,0.0,7.609849754221229,8.881784197001252e-16,2.5349999999999997,0.8958249732495185,0.0
