algorithm,attack_type,dataset,seed,n_nodes,n_attackers,noise_mult,clip_bound,sampling_rate,split_mode,dirichlet_alpha,start_round,round,epsilon,accuracy,test_loss,f1_score,mean_update_norm_honest,mean_update_norm_attacker,best_alpha,precision,recall,total_tp_all,total_fp_all,total_fn_all,total_tn_all,eps_n_honest,eps_n_attacker,V_agg_norm_honest,V_agg_norm_attacker,D_threshold_honest,D_threshold_attacker,n_rejected_honest,n_rejected_attacker,S_agg_norm_honest,S_agg_norm_attacker,eps_avg,eps_std,rho_t,trust_toward_honest,trust_toward_attacker
trust-aware,scale,fashion_mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,56,2.4762372355197746,0.7845064786076545,0.628321522474289,0.4780343486744158,0.029574109551807243,14.44812556107839,1000.0,1.0,0.27094732597015697,49982,278,196,24,2.476237235519775,0.0,0.7908008595307668,5.333725896676381,0.0809339388740779,0.0,13.666666666666666,167.26,1.613848090171814,10.113687728246052,2.476237235519775,4.440892098500626e-16,1.1400000000000001,0.9614769783500612,0.6610535241050165
trust-aware,scale,fashion_mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,57,2.5228955996813527,0.7837384805083275,0.6394605401158333,0.8635941658363631,0.03214861372751849,35.01937805175781,1000.0,1.0,0.7817318957519681,50453,746,193,144,2.5228955996813522,0.0,0.5478903438363757,12.92594536781311,0.07673731727851349,0.0,39.5,168.82,1.1842038972037179,24.51356414159139,2.5228955996813522,4.440892098500626e-16,1.155,0.960057459313679,0.6357554646652104
trust-aware,scale,fashion_mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,58,2.5710493373515257,0.7889744776487351,0.5960510045289993,0.9859313403710022,0.03192675123481374,86.45032389958699,1000.0,0.9990766389658357,0.9746855434010259,50934,1068,33,229,2.5710493373515253,0.0,0.5080060519670185,31.857379897435507,0.08169249879002413,0.0,54.473684210526315,169.89,0.9804532088731465,60.515225690205895,2.5710493373515253,4.440892098500626e-16,1.1700000000000002,0.9578775100371427,0.5962016947475084
trust-aware,scale,fashion_mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,59,2.620779036985648,0.7880459801852703,0.6091410467028617,0.9995126705653021,0.03534284497921666,216.58856985727945,1000.0,0.9990310077519379,1.0,50691,792,0,75,2.6207790369856485,0.0,0.6174234226346016,79.52363631566365,0.07969906809151868,0.0,66.0,168.97,1.2370505879322689,151.61199620564778,2.6207790369856485,4.440892098500626e-16,1.185,0.9571399736885041,0.5674717387231839
trust-aware,scale,fashion_mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,60,2.672174193730253,0.7880009807646274,0.6265629580616952,0.9949475811544777,0.06706967804994848,544.7322423299154,1000.0,0.9901771336553945,1.0,50417,520,0,49,2.6721741937302523,0.0,0.6575522356563144,199.56291547139486,0.07930888839024945,0.0,57.77777777777778,168.05666666666667,1.3742524252997503,381.312560933431,2.6721741937302523,4.440892098500626e-16,1.2,0.956680242404036,0.5564942214704633
trust-aware,scale,fashion_mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,61,2.7253345479753266,0.790281480550766,0.5943116706609726,0.9994036970781157,0.030567404599143908,1374.2594563802083,1000.0,0.9988165680473373,1.0,50541,642,0,115,2.725334547975326,0.0,0.5183089902767768,502.55412137349447,0.07128520047097543,0.0,49.38461538461539,168.47,0.9764861326951247,961.9816028340657,2.725334547975326,4.440892098500626e-16,1.215,0.9555764580626188,0.5330039253849018
trust-aware,scale,fashion_mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,62,2.7803716539313506,0.7904294776916504,0.5934128925204277,0.994147994147994,0.030097388351957004,3469.1412196858723,1000.0,0.9885964912280701,1.0,50359,461,0,52,2.7803716539313506,0.0,0.5068652927875519,1267.1929581705729,0.06825414431493705,0.0,51.22222222222222,167.86333333333334,1.103841695520613,2428.3988041178386,2.7803716539313506,0.0,1.2299999999999998,0.9550773187337362,0.5131440866315788
trust-aware,scale,fashion_mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,63,2.8374107198726692,0.7910779777169228,0.5904378861188888,0.9924938414112041,0.029485021633180706,8743.711719970703,1000.0,0.9855477855477855,1.0,50338,441,0,95,2.837410719872669,0.0,0.49832979115572845,3192.2620994059243,0.071733793144176,0.0,40.09090909090909,167.79333333333332,0.9689880555326288,6120.598090006511,2.837410719872669,4.440892098500626e-16,1.245,0.9542039649526118,0.4978841593088016
trust-aware,scale,fashion_mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,64,2.8797317800857956,0.7915979790687561,0.5894601327180863,0.9921770179345489,0.030170992948114872,21993.278045247396,1000.0,0.9848925449373588,1.0,50807,917,0,120,2.8797317800857956,0.0,0.5662000860486712,8028.187138671875,0.07640248894553561,0.0,65.5,169.35666666666665,1.1609272020203727,15395.294288736979,2.8797317800857956,0.0,1.26,0.9531533695110986,0.4707885385420509
trust-aware,scale,fashion_mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,65,2.9146882802902803,0.792171979546547,0.5881336027383804,1.0,0.028175399949153263,55294.75641276042,1000.0,1.0,1.0,50420,520,0,120,2.9146882802902803,0.0,0.38941170771916706,20176.702722981772,0.055430981771084915,0.0,43.333333333333336,168.06666666666666,0.77445188164711,38706.32867513021,2.9146882802902803,0.0,1.275,0.9520544708572711,0.45620965730694535
trust-aware,scale,fashion_mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,66,2.9504496656185593,0.7924719792604447,0.5879204520583152,1.0,0.032231514574959874,138955.129375,1000.0,1.0,1.0,50300,400,0,40,2.9504496656185597,0.0,0.5616731867194176,50689.93379557291,0.06099717387674391,0.0,50.0,167.66666666666666,1.236173503100872,97268.58910807292,2.9504496656185597,4.440892098500626e-16,1.2900000000000003,0.9516840891924989,0.44789134457091073
trust-aware,scale,fashion_mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,67,2.9870369056922645,0.7925224784016609,0.587030411362648,0.9868707576733325,0.030674046969839504,349001.75177083333,1000.0,0.9763776881720431,1.0,50602,706,0,136,2.9870369056922645,0.0,0.45911637374332975,127286.12695963541,0.06287745237242964,0.0,50.42857142857143,168.67333333333335,0.8327185639313289,244301.221953125,2.9870369056922645,0.0,1.305,0.9504227080080775,0.4251093765407405
trust-aware,scale,fashion_mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,68,3.0244720059477888,0.7912309792637825,0.5988529068231583,0.9952153110047847,0.03235581060024825,874349.5369270834,1000.0,0.990909090909091,1.0,50462,563,0,79,3.0244720059477883,0.0,0.508818810636347,318982.54885416664,0.06235206368208046,0.0,51.18181818181818,168.20666666666668,1.050668250430714,612044.6623958333,3.0244720059477883,4.440892098500626e-16,1.32,0.9497810215415802,0.4051644558384848
trust-aware,scale,fashion_mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,69,3.062778081137312,0.7930339816212654,0.5862474903464318,1.0,0.032231065444648266,2193942.338125,1000.0,1.0,1.0,50236,336,0,20,3.062778081137312,0.0,0.47712718943754834,800029.9998958333,0.049835753300800256,0.0,56.0,167.45333333333335,0.958744199325641,1535759.6091666666,3.062778081137312,0.0,1.335,0.9496018637020828,0.3980165353662159
trust-aware,scale,fashion_mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,70,3.1019794351188676,0.7929389783740044,0.5857576701045036,0.9957591673961677,0.031005072593688964,5496246.032916667,1000.0,0.9916190476190476,1.0,50119,221,0,18,3.101979435118868,0.0,0.7826702356338501,2004528.7929166667,0.07577577122109061,0.0,44.2,167.06333333333333,1.6834429502487183,3847372.1485416666,3.101979435118868,4.440892098500626e-16,1.3499999999999999,0.9494493980006719,0.390542174263232
trust-aware,scale,fashion_mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,71,3.1421016475291226,0.7924929800629615,0.5921047151088714,1.0,0.03933956349889437,13776427.228333334,1000.0,1.0,1.0,49979,79,0,6,3.142101647529123,0.0,0.7961752812067667,5023355.901666666,0.053461795468595384,0.0,26.333333333333332,166.59666666666666,1.8455324172973633,9643498.912083333,3.142101647529123,4.440892098500626e-16,1.3650000000000002,0.9494071812657686,0.38883505910947863
trust-aware,scale,fashion_mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,72,3.183171667991226,0.7936269816756248,0.5848018270730972,1.0,0.02889325925045543,34464996.77333333,1000.0,1.0,1.0,50436,536,0,50,3.1831716679912256,0.0,0.5514906015661027,12571108.245,0.05999476090065151,0.0,59.55555555555556,168.12,1.1564080251587763,24125497.13,3.1831716679912256,4.440892098500626e-16,1.38,0.9489651883413388,0.37646591023961234
trust-aware,scale,fashion_mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,73,3.225217918574414,0.7936939787864685,0.5848420307040214,0.9991769547325103,0.029889558628201484,86437041.61333333,1000.0,0.9983739837398374,1.0,50610,711,0,159,3.225217918574415,0.0,0.4613330900669098,31508080.703333333,0.06288758130666434,0.0,47.4,168.7,0.8420705715815227,60505928.17,3.225217918574415,8.881784197001252e-16,1.395,0.9475552534111832,0.35915064238495337
trust-aware,scale,fashion_mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,74,3.2682704052928386,0.7939049819111824,0.5845309093594551,1.0,0.03259393014013767,215884935.53333333,1000.0,1.0,1.0,50256,356,0,8,3.2682704052928386,0.0,1.021255874633789,78751381.35333334,0.07414592540848645,0.0,71.2,167.52,2.4261207580566406,151119451.08,3.2682704052928386,0.0,1.41,0.9474741231640973,0.3500283807312362
trust-aware,scale,fashion_mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,75,3.3123608395086923,0.793561479151249,0.5848243871331215,0.9960342687615416,0.030613837932998485,541118871.7333333,1000.0,0.992215634606939,1.0,50370,473,0,89,3.3123608395086923,0.0,0.5184818831357089,197264868.70666668,0.06597409763449068,0.0,43.0,167.9,0.9235273653810675,378783205.38666666,3.3123608395086923,0.0,1.425,0.9466913524923116,0.3398691618736919
trust-aware,scale,fashion_mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,76,3.357522770189856,0.7944809791445732,0.5834753081202507,1.0,0.028380187736316162,1354221667.3066666,1000.0,1.0,1.0,50378,478,0,86,3.3575227701898553,0.0,0.4121543358672749,493787469.46666664,0.04758819759246178,0.0,43.45454545454545,167.92666666666668,0.8007647882808339,947955150.7733333,3.3575227701898553,4.440892098500626e-16,1.4400000000000002,0.9459886954878518,0.330640964711749
trust-aware,scale,fashion_mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,77,3.4037917280656296,0.7943354791402817,0.5837177753448486,0.990703860000188,0.02913487541178862,3391788261.12,1000.0,0.9822293447293446,1.0,50692,798,0,152,3.4037917280656296,0.0,0.4517133355140686,1236518761.12,0.06364508065683276,0.0,53.2,168.97333333333333,0.8189735015233358,2374251722.346667,3.4037917280656296,0.0,1.4549999999999998,0.9446496740318319,0.31729864584289363
trust-aware,scale,fashion_mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,78,3.4512053828263247,0.794615482389927,0.5833940061926842,0.997524702463188,0.02947523897247655,8487514570.24,1000.0,0.9950783830987101,1.0,50296,399,0,29,3.4512053828263243,0.0,0.5682510818753924,3094640502.613333,0.05479422241931299,0.0,57.0,167.65333333333334,1.2261201398713248,5941260077.226666,3.4512053828263243,4.440892098500626e-16,1.47,0.944422538342898,0.3123660971792092
trust-aware,scale,fashion_mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,79,3.499803714624289,0.7947504797577858,0.5830376535654068,1.0,0.03017089081307252,21261106208.426666,1000.0,1.0,1.0,50141,241,0,26,3.49980371462429,0.0,0.6044790049393972,7750108299.52,0.05756486903304344,0.0,40.166666666666664,167.13666666666666,1.2430655757586162,14882774025.386667,3.49980371462429,8.881784197001252e-16,1.485,0.9441751251443216,0.30476410919115265
trust-aware,scale,fashion_mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,80,3.549629201256186,0.794779480099678,0.5833185762166977,0.9981738691416111,0.02974937569636565,53189596057.6,1000.0,0.9963909522010995,1.0,50486,588,0,130,3.5496292012561854,0.0,0.38288408747086156,19393045989.546665,0.0478301924097323,0.0,45.23076923076923,168.28666666666666,0.7041825101925776,37232716569.6,3.5496292012561854,4.440892098500626e-16,1.5,0.9430459801340381,0.2972402480118983
trust-aware,scale,fashion_mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,81,3.600727022539671,0.7945569801330566,0.5846075773239136,1.0,0.031036416767165065,133374071965.01334,1000.0,1.0,1.0,50358,458,0,40,3.600727022539672,0.0,0.5902956165373325,48602944317.44,0.05416757286374953,0.0,57.25,167.86,1.15868379175663,93361848388.26666,3.600727022539672,8.881784197001252e-16,1.515,0.942700041033692,0.2910263605316334
trust-aware,scale,fashion_mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,82,3.653145283543021,0.7952349776029587,0.5820695531368255,1.0,0.02976661113401254,333265783794.3467,1000.0,1.0,1.0,49991,91,0,6,3.6531452835430205,0.0,0.7263723611831665,121524421468.16,0.05202376320476287,0.0,30.333333333333332,166.63666666666666,1.6114392280578613,233286044166.82666,3.6531452835430205,4.440892098500626e-16,1.53,0.9426408115319806,0.29058606970365586
trust-aware,scale,fashion_mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,83,3.706935258484402,0.7953209778666497,0.5826617133617401,1.0,0.02819206230342388,835615474701.6533,1000.0,1.0,1.0,50380,480,0,70,3.706935258484401,0.0,0.47029469907283783,304502778047.14667,0.057347818017092246,0.0,48.0,167.93333333333334,0.9153559803962708,584930823263.5734,3.706935258484401,8.881784197001252e-16,1.5450000000000002,0.9421173358793532,0.28287523331129616
trust-aware,scale,fashion_mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,84,3.7621516572892535,0.7940934789180756,0.5900847792625428,1.0,0.027638356068304608,2087752551082.6667,1000.0,1.0,1.0,50370,470,0,30,3.762151657289252,0.0,0.5011222788265773,761282802974.72,0.05198975982431098,0.0,67.14285714285714,167.9,0.8834305831364223,1461426748347.7334,3.762151657289252,1.3322676295501878e-15,1.56,0.9418731897033398,0.2696376815215086
trust-aware,scale,fashion_mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,85,3.818852916980401,0.7955969789624214,0.5821123242378234,0.9993243243243244,0.028360504424199462,5232862490350.934,1000.0,0.9986559139784946,1.0,50437,538,0,41,3.818852916980402,0.0,0.5778101123869419,1907022087563.9468,0.06765177871459115,0.0,67.25,168.12333333333333,0.9203496999107301,3663003675306.6665,3.818852916980402,8.881784197001252e-16,1.575,0.9414970788483304,0.2644102186114265
trust-aware,scale,fashion_mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,86,3.874737541093223,0.795407481789589,0.5828538170456886,1.0,0.026755033433437346,13081032873301.334,1000.0,1.0,1.0,50018,118,0,20,3.8747375410932245,0.0,0.573250150680542,4769271979267.413,0.04906201719836588,0.0,23.6,166.72666666666666,1.0880173206329347,9156722843538.773,3.8747375410932245,1.3322676295501878e-15,1.5899999999999999,0.9413122252821863,0.2618032844563382
trust-aware,scale,fashion_mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,87,3.916240373005058,0.7957494786381721,0.5828535550832749,0.9836421748186455,0.025637630683680374,32750035311875.414,1000.0,0.9691932891299979,1.0,50166,270,0,20,3.9162403730050594,0.0,0.8345042914152145,11937044837171.2,0.06787069106500863,0.0,45.0,167.22,1.2492314279079437,22925024223559.68,3.9162403730050594,1.3322676295501878e-15,1.6050000000000002,0.9410900056316281,0.2585849868893855
trust-aware,scale,fashion_mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,88,3.958594794875645,0.7958309799432755,0.5824646264314651,1.0,0.027687011286616325,81866340863836.16,1000.0,1.0,1.0,50104,204,0,16,3.958594794875645,0.0,0.5757814764976501,29848283698080.426,0.04673088057389927,0.0,40.8,167.01333333333332,1.206213617324829,57306437309344.43,3.958594794875645,0.0,1.62,0.9409688749257628,0.25516276447267816
trust-aware,scale,fashion_mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,89,4.00182186932881,0.7956679785251617,0.5824686399102211,0.9944591806660772,0.026416976004838943,205269960802085.53,1000.0,0.9892255892255891,1.0,50356,458,0,56,4.0018218693288095,0.0,0.5475943883260092,74790492700672.0,0.06074592461524596,0.0,50.888888888888886,167.85333333333332,1.0478327473004658,143688968902628.7,4.0018218693288095,8.881784197001252e-16,1.635,0.9404902288550306,0.2463161888908273
trust-aware,scale,fashion_mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,90,4.045943537463281,0.7957504788041114,0.5848451963067055,0.9976546235539041,0.027590349848781313,512551512248593.06,1000.0,0.9954081632653062,1.0,50437,539,0,164,4.045943537463281,0.0,0.41081108152866364,186886318526737.06,0.053738886022601975,0.0,38.5,168.12333333333333,0.6487497644765037,358786052757913.6,4.045943537463281,0.0,1.65,0.9389810358085542,0.23685910219899206
trust-aware,scale,fashion_mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,91,4.090982666874294,0.7962789809703827,0.5822939819097519,1.0,0.02516795295689787,1283395720835672.8,1000.0,1.0,1.0,50217,317,0,32,4.090982666874295,0.0,0.7454520293644497,467733478630577.5,0.06679554901787488,0.0,45.285714285714285,167.39,1.3058475766863142,898376987036003.0,4.090982666874295,8.881784197001252e-16,1.6649999999999998,0.9386730535286162,0.23344337782005903
trust-aware,scale,fashion_mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,92,4.136963102650078,0.7959609779715539,0.5827473300695419,0.9969816315680977,0.027433156967163086,3205997811525659.5,1000.0,0.9940366502866502,1.0,50559,662,0,73,4.136963102650078,0.0,0.5051101337779652,1168991928105042.0,0.0542709513071118,0.0,60.18181818181818,168.53,0.9380334507335316,2244198433260830.8,4.136963102650078,0.0,1.6800000000000002,0.9380484911247927,0.22548025663302562
trust-aware,scale,fashion_mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,93,4.183909721536838,0.796543481349945,0.5824544167518616,0.9937249980390619,0.026327227834950794,8031365034563775.0,1000.0,0.9879765395894428,1.0,50319,421,0,94,4.183909721536837,0.0,0.38994167880578473,2926996774676944.0,0.045653830886132354,0.0,38.27272727272727,167.73,0.7345685633746061,5621955424157696.0,4.183909721536837,8.881784197001252e-16,1.695,0.9373282556638504,0.21931819863312765
trust-aware,scale,fashion_mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,94,4.231848489478358,0.7965104803442955,0.5827903637290001,1.0,0.027259649087985355,2.0097610464767944e+16,1000.0,1.0,1.0,50357,457,0,50,4.2318484894783595,0.0,0.40543737676408553,7325246796095379.0,0.046597803279201155,0.0,50.77777777777778,167.85666666666665,0.8009293874104818,1.4068327019142184e+16,4.2318484894783595,1.7763568394002505e-15,1.71,0.9368569309176822,0.21164938355753896
trust-aware,scale,fashion_mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,95,4.28080652274961,0.7961774790287017,0.5835647875070572,1.0,0.03001170808618719,5.026418365229433e+16,1000.0,1.0,1.0,50402,502,0,88,4.280806522749609,0.0,0.4230153425173326,1.8322438209674064e+16,0.045731552608642034,0.0,45.63636363636363,168.00666666666666,0.7416276823390614,3.518492777349033e+16,4.280806522749609,8.881784197001252e-16,1.7249999999999999,0.9360653142045715,0.20440281969053378
trust-aware,scale,fashion_mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,96,4.330812152917754,0.7964244821667671,0.5832944449782371,1.0,0.028449328882353648,1.2571180967561702e+17,1000.0,1.0,1.0,50264,364,0,34,4.330812152917753,0.0,0.5516025424003601,4.582682688750966e+16,0.0457404650889227,0.0,52.0,167.54666666666665,1.0248948335647583,8.799826484091246e+16,4.330812152917753,8.881784197001252e-16,1.7400000000000002,0.9357548621168628,0.19990401618417195
trust-aware,scale,fashion_mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,97,4.381894995878737,0.7966244810819626,0.5827813506126404,1.0,0.029196190576140698,3.148163666218302e+17,1000.0,1.0,1.0,50630,730,0,110,4.381894995878738,0.0,0.42876153267346895,1.147298718607597e+17,0.04784859674332626,0.0,56.15384615384615,168.76666666666668,0.7499907108453604,2.2037145191940707e+17,4.381894995878738,8.881784197001252e-16,1.7550000000000001,0.9348199504799347,0.1900365390221433
trust-aware,scale,fashion_mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,98,4.434086025233358,0.7967679792642594,0.5830143767595292,1.0,0.025016720965504648,7.868894186985384e+17,1000.0,1.0,1.0,50077,177,0,18,4.434086025233357,0.0,0.5198831737041474,2.868678804838093e+17,0.04153135046168942,0.0,35.4,166.92333333333335,1.027070152759552,5.508225854954747e+17,4.434086025233357,8.881784197001252e-16,1.77,0.9346671952891606,0.18907419790906918
trust-aware,scale,fashion_mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,99,4.4874176502831755,0.796685978770256,0.5842231610417365,1.0,0.025171868735924363,1.9697085182156805e+18,1000.0,1.0,1.0,50356,456,0,32,4.487417650283176,0.0,0.5408032052218914,7.17882406786973e+17,0.04488607614357423,0.0,57.0,167.85333333333332,1.0692707896232605,1.3787959409554488e+18,4.487417650283176,8.881784197001252e-16,1.785,0.9343839094081865,0.18468966237882692
trust-aware,scale,fashion_mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,100,4.5419237989440235,0.7968964806199074,0.5830970630049706,0.9980769230769231,0.025877579348161817,4.920869321751575e+18,1000.0,0.9962121212121212,1.0,50173,274,0,51,4.541923798944024,0.0,0.4881737753748894,1.7942464069908964e+18,0.05253552401146348,0.0,34.25,167.24333333333334,0.9334984198212624,3.4446084477563453e+18,4.541923798944024,8.881784197001252e-16,1.7999999999999998,0.9339642511272545,0.18213665005629043
trust-aware,scale,fashion_mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,101,4.597640005893232,0.7971749779582024,0.5836182427406311,1.0,0.027116293294562235,nan,1000.0,1.0,1.0,50275,375,0,58,4.597640005893233,0.0,0.41236842672030133,nan,0.04130700983974854,0.0,41.666666666666664,167.58333333333334,0.7426248457696702,nan,4.597640005893233,8.881784197001252e-16,1.8150000000000002,0.933451168105543,nan
trust-aware,scale,fashion_mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,102,4.65460350628586,0.7961949804425239,0.588163793683052,0.9933283914010378,0.027980378828942776,nan,1000.0,0.9872222222222222,1.0,50354,456,0,68,4.654603506285859,0.0,0.3682861655950546,nan,0.039623669648434515,0.0,45.6,167.84666666666666,0.6755619823932648,nan,4.654603506285859,8.881784197001252e-16,1.83,0.9328354951132457,nan
trust-aware,scale,fashion_mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,103,4.712853335395463,0.7969779795408249,0.5843677008152008,1.0,0.028501555013159912,nan,1000.0,1.0,1.0,50599,699,0,90,4.712853335395464,0.0,0.4933299198746681,nan,0.05154502611791159,0.0,58.25,168.66333333333333,0.7938943008581797,nan,4.712853335395464,8.881784197001252e-16,1.845,0.9320092028248947,nan
trust-aware,scale,fashion_mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,104,4.772430434556013,0.7969459813833236,0.58549033254385,1.0,0.0256110028260284,nan,1000.0,1.0,1.0,50491,591,0,48,4.772430434556013,0.0,0.45460885763168335,nan,0.04036693165775752,0.0,65.66666666666667,168.30333333333334,0.853315512339274,nan,4.772430434556013,0.0,1.8599999999999999,0.9316113307059536,nan
trust-aware,scale,fashion_mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,105,4.833377763803692,0.7970519807934761,0.5847248342633248,1.0,0.025745677761733532,nan,1000.0,1.0,1.0,50079,179,0,10,4.833377763803691,0.0,0.5505587682127953,nan,0.037190206333196384,0.0,44.75,166.93,1.1332284063100815,nan,4.833377763803691,8.881784197001252e-16,1.875,0.9315257995374223,nan
trust-aware,scale,fashion_mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,106,4.895740421640309,0.7972259777784347,0.5848388111591339,1.0,0.026585744383434456,nan,1000.0,1.0,1.0,50440,540,0,100,4.89574042164031,0.0,0.3888939966758092,nan,0.038469738913219524,0.0,45.0,168.13333333333333,0.6326838433742523,nan,4.89574042164031,8.881784197001252e-16,1.8900000000000001,0.9306868880069558,nan
trust-aware,scale,fashion_mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,107,4.959565772364041,0.7971374782919883,0.5852706453204155,0.9899440520815831,0.02519039792770689,nan,1000.0,0.980991230991231,1.0,50346,449,0,95,4.959565772364042,0.0,0.4043333991007371,nan,0.04843140470757935,0.0,40.81818181818182,167.82,0.6474363966421648,nan,4.959565772364042,8.881784197001252e-16,1.905,0.9298607046556915,nan
trust-aware,scale,fashion_mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,108,5.024903581438015,0.7972209790349006,0.5855938449501992,0.9991341991341992,0.0250631006700652,nan,1000.0,0.9982788296041308,1.0,50431,532,0,17,5.024903581438016,0.0,0.6208413072994777,nan,0.05186558776468516,0.0,76.0,168.10333333333332,1.3418811559677124,nan,5.024903581438016,8.881784197001252e-16,1.92,0.9297038292093586,nan
trust-aware,scale,fashion_mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,109,5.09180615939299,0.7969784790277481,0.5883832693099975,0.9968122937947345,0.027171773960192998,nan,1000.0,0.9936873310234343,1.0,50568,673,0,165,5.0918061593929895,0.0,0.3889660656452179,nan,0.04652807305409122,0.0,44.86666666666667,168.56,0.5817946910858154,nan,5.0918061593929895,8.881784197001252e-16,1.935,0.928241648551055,nan
trust-aware,scale,fashion_mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,110,5.16032851478683,0.797564976811409,0.5859120684862137,1.0,0.0260570183969461,nan,1000.0,1.0,1.0,50644,744,0,104,5.160328514786829,0.0,0.3926121798845438,nan,0.040573857703436515,0.0,57.23076923076923,168.81333333333333,0.667580613723168,nan,5.160328514786829,8.881784197001252e-16,1.95,0.927392559477279,nan
trust-aware,scale,fashion_mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,111,5.207853168736674,0.797121978700161,0.5875790604948997,0.9946637724415501,0.025776613917615678,nan,1000.0,0.989648033126294,1.0,50332,434,0,54,5.207853168736674,0.0,0.44695936640103656,nan,0.0478936522236981,0.0,48.22222222222222,167.77333333333334,0.861380398273468,nan,5.207853168736674,0.0,1.965,0.9269335570988511,nan
trust-aware,scale,fashion_mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,112,5.252493593221522,0.7977479782700538,0.5861716455221176,1.0,0.02797130821272731,nan,1000.0,1.0,1.0,50122,222,0,8,5.252493593221523,0.0,0.5839198231697083,nan,0.03944165610484358,0.0,55.5,167.07333333333332,1.2488160133361816,nan,5.252493593221523,8.881784197001252e-16,1.98,0.92685425655848,nan
trust-aware,scale,fashion_mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,113,5.297900042856843,0.7976279786229133,0.5869115152955056,0.9958057147137025,0.02617870643734932,nan,1000.0,0.9917748917748919,1.0,50152,254,0,70,5.297900042856844,0.0,0.3742116358545091,nan,0.04345854724169583,0.0,28.22222222222222,167.17333333333335,0.6486087640126547,nan,5.297900042856844,8.881784197001252e-16,1.995,0.9262807220602811,nan
trust-aware,scale,fashion_mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,114,5.344087390883105,0.7973854804039001,0.588168084025383,1.0,0.026456153358925472,nan,1000.0,1.0,1.0,50578,678,0,88,5.3440873908831055,0.0,0.41863480481234466,nan,0.04122978583045646,0.0,61.63636363636363,168.59333333333333,0.7008582136847756,nan,5.3440873908831055,8.881784197001252e-16,2.01,0.9255625146569463,nan
