algorithm,attack_type,dataset,seed,n_nodes,n_attackers,noise_mult,clip_bound,sampling_rate,split_mode,dirichlet_alpha,start_round,round,epsilon,accuracy,test_loss,f1_score,mean_update_norm_honest,mean_update_norm_attacker,best_alpha,precision,recall,trust_honest,trust_attacker,sigma_n_honest,sigma_n_attacker,n_dp_norm_honest,n_dp_norm_attacker,eps_n_honest,eps_n_attacker,krum_score_honest,krum_score_attacker,nsr_honest,nsr_attacker,sigma_dp_honest,sigma_dp_attacker,noise_norm_honest,noise_norm_attacker,eps_avg,eps_std,avg_trust,avg_sigma_dp_precap,avg_n_dp_norm_postcap,avg_nsr
noise-game,scale,fashion_mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,96,7.987388085155674,0.7594923822879791,0.6510326955318451,0.0,0.6219410981450763,0.0,1000.0,0.0,0.0,0.20344658313052996,0.0,0.600229072147166,0.0,149.11324419294084,0.0,6.208274114023128,0.0,7.525312621252877,0.0,2311.1298907080773,0.0,0.600229072147166,0.0,149.11324070521763,0.0,6.208274114023128,1.202254717446856,0.20344658313052996,0.600229072147166,10.43792709350586,161.77909234956542
noise-game,scale,fashion_mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,97,7.987388085155674,0.7601177794933319,0.6489272698163986,0.0,0.594292961194047,0.0,1000.0,0.0,0.0,0.19638375572061964,0.0,0.600229072147166,0.0,149.14144352504186,0.0,6.237656612562088,0.0,4.56702122092247,0.0,2336.6613937760303,0.0,0.600229072147166,0.0,149.141484941755,0.0,6.237656612562088,1.190879445056138,0.19638375572061964,0.600229072147166,8.351920837402345,130.8530380514577
noise-game,scale,fashion_mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,98,7.987388085155674,0.7617515805959701,0.6457817152738571,0.0,0.6716783110584531,0.0,1000.0,0.0,0.0,0.16178402431043132,0.0,0.6002290721471661,0.0,149.18477303641183,0.0,6.249783803994936,0.0,2.2089568844863345,0.0,2141.7572644325396,0.0,0.6002290721471661,0.0,149.18481772286552,0.0,6.249783803994936,1.1931122029028196,0.16178402431043132,0.6002290721471661,4.177173645019531,59.969203404111106
noise-game,scale,fashion_mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,99,7.987388085155674,0.7615569808483124,0.6458970975875854,0.0,0.7844165978224381,0.0,1000.0,0.0,0.0,0.21586696835963623,0.0,0.6002290721471659,0.0,149.0189839238706,0.0,6.269215565787872,0.0,6.71886188050975,0.0,2331.3439475633304,0.0,0.6002290721471659,0.0,149.01894942573878,0.0,6.269215565787872,1.193885771610856,0.21586696835963623,0.6002290721471659,6.854873260498047,107.2418215879132
noise-game,scale,fashion_mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,100,7.987388085155674,0.7613403805494309,0.6460106123685837,0.0,0.8952769112327824,0.0,1000.0,0.0,0.0,0.21593125520840936,0.0,0.6002290721471659,0.0,149.15467237389606,0.0,6.288697549822973,0.0,7.8014195380003555,0.0,2255.6937450914156,0.0,0.6002290721471659,0.0,149.15460735818615,0.0,6.288697549822973,1.1967153350899842,0.21593125520840936,0.6002290721471659,6.861114929199219,103.76191227420513
noise-game,scale,fashion_mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,101,7.987388085155674,0.76160437977314,0.6463547002077102,0.0,0.6048527501523495,0.0,1000.0,0.0,0.0,0.2091960874075691,0.0,0.6002290721471659,0.0,149.16129557291666,0.0,6.328347738729839,0.0,5.201991601785024,0.0,2364.1592961970746,0.0,0.6002290721471659,0.0,149.1613042195638,0.0,6.328347738729839,1.1536216604352827,0.2091960874075691,0.6002290721471659,8.949677734375,141.84955777182444
noise-game,scale,fashion_mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,102,7.987388085155674,0.763348780632019,0.6428599106073379,0.0,0.6543596403466331,0.0,1000.0,0.0,0.0,0.15966003136364398,0.0,0.600229072147166,0.0,149.02368446632667,0.0,6.358188732870034,0.0,7.419646040157035,0.0,2216.2917740826274,0.0,0.600229072147166,0.0,149.0236771195023,0.0,6.358188732870034,1.1299336026472997,0.15966003136364398,0.600229072147166,8.047278961181641,119.67975580046186
noise-game,scale,fashion_mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,103,7.987388085155674,0.7634309808015823,0.642994544506073,0.0,0.6463996583063688,0.0,1000.0,0.0,0.0,0.18460633808613888,0.0,0.600229072147166,0.0,149.04981395176478,0.0,6.390466984564029,0.0,4.745620199612209,0.0,2279.5108225775275,0.0,0.600229072147166,0.0,149.04983248029436,0.0,6.390466984564029,1.0952783540906326,0.18460633808613888,0.600229072147166,8.346789581298829,127.65260606434154
noise-game,scale,fashion_mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,104,7.987388085155674,0.7646635812520981,0.6406277080774307,0.0,0.8651119336485863,0.0,1000.0,0.0,0.0,0.2234224202732245,0.0,0.6002290721471659,0.0,149.03288930257162,0.0,6.417865992032777,0.0,9.50957768758138,0.0,2214.646403124335,0.0,0.6002290721471659,0.0,149.0329137166341,0.0,6.417865992032777,1.0886039646860473,0.2234224202732245,0.6002290721471659,8.941973358154296,132.8787841874601
noise-game,scale,fashion_mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,105,7.987388085155674,0.76557098031044,0.638246064543724,0.0,0.6145030386421991,0.0,1000.0,0.0,0.0,0.14887167918293373,0.0,0.6002290721471659,0.0,149.01197947626528,0.0,6.439141934861735,0.0,6.222750865894815,0.0,2290.0550046920234,0.0,0.6002290721471659,0.0,149.0119741688604,0.0,6.439141934861735,1.0790426448088004,0.14887167918293373,0.6002290721471659,6.854551055908203,105.34253021583308
noise-game,scale,fashion_mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,106,7.987388085155674,0.7656389815807343,0.6392366530895233,0.0,0.716974804478307,0.0,1000.0,0.0,0.0,0.17450870429315873,0.0,0.6002290721471659,0.0,149.04365933325982,0.0,6.463919124599901,0.0,6.947597818989908,0.0,2243.96284566708,0.0,0.6002290721471659,0.0,149.0436731153919,0.0,6.463919124599901,1.0850628467182137,0.17450870429315873,0.6002290721471659,9.24070687866211,139.125696431359
noise-game,scale,fashion_mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,107,7.987388085155674,0.7657091799974441,0.6385909869670868,0.0,0.5659039376134222,0.0,1000.0,0.0,0.0,0.1321644727987322,0.0,0.6002290721471659,0.0,149.22975436123934,0.0,6.4870468104153645,0.0,3.673588889566335,0.0,2244.331362859219,0.0,0.6002290721471659,0.0,149.22971898859197,0.0,6.4870468104153645,1.0628520513622524,0.1321644727987322,0.6002290721471659,6.566109191894531,98.75057996580566
noise-game,scale,fashion_mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,108,7.987388085155674,0.766707982301712,0.6361186882257461,0.0,0.6347529144714708,0.0,1000.0,0.0,0.0,0.13722925260663033,0.0,0.6002290721471659,0.0,149.13435430112094,0.0,6.504592606720782,0.0,3.5457983120628027,0.0,2326.488955110159,0.0,0.6002290721471659,0.0,149.1343470034392,0.0,6.504592606720782,1.0635850488803138,0.13722925260663033,0.6002290721471659,6.860180297851563,107.01849193506733
noise-game,scale,fashion_mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,109,7.987388085155674,0.7668647795915604,0.6370415245294571,0.0,0.6218740744026083,0.0,1000.0,0.0,0.0,0.1537904765358881,0.0,0.600229072147166,0.0,149.0982850727282,0.0,6.535441616712077,0.0,6.773434714267128,0.0,2295.4524024736816,0.0,0.600229072147166,0.0,149.09831117328844,0.0,6.535441616712077,1.0507227128154775,0.1537904765358881,0.600229072147166,11.331469665527344,174.45438258799982
noise-game,scale,fashion_mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,110,7.987388085155674,0.7675881808996201,0.6355835870504379,0.0,0.6667787120095454,0.0,1000.0,0.0,0.0,0.1478721332096029,0.0,0.6002290721471661,0.0,149.0203251838684,0.0,6.556432663543616,0.0,8.492447193711996,0.0,2237.1482567672238,0.0,0.6002290721471661,0.0,149.02030849456787,0.0,6.556432663543616,1.0517734150896891,0.1478721332096029,0.6002290721471661,9.537300811767578,143.17748843310233
noise-game,scale,fashion_mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,111,7.987388085155674,0.7679017802476883,0.6351857678890228,0.0,0.5580280135571957,0.0,1000.0,0.0,0.0,0.12720607805997133,0.0,0.6002290721471661,0.0,149.10796325683594,0.0,6.577134149808595,0.0,3.232153959274292,0.0,2248.411241202145,0.0,0.6002290721471661,0.0,149.10793762207032,0.0,6.577134149808595,1.042720787460732,0.12720607805997133,0.6002290721471661,7.455398162841797,112.42056206010724
noise-game,scale,fashion_mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,112,7.987388085155674,0.7682305800914765,0.635316489815712,0.0,0.615346501714417,0.0,1000.0,0.0,0.0,0.11642492841929197,0.0,0.6002290721471659,0.0,149.16556004115515,0.0,6.590208701023937,0.0,5.777591414394832,0.0,2227.179528480907,0.0,0.6002290721471659,0.0,149.16555931454613,0.0,6.590208701023937,1.0456658941867294,0.11642492841929197,0.6002290721471659,6.264953521728516,93.5415401961981
noise-game,scale,fashion_mnist,42,500,0,1.1,1.0,0.05,iid,1.0,99999,113,8.00058427699713,0.7688169807195664,0.6335245413780213,0.0,0.8139371914845525,0.0,1000.0,0.0,0.0,0.17566706691727493,0.0,0.6002290721471661,0.0,149.1389765883937,0.0,6.613433697350738,0.0,9.034273826714719,0.0,2224.6196067823967,0.0,0.6002290721471661,0.0,149.13899277195787,0.0,6.613433697350738,1.0457797456379483,0.17566706691727493,0.6002290721471661,9.843172454833985,146.8248940476382
