algorithm,attack_type,dataset,seed,n_nodes,n_attackers,noise_mult,clip_bound,sampling_rate,split_mode,dirichlet_alpha,start_round,round,epsilon,accuracy,test_loss,f1_score,mean_update_norm_honest,mean_update_norm_attacker,best_alpha,precision,recall,total_tp_all,total_fp_all,total_fn_all,total_tn_all,V_agg_norm_honest,V_agg_norm_attacker,eps_n_honest,eps_n_attacker,n_rejected_honest,n_rejected_attacker,D_threshold_honest,D_threshold_attacker,S_agg_norm_honest,S_agg_norm_attacker,eps_avg,eps_std,rho_t,trust_toward_honest,trust_toward_attacker
trust-aware,scale,mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,57,2.5228955996813527,0.8840414786338806,0.38924404308199884,1.0,0.024336160027555058,496.03651357014974,1000.0,1.0,1.0,50646,746,0,144,0.4215717315673828,165.68665860493977,2.5228955996813522,0.0,53.285714285714285,168.82,0.07347186994233645,0.0,0.7823505018438611,347.22555305480955,2.5228955996813522,4.440892098500626e-16,1.155,0.959937103023244,0.5860210364445815
trust-aware,scale,mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,58,2.5710493373515257,0.8837969771027565,0.38936314508318903,0.997496882371501,0.024475336368930966,1763.6358450317382,1000.0,0.9951124014489666,1.0,50967,1071,0,226,0.5051334296402178,587.3839372253418,2.5710493373515253,0.0,56.36842105263158,169.89,0.08097684903827505,0.0,0.8989659830143577,1234.5450691731771,2.5710493373515253,4.440892098500626e-16,1.1700000000000002,0.957736744335748,0.5455446151456955
trust-aware,scale,mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,59,2.620779036985648,0.884308976829052,0.3877801190316677,0.9995126705653021,0.024590539901206892,6189.448598225911,1000.0,0.9990310077519379,1.0,50691,792,0,75,0.5713506688674291,2061.877201131185,2.6207790369856485,0.0,66.0,168.97,0.07646915835254627,0.0,1.150339315334956,4332.613939615885,2.6207790369856485,4.440892098500626e-16,1.185,0.9569962424749393,0.5189911240585808
trust-aware,scale,mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,60,2.672174193730253,0.8841434773802758,0.3876604004204273,0.9993861264579498,0.024537187069654465,21708.93538574219,1000.0,0.9987789987789988,1.0,50417,518,0,51,0.5896566245290968,7224.354792480469,2.6721741937302523,0.0,57.55555555555556,168.05666666666667,0.06887400205925963,0.0,1.2207386493682861,15196.25446126302,2.6721741937302523,4.440892098500626e-16,1.2,0.9565383362464369,0.509487643038732
trust-aware,scale,mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,61,2.7253345479753266,0.8845444756746292,0.38659041285514834,0.9979429558913471,0.023299239289302092,75399.77908854166,1000.0,0.9959278493691449,1.0,50541,644,0,113,0.4836106529602638,25112.0894921875,2.725334547975326,0.0,49.53846153846154,168.47,0.06857082444128934,0.0,0.860493921316587,52779.84415039062,2.725334547975326,4.440892098500626e-16,1.215,0.9554206529901472,0.48776918486294507
trust-aware,scale,mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,62,2.7803716539313506,0.8845439773797988,0.3863306185603142,0.994147994147994,0.022571174013945792,263198.2350520833,1000.0,0.9885964912280701,1.0,50359,461,0,52,0.4275849461555481,87563.69817057291,2.7803716539313506,0.0,51.22222222222222,167.86333333333334,0.05866224139158248,0.0,0.9069759845733643,184238.76135416667,2.7803716539313506,0.0,1.2299999999999998,0.9549173548151988,0.46926345865471913
trust-aware,scale,mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,63,2.8374107198726692,0.884583977162838,0.38593877032399176,0.9910043704302077,0.023291170427745037,910133.4921875,1000.0,0.9827129859387924,1.0,50338,442,0,94,0.4748643230308186,303149.296796875,2.837410719872669,0.0,40.18181818181818,167.79333333333332,0.072927551560592,0.0,0.8637204007668928,637093.4306770833,2.837410719872669,4.440892098500626e-16,1.245,0.9540302173780195,0.4545570800424669
trust-aware,scale,mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,64,2.8797317800857956,0.88398247808218,0.3873516795039177,0.989155885730649,0.023575864067035063,3176349.8129166667,1000.0,0.9794014250905221,1.0,50807,920,0,117,0.585792464869363,1056448.9942708334,2.8797317800857956,0.0,65.71428571428571,169.35666666666665,0.07851216387051654,0.0,1.1151217860834939,2223444.826875,2.8797317800857956,0.0,1.26,0.9529648133188208,0.4319085978077464
trust-aware,scale,mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,65,2.9146882802902803,0.8844784766435623,0.38570010364055635,0.9994623655913979,0.022276562172919512,10946644.9175,1000.0,0.9989316239316239,1.0,50420,521,0,119,0.3572923292716344,3647092.3545833332,2.9146882802902803,0.0,43.416666666666664,168.06666666666666,0.05045365436939212,0.0,0.6605896651744843,7662651.291666667,2.9146882802902803,0.0,1.275,0.9518554361223263,0.4184075139270459
trust-aware,scale,mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,66,2.9504496656185593,0.884910478591919,0.384557151645422,1.0,0.022830006200820208,38161832.52333333,1000.0,1.0,1.0,50300,400,0,40,0.513927236199379,12694009.7175,2.9504496656185597,0.0,50.0,167.66666666666666,0.05589543439954378,0.0,1.0645975396037102,26713282.268333334,2.9504496656185597,4.440892098500626e-16,1.2900000000000003,0.9514831933081098,0.4115914637659584
trust-aware,scale,mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,67,2.9870369056922645,0.8848969766497612,0.38435970708727835,0.9840944481995961,0.024703584744461944,131223734.76,1000.0,0.9709524989544808,1.0,50602,710,0,132,0.40653776058128904,43736567.86333334,2.9870369056922645,0.0,50.714285714285715,168.67333333333335,0.05722378728038039,0.0,0.7058604615075248,91856612.66,2.9870369056922645,0.0,1.305,0.9502084012882814,0.3892830252423589
trust-aware,scale,mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,68,3.0244720059477888,0.8850134766101837,0.3838953542709351,0.9850787510361979,0.02225004644556479,457614464.72,1000.0,0.9734848484848485,1.0,50462,567,0,75,0.4739537401632829,152240203.98666668,3.0244720059477883,0.0,51.54545454545455,168.20666666666668,0.057963593600623635,0.0,0.9024541161277078,320330118.74666667,3.0244720059477883,4.440892098500626e-16,1.32,0.9495554173537256,0.3703215622004521
trust-aware,scale,mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,69,3.062778081137312,0.8852619782090188,0.38322818830609323,1.0,0.021972819852332275,1574183542.1866667,1000.0,1.0,1.0,50236,336,0,20,0.39177048206329346,524705856.4266667,3.062778081137312,0.0,56.0,167.45333333333335,0.038470883457861864,0.0,0.7613507981101671,1101928457.3866668,3.062778081137312,0.0,1.335,0.9493758188613114,0.3633597016579922
trust-aware,scale,mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,70,3.1019794351188676,0.8853839775919914,0.3829141122102737,0.9944347826086956,0.02102000005543232,5491706970.026667,1000.0,0.9890225563909775,1.0,50119,222,0,17,0.7501478552818298,1826985130.9866667,3.101979435118868,0.0,44.4,167.06333333333333,0.07472433362526394,0.0,1.597348403930664,3844194812.16,3.101979435118868,4.440892098500626e-16,1.3499999999999999,0.9492213567183005,0.3559305985343425
trust-aware,scale,mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,71,3.1421016475291226,0.8853724753856659,0.3827449733018875,0.98989898989899,0.019859586531917255,18870359471.786667,1000.0,0.9803921568627452,1.0,49979,80,0,5,0.6521219611167908,6290960046.506667,3.142101647529123,0.0,26.666666666666668,166.59666666666666,0.043576073215506744,0.0,1.429240345954895,13209251324.586666,3.142101647529123,4.440892098500626e-16,1.3650000000000002,0.9491786651172448,0.3547731212095669
trust-aware,scale,mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,72,3.183171667991226,0.88550097823143,0.38247291192412375,1.0,0.020886460319161415,65939929238.18667,1000.0,1.0,1.0,50436,536,0,50,0.5019291374418471,21930833812.48,3.1831716679912256,0.0,59.55555555555556,168.12,0.0564945673872796,0.0,0.9946950938966539,46157949668.69334,3.1831716679912256,4.440892098500626e-16,1.38,0.9487307492996035,0.34414695528326295
trust-aware,scale,mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,73,3.225217918574414,0.8850174781680107,0.38330222859978674,0.9961954370941044,0.02165476866066456,226211138423.46667,1000.0,0.9925009678668215,1.0,50610,714,0,156,0.45076748728752136,75425687306.24,3.225217918574415,0.0,47.6,168.7,0.05925439504532453,0.0,0.757481590906779,158347794036.05334,3.225217918574415,8.881784197001252e-16,1.395,0.9473094102459788,0.32859580937009497
trust-aware,scale,mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,74,3.2682704052928386,0.8854549756646156,0.3820853610336781,0.9989528795811518,0.02049225866794586,790293715735.8933,1000.0,0.9979166666666668,1.0,50256,357,0,7,1.0253251910209655,262868901123.41333,3.2682704052928386,0.0,71.4,167.52,0.07292791134972756,0.0,2.435101270675659,553205592391.68,3.2682704052928386,0.0,1.41,0.9472269812796796,0.3198190914725862
trust-aware,scale,mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,75,3.3123608395086923,0.8855714765191078,0.381897139698267,0.9945439557958188,0.020222830840132454,2710977399357.44,1000.0,0.989283083287291,1.0,50370,474,0,88,0.45156228813258087,904057705649.4933,3.3123608395086923,0.0,43.09090909090909,167.9,0.058753993115065614,0.0,0.753660570491444,1897684140032.0,3.3123608395086923,0.0,1.425,0.9464363530389601,0.31000905043543275
trust-aware,scale,mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,76,3.357522770189856,0.8855364796519279,0.38187114015221596,1.0,0.020400424911217255,9469389178579.627,1000.0,1.0,1.0,50378,478,0,86,0.3576377955350009,3150318155857.92,3.3575227701898553,0.0,43.45454545454545,167.92666666666668,0.04005457220587763,0.0,0.6531519456343218,6628572313681.92,3.3575227701898553,4.440892098500626e-16,1.4400000000000002,0.9457301933640634,0.3023090152025581
trust-aware,scale,mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,77,3.4037917280656296,0.8856449770927429,0.3815580578148365,0.9902242436932336,0.020180914426843326,32489168709877.76,1000.0,0.9812769637769637,1.0,50692,799,0,151,0.4117438018321991,10836062568448.0,3.4037917280656296,0.0,53.266666666666666,168.97333333333333,0.0594954663275999,0.0,0.7177617311477661,22742417661405.867,3.4037917280656296,0.0,1.4549999999999998,0.9443790223684393,0.289356414189029
trust-aware,scale,mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,78,3.4512053828263247,0.8856584766507148,0.38149240106344223,0.997524702463188,0.019894776599747793,113460824209271.47,1000.0,0.9950783830987101,1.0,50296,399,0,29,0.5051594546863011,37753933965994.664,3.4512053828263243,0.0,57.0,167.65333333333334,0.04999488806066544,0.0,1.0311806542532784,79422575523921.92,3.4512053828263243,4.440892098500626e-16,1.47,0.9441485286656036,0.28538492881300154
trust-aware,scale,mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,79,3.499803714624289,0.8857144773006439,0.381463760882616,0.9988814317673378,0.018927530695994694,389767795097381.56,1000.0,0.9977777777777778,1.0,50141,242,0,25,0.5426842669645945,129986048836676.27,3.49980371462429,0.0,40.333333333333336,167.13666666666666,0.04944417296232581,0.0,1.0364768505096436,272837450945003.53,3.49980371462429,8.881784197001252e-16,1.485,0.9438961800527963,0.27807079852034117
trust-aware,scale,mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,80,3.549629201256186,0.8856899785995483,0.3814378041028976,0.9981738691416111,0.019463966099115517,1361875677293663.5,1000.0,0.9963909522010995,1.0,50486,588,0,130,0.3389055270415086,453096886662157.6,3.5496292012561854,0.0,45.23076923076923,168.28666666666666,0.040645213157930855,0.0,0.5726310862944677,953312958368535.9,3.5496292012561854,4.440892098500626e-16,1.5,0.9427585352149188,0.27143348396921047
trust-aware,scale,mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,81,3.600727022539671,0.8857969754934311,0.3811302775144577,0.9991496598639455,0.01948815444484353,4673592155271332.0,1000.0,0.9983108108108107,1.0,50358,459,0,39,0.5667048878967762,1558707821794208.5,3.600727022539672,0.0,57.375,167.86,0.04937152654799444,0.0,1.0326989889144897,3271514449276218.0,3.600727022539672,8.881784197001252e-16,1.515,0.9424099186672348,0.2662116746465152
trust-aware,scale,mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,82,3.653145283543021,0.8857964780926705,0.3811802968382835,1.0,0.02011885183552901,1.6323194623277138e+16,1000.0,1.0,1.0,49991,91,0,6,0.6127475301424662,5431046855602121.0,3.6531452835430205,0.0,30.333333333333332,166.63666666666666,0.04491066836045148,0.0,1.3128300905227661,1.1426236087133362e+16,3.6531452835430205,4.440892098500626e-16,1.53,0.9423497896247568,0.2658035593014315
trust-aware,scale,mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,83,3.706935258484402,0.8858764779567718,0.38108352839946746,0.9941084045077421,0.019154058955609798,5.6074087095864744e+16,1000.0,0.9884935897435898,1.0,50380,483,0,67,0.4110638529062271,1.8698885060159516e+16,3.706935258484401,0.0,48.3,167.93333333333334,0.05197082178789677,0.0,0.7607725560665131,3.925186022514972e+16,3.706935258484401,8.881784197001252e-16,1.5450000000000002,0.9418206570466575,0.25849420101972304
trust-aware,scale,mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,84,3.7621516572892535,0.8856979769468307,0.3815574587881565,1.0,0.01915972706462656,1.9570404315452758e+17,1000.0,1.0,1.0,50370,470,0,30,0.4760149376732962,6.512073653074177e+16,3.762151657289252,0.0,67.14285714285714,167.9,0.04880683001643334,0.0,0.7475897752280746,1.3699282791752008e+17,3.762151657289252,1.3322676295501878e-15,1.56,0.9415715648655024,0.24655784489059016
trust-aware,scale,mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,85,3.818852916980401,0.8858469766378403,0.38109846398234365,0.9944490820762624,0.018624522257596254,6.746364424729482e+17,1000.0,0.9891570794796601,1.0,50437,541,0,38,0.5216674767434597,2.248234131120281e+17,3.818852916980402,0.0,67.625,168.12333333333333,0.06213456420638433,0.0,0.738394082756713,4.722455013988272e+17,3.818852916980402,8.881784197001252e-16,1.575,0.9411891854724226,0.24190471088940482
trust-aware,scale,mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,86,3.874737541093223,0.8859784781932831,0.3811114786565304,1.0,0.0183265034109354,2.3519142231727406e+18,1000.0,1.0,1.0,50018,118,0,20,0.49930194616317747,7.824475354605622e+17,3.8747375410932245,0.0,23.6,166.72666666666666,0.0422440878049277,0.0,0.8492382645606995,1.6463399216321152e+18,3.8747375410932245,1.3322676295501878e-15,1.5899999999999999,0.9410009957233566,0.23940142338629453
trust-aware,scale,mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,87,3.916240373005058,0.885690478682518,0.38183190003037454,0.9836421748186455,0.0181725084160765,8.065261295036541e+18,1000.0,0.9691932891299979,1.0,50166,270,0,20,0.7409156362215678,2.68956266620531e+18,3.9162403730050594,0.0,45.0,167.22,0.06146194192966542,0.0,1.0989461143811543,5.645682802392665e+18,3.9162403730050594,1.3322676295501878e-15,1.6050000000000002,0.9407784651945744,0.23654417023473379
trust-aware,scale,mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,88,3.958594794875645,0.8859734779596329,0.38122222661972044,0.9302564102564101,0.018174133077263833,nan,1000.0,0.8939393939393939,1.0,50104,206,0,14,0.5094723761081695,nan,3.958594794875645,0.0,41.2,167.01333333333332,0.04102915017804934,0.0,1.0279187083244323,nan,3.958594794875645,0.0,1.62,0.940656571258119,nan
trust-aware,scale,mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,89,4.00182186932881,0.8860399761795997,0.3812413723766804,0.9916068358782487,0.019314235904150538,nan,1000.0,0.983692578686321,1.0,50356,461,0,53,0.5076290766398112,nan,4.0018218693288095,0.0,51.22222222222222,167.85333333333332,0.05705414472938565,0.0,0.9269085195329454,nan,4.0018218693288095,8.881784197001252e-16,1.635,0.9401729961519433,nan
trust-aware,scale,mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,90,4.045943537463281,0.8860369780659676,0.3811948037147522,0.9917327676320482,0.01780061104467937,nan,1000.0,0.9841634959068374,1.0,50437,543,0,160,0.3633817583322525,nan,4.045943537463281,0.0,38.785714285714285,168.12333333333333,0.04606357827080604,0.0,0.5213531873055867,nan,4.045943537463281,0.0,1.65,0.9386491513311306,nan
trust-aware,scale,mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,91,4.090982666874294,0.8860924783349037,0.38126624763011935,1.0,0.017785759376628057,nan,1000.0,1.0,1.0,50217,317,0,32,0.6968539697783334,nan,4.090982666874295,0.0,45.285714285714285,167.39,0.0632332383544488,0.0,1.2260048389434814,nan,4.090982666874295,8.881784197001252e-16,1.6649999999999998,0.938340643204798,nan
trust-aware,scale,mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,92,4.136963102650078,0.8860954779386521,0.3812648704648018,0.9948966343197111,0.01755834607915445,nan,1000.0,0.9899547546291244,1.0,50559,665,0,70,0.4427937052466653,nan,4.136963102650078,0.0,60.45454545454545,168.53,0.04812845850727764,0.0,0.7836129502816633,nan,4.136963102650078,0.0,1.6800000000000002,0.9377076023871831,nan
trust-aware,scale,mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,93,4.183909721536838,0.8855269777774811,0.38306996211409566,0.9922827596851366,0.017975003373893825,nan,1000.0,0.9852272727272727,1.0,50319,422,0,93,0.3494988977909088,nan,4.183909721536837,0.0,38.36363636363637,167.73,0.03856739469963961,0.0,0.607910232110457,nan,4.183909721536837,8.881784197001252e-16,1.695,0.93698606605631,nan
trust-aware,scale,mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,94,4.231848489478358,0.8857934764027595,0.3823584820330143,0.9993183367416497,0.017265792108244367,nan,1000.0,0.9986449864498645,1.0,50357,458,0,49,0.35074249241087174,nan,4.2318484894783595,0.0,50.888888888888886,167.85666666666665,0.04020255992004444,0.0,0.630762411488427,nan,4.2318484894783595,1.7763568394002505e-15,1.71,0.9365106597862676,nan
trust-aware,scale,mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,95,4.28080652274961,0.8852249759435654,0.3842219512164593,1.0,0.026339515027674763,nan,1000.0,1.0,1.0,50402,502,0,88,0.38595792109316046,nan,4.280806522749609,0.0,45.63636363636363,168.00666666666666,0.04097168259254319,0.0,0.6290457411245867,nan,4.280806522749609,8.881784197001252e-16,1.7249999999999999,0.9357124264764402,nan
trust-aware,scale,mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,96,4.330812152917754,0.886123978793621,0.3818062707781792,1.0,0.017136729987604276,nan,1000.0,1.0,1.0,50264,364,0,34,0.4684317963463919,nan,4.330812152917753,0.0,52.0,167.54666666666665,0.038068915863513984,0.0,0.7739030803952899,nan,4.330812152917753,8.881784197001252e-16,1.7400000000000002,0.9353960875972522,nan
trust-aware,scale,mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,97,4.381894995878737,0.886020977795124,0.38200824409723283,0.9993425378040762,0.017085225106431887,nan,1000.0,0.998696219035202,1.0,50630,731,0,109,0.363982624732531,nan,4.381894995878738,0.0,56.23076923076923,168.76666666666668,0.04065061216542322,0.0,0.6057548431249765,nan,4.381894995878738,8.881784197001252e-16,1.7550000000000001,0.9344535377307305,nan
trust-aware,scale,mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,98,4.434086025233358,0.8861079797148704,0.3819995108246803,1.0,0.01677463762462139,nan,1000.0,1.0,1.0,50077,177,0,18,0.44353796243667604,nan,4.434086025233357,0.0,35.4,166.92333333333335,0.033516281182603844,0.0,0.8057156801223755,nan,4.434086025233357,8.881784197001252e-16,1.77,0.9342997836561633,nan
trust-aware,scale,mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,99,4.4874176502831755,0.886091976761818,0.38213443860411644,1.0,0.01644625631161034,nan,1000.0,1.0,1.0,50356,456,0,32,0.4481665603816509,nan,4.487417650283176,0.0,57.0,167.85333333333332,0.037820051889310057,0.0,0.8557195886969566,nan,4.487417650283176,8.881784197001252e-16,1.785,0.9340147749683633,nan
trust-aware,scale,mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,100,4.5419237989440235,0.8861774781346321,0.38220129027962685,0.9917478354978355,0.016295502078719437,nan,1000.0,0.9840263691683571,1.0,50173,277,0,48,0.43973544239997864,nan,4.541923798944024,0.0,34.625,167.24333333333334,0.04722805932811343,0.0,0.7677953019738197,nan,4.541923798944024,8.881784197001252e-16,1.7999999999999998,0.9335873475124946,nan
trust-aware,scale,mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,101,4.597640005893232,0.8862659767270088,0.3822816805541515,1.0,0.0160752111631963,nan,1000.0,1.0,1.0,50275,375,0,58,0.34747249881426495,nan,4.597640005893233,0.0,41.666666666666664,167.58333333333334,0.0316022535080221,0.0,0.5475925670729743,nan,4.597640005893233,8.881784197001252e-16,1.8150000000000002,0.9330718969414638,nan
trust-aware,scale,mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,102,4.65460350628586,0.8861944782733917,0.38247076630592347,0.9933283914010378,0.01632878491654992,nan,1000.0,0.9872222222222222,1.0,50354,456,0,68,0.2959275245666504,nan,4.654603506285859,0.0,45.6,167.84666666666666,0.030734185098047474,0.0,0.5058001279830933,nan,4.654603506285859,8.881784197001252e-16,1.83,0.9324536804675629,nan
trust-aware,scale,mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,103,4.712853335395463,0.8861404776573181,0.3828649517893791,0.9944278967935745,0.016329661787798006,nan,1000.0,0.9892482517482518,1.0,50599,703,0,86,0.40572957942883175,nan,4.712853335395464,0.0,58.583333333333336,168.66333333333333,0.042630471964774846,0.0,0.593794196844101,nan,4.712853335395464,8.881784197001252e-16,1.845,0.9316162141986903,nan
trust-aware,scale,mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,104,4.772430434556013,0.8862244793772698,0.3827632938325405,0.9956989247311827,0.01600413728091452,nan,1000.0,0.9916310541310541,1.0,50491,593,0,46,0.3804807927873399,nan,4.772430434556013,0.0,65.88888888888889,168.30333333333334,0.03239074382404786,0.0,0.6379180947939554,nan,4.772430434556013,0.0,1.8599999999999999,0.9312146608702124,nan
trust-aware,scale,mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,105,4.833377763803692,0.8861389791965485,0.3831180003285408,1.0,0.01577496202662587,nan,1000.0,1.0,1.0,50079,179,0,10,0.40418362617492676,nan,4.833377763803691,0.0,44.75,166.93,0.02472586634575424,0.0,0.7392148375511169,nan,4.833377763803691,8.881784197001252e-16,1.875,0.9311288464334795,nan
trust-aware,scale,mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,106,4.895740421640309,0.8859479773044586,0.38384933307766916,1.0,0.015487195535873374,nan,1000.0,1.0,1.0,50440,540,0,100,0.31816394875446957,nan,4.89574042164031,0.0,45.0,168.13333333333333,0.02750887108485398,0.0,0.4444135253628095,nan,4.89574042164031,8.881784197001252e-16,1.8900000000000001,0.9302884718112177,nan
trust-aware,scale,mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,107,4.959565772364041,0.8861884772777557,0.3833523166179657,0.9822138028020381,0.01596275446089831,nan,1000.0,0.9678847017556694,1.0,50346,452,0,92,0.32695006782358343,nan,4.959565772364042,0.0,41.09090909090909,167.82,0.038787776534801366,0.0,0.46445949511094525,nan,4.959565772364042,8.881784197001252e-16,1.905,0.9294520588706486,nan
trust-aware,scale,mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,108,5.024903581438015,0.8860609766840934,0.38382097497582435,0.9991341991341992,0.0162809355450528,nan,1000.0,0.9982788296041308,1.0,50431,532,0,17,0.48751719083104816,nan,5.024903581438016,0.0,76.0,168.10333333333332,0.042050004892433046,0.0,0.9868219154221671,nan,5.024903581438016,8.881784197001252e-16,1.92,0.929291587279508,nan
trust-aware,scale,mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,109,5.09180615939299,0.8862434774637222,0.3837208820879459,0.9962790303975844,0.014704919730623564,nan,1000.0,0.9926461977242365,1.0,50568,674,0,164,0.316347270210584,nan,5.0918061593929895,0.0,44.93333333333333,168.56,0.036759827457905715,0.0,0.4077332695325216,nan,5.0918061593929895,8.881784197001252e-16,1.935,0.9278064981271159,nan
trust-aware,scale,mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,110,5.16032851478683,0.8861894777417183,0.38398892909288407,0.9942466997030011,0.014683962584688114,nan,1000.0,0.9889367043213197,1.0,50644,748,0,100,0.3147350320449242,nan,5.160328514786829,0.0,57.53846153846154,168.81333333333333,0.03249927112107203,0.0,0.47939539414185744,nan,5.160328514786829,8.881784197001252e-16,1.95,0.9269434564822413,nan
trust-aware,scale,mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,111,5.207853168736674,0.8861584797501564,0.3843032270669937,0.9538054538054538,0.01460107167561849,nan,1000.0,0.9272141706924315,1.0,50332,437,0,51,0.36256857713063556,nan,5.207853168736674,0.0,48.55555555555556,167.77333333333334,0.04022251024785057,0.0,0.6343023975690206,nan,5.207853168736674,0.0,1.965,0.9264760473581728,nan
trust-aware,scale,mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,112,5.252493593221522,0.8862694784998894,0.38440049573779106,1.0,0.015067360363900661,nan,1000.0,1.0,1.0,50122,222,0,8,0.3924817144870758,nan,5.252493593221523,0.0,55.5,167.07333333333332,0.02999809597721737,0.0,0.7735140025615692,nan,5.252493593221523,8.881784197001252e-16,1.98,0.926394497517707,nan
trust-aware,scale,mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,113,5.297900042856843,0.886242478787899,0.3846451136469841,0.9925161437238733,0.014688171342843108,nan,1000.0,0.9855295741485001,1.0,50152,256,0,68,0.3047821687327491,nan,5.297900042856844,0.0,28.444444444444443,167.17333333333335,0.03504050327028984,0.0,0.4856957296530406,nan,5.297900042856844,8.881784197001252e-16,1.995,0.9258150650074559,nan
trust-aware,scale,mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,114,5.344087390883105,0.8862169781327247,0.3849592038989067,0.9959068067610782,0.014658159407025034,nan,1000.0,0.9920979020979022,1.0,50578,680,0,86,0.3416777090592818,nan,5.3440873908831055,0.0,61.81818181818182,168.59333333333333,0.0342605655263384,0.0,0.5409908484328877,nan,5.3440873908831055,8.881784197001252e-16,2.01,0.9250883494398251,nan
trust-aware,scale,mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,115,5.391070942635641,0.8862034779787064,0.3851742446422577,0.9993865030674847,0.015146473050117492,nan,1000.0,0.998780487804878,1.0,50467,568,0,63,0.3167288064956665,nan,5.3910709426356425,0.0,56.8,168.22333333333333,0.02875764443239729,0.0,0.4991146266460419,nan,5.3910709426356425,1.7763568394002505e-15,2.025,0.9245450572595162,nan
trust-aware,scale,mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,116,5.4388664510187725,0.8862924760580063,0.385260361880064,0.9900874214131256,0.01392057015059086,nan,1000.0,0.9807151963108811,1.0,50447,555,0,128,0.28190797911240506,nan,5.438866451018773,0.0,42.69230769230769,168.15666666666667,0.033286251373473255,0.0,0.39925918212303746,nan,5.438866451018773,8.881784197001252e-16,2.04,0.9234959077419517,nan
trust-aware,scale,mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,117,5.48749013258289,0.8862109780311584,0.38576907947659494,0.9913154610184046,0.013645946447338377,nan,1000.0,0.9829503643053474,1.0,50319,424,0,19,0.5391842552593776,nan,5.487490132582891,0.0,60.57142857142857,167.73,0.04165110466293028,0.0,0.9854099324771336,nan,5.487490132582891,8.881784197001252e-16,2.055,0.9232783731650733,nan
