algorithm,attack_type,dataset,seed,n_nodes,n_attackers,noise_mult,clip_bound,sampling_rate,split_mode,dirichlet_alpha,start_round,round,epsilon,accuracy,test_loss,f1_score,mean_update_norm_honest,mean_update_norm_attacker,best_alpha,precision,recall,total_tp_all,total_fp_all,total_fn_all,total_tn_all,S_agg_norm_honest,S_agg_norm_attacker,eps_n_honest,eps_n_attacker,V_agg_norm_honest,V_agg_norm_attacker,n_rejected_honest,n_rejected_attacker,D_threshold_honest,D_threshold_attacker,eps_avg,eps_std,rho_t,trust_toward_honest,trust_toward_attacker
trust-aware,scale,mnist,42,500,100,1.1,2.0,0.05,iid,1.0,50,110,5.16032851478683,0.8072014796733856,0.6386225038766861,0.9987012987012986,0.009174685604099569,10407707588689.92,1000.0,0.7124542124542125,1.0,10442,549,0,383,0.2722090570063427,7285395161743.36,5.160328514786829,0.0,0.19077585843102685,4377728864747.52,18.93103448275862,104.42,0.02140419075840876,0.0,5.160328514786829,8.881784197001252e-16,1.95,0.9204553723676064,0.11110803145791671
trust-aware,scale,mnist,42,500,100,1.1,2.0,0.05,iid,1.0,50,111,5.207853168736674,0.8073519787192345,0.6374121707677841,0.9993548387096775,0.009183586854487658,18666554459422.72,1000.0,0.7682445759368837,1.0,10402,507,0,153,0.3381022572517395,13066587735326.72,5.207853168736674,0.0,0.2002655327320099,7852629312143.36,25.35,104.02,0.021349506909827325,0.0,5.207853168736674,0.0,1.965,0.9198926333339462,0.10417347092496175
trust-aware,scale,mnist,42,500,100,1.1,2.0,0.05,iid,1.0,50,112,5.252493593221522,0.8075437296926975,0.6361071391403675,0.999244142101285,0.009148878777133567,33505279134924.8,1000.0,0.8169533169533169,1.0,10345,448,0,77,0.34245400982243673,23453694678794.24,5.252493593221523,0.0,0.18690622597932816,14091883752980.48,32.0,103.45,0.017398609049355775,0.0,5.252493593221523,8.881784197001252e-16,1.98,0.9196540306614609,0.10210134606585926
trust-aware,scale,mnist,42,500,100,1.1,2.0,0.05,iid,1.0,50,113,5.297900042856843,0.8076959791779518,0.6348745673894882,0.9971583128603586,0.009030689559876919,60123977361653.76,1000.0,0.7734312743641102,1.0,10535,642,0,233,0.2554199129343033,42086783267635.2,5.297900042856844,0.0,0.1648872709274292,25287834520780.8,25.68,105.35,0.018410906030048305,0.0,5.297900042856844,8.881784197001252e-16,1.995,0.9188120742543603,0.09784221717277554
trust-aware,scale,mnist,42,500,100,1.1,2.0,0.05,iid,1.0,50,114,5.344087390883105,0.8078419794142246,0.6336814661324024,0.9968253968253968,0.009054862894117832,107889116116418.56,1000.0,0.9939393939393939,1.0,10799,900,0,157,0.3239229364054544,75522379281858.56,5.3440873908831055,0.0,0.20637073403313047,45378102975528.96,42.857142857142854,107.99,0.020033004632077772,0.0,5.3440873908831055,8.881784197001252e-16,2.01,0.9182746985219938,0.09309548476065047
trust-aware,scale,mnist,42,500,100,1.1,2.0,0.05,iid,1.0,50,115,5.391070942635641,0.8079597306251526,0.6325349941849708,0.9990966576332431,0.008954783761873841,193696680703426.56,1000.0,0.8167155425219942,1.0,10507,611,0,148,0.3081358641386032,135587674078576.64,5.3910709426356425,0.0,0.1824326768517494,81455120897802.23,30.55,105.07,0.018895505594553923,0.0,5.3910709426356425,1.7763568394002505e-15,2.025,0.9177339796937249,0.08591280721360249
trust-aware,scale,mnist,42,500,100,1.1,2.0,0.05,iid,1.0,50,116,5.4388664510187725,0.8080867286026477,0.6314164324104786,0.9970368312614302,0.008619401550207,347634723067002.9,1000.0,0.6834935897435898,1.0,10393,502,0,301,0.23582807527138636,243344298748149.75,5.438866451018773,0.0,0.16694714702092683,146198585933824.0,19.307692307692307,103.93,0.017306701920142806,0.0,5.438866451018773,8.881784197001252e-16,2.04,0.9167109276095716,0.08290597202802769
trust-aware,scale,mnist,42,500,100,1.1,2.0,0.05,iid,1.0,50,117,5.48749013258289,0.8082627294957638,0.6303369967639446,0.9993243243243244,0.008723922073841095,624329592311644.1,1000.0,0.6657706093189965,1.0,10363,469,0,104,0.37064239733359394,437030701519339.5,5.487490132582891,0.0,0.22853755950927734,262509668377559.03,27.58823529411765,103.63,0.01921467181211305,0.0,5.487490132582891,8.881784197001252e-16,2.055,0.9162933450492166,0.08066333853158039
trust-aware,scale,mnist,42,500,100,1.1,2.0,0.05,iid,1.0,50,118,5.536958684228259,0.8083334796130657,0.6293521657586097,0.9942907801418439,0.008698648387758896,1121479220569047.0,1000.0,0.706476956979975,1.0,10492,602,0,368,0.21415715587550196,785035432076247.0,5.536958684228259,0.0,0.1619699651311184,471482532416716.8,20.75862068965517,104.92,0.017543765283043355,0.0,5.536958684228259,0.0,2.07,0.9150622662675326,0.07797807877898243
trust-aware,scale,mnist,42,500,100,1.1,2.0,0.05,iid,1.0,50,119,5.5872893005602045,0.8084524790942669,0.6283204655349255,0.9938395107259205,0.008268267424269156,2013449125688770.5,1000.0,0.7903096903096903,1.0,10151,257,0,234,0.26523366841402923,1409414355820216.2,5.587289300560204,0.0,0.1830429035154256,846588332589711.4,11.681818181818182,101.51,0.01977254230767272,0.0,5.587289300560204,8.881784197001252e-16,2.085,0.9141848304536146,0.07679362134231767
trust-aware,scale,mnist,42,500,100,1.1,2.0,0.05,iid,1.0,50,120,5.638499691921221,0.8085819788277149,0.6272971975803375,0.9990196078431373,0.008393332362174988,3614672632173035.5,1000.0,0.8554817275747508,1.0,10708,811,0,253,0.24628410259118447,2530270784069304.5,5.63849969192122,0.0,0.17270534456922457,1519939278245724.2,31.192307692307693,107.08,0.017471176743343617,0.0,5.63849969192122,8.881784197001252e-16,2.1,0.9132902886219469,0.07421339663981381
trust-aware,scale,mnist,42,500,100,1.1,2.0,0.05,iid,1.0,50,121,5.690608103126535,0.8087159809470177,0.6263949456810951,0.9983471074380166,0.008344716799911112,6499933268958249.0,1000.0,0.8434065934065935,1.0,10564,667,0,219,0.2530895130087932,4549953147811922.0,5.690608103126535,0.0,0.15866546984761953,2731724821002977.5,27.791666666666668,105.64,0.016188676448374562,0.0,5.690608103126535,0.0,2.115,0.9125773596848684,0.07269670096716171
trust-aware,scale,mnist,42,500,100,1.1,2.0,0.05,iid,1.0,50,122,5.743633332930533,0.8088009789586067,0.6254820890724659,1.0,0.008369991996962773,1.1656115202063074e+16,1000.0,0.8571428571428571,1.0,10538,641,0,125,0.31503451576358393,8159280444546744.0,5.743633332930534,0.0,0.18413325908936953,4902343528111145.0,33.73684210526316,105.38,0.01816818101968739,0.0,5.743633332930534,8.881784197001252e-16,2.13,0.9121355488731001,0.0699354787780615
trust-aware,scale,mnist,42,500,100,1.1,2.0,0.05,iid,1.0,50,123,5.797594754252546,0.8088854786753654,0.6246252308785916,1.0,0.008173942527112862,2.093691309968589e+16,1000.0,0.7142857142857143,1.0,10120,222,0,64,0.30160896976788837,1.4655838866448056e+16,5.797594754252544,0.0,0.17596465970079103,8803077915441889.0,18.5,101.2,0.015254000088222502,0.0,5.797594754252544,1.7763568394002505e-15,2.145,0.9119152794257857,0.06869401146871833
trust-aware,scale,mnist,42,500,100,1.1,2.0,0.05,iid,1.0,50,124,5.852512335191406,0.808955480158329,0.6237945550680161,0.9971957156767284,0.008121738763293251,3.761661264569303e+16,1000.0,0.9040633608815427,1.0,10372,476,0,102,0.2868431117385626,2.6331628116471972e+16,5.852512335191407,0.0,0.18141129985451698,1.5813176092430172e+16,29.75,103.72,0.017514745870133627,0.0,5.852512335191407,8.881784197001252e-16,2.16,0.9115093376558134,0.06580018483866683
trust-aware,scale,mnist,42,500,100,1.1,2.0,0.05,iid,1.0,50,125,5.908406660859312,0.8090047286450863,0.6229787500202656,0.9976689976689976,0.007819125672713631,6.755547256113332e+16,1000.0,0.995475113122172,1.0,10569,670,0,161,0.26025710148470743,4.7288829303513416e+16,5.9084066608593115,0.0,0.17030189115376698,2.8401183544993384e+16,31.904761904761905,105.69,0.016241667680606257,0.0,5.9084066608593115,8.881784197001252e-16,2.175,0.9109272382675184,0.0643398894854338
trust-aware,scale,mnist,42,500,100,1.1,2.0,0.05,iid,1.0,50,126,5.9652989560665395,0.8091367292404175,0.6221351951360703,0.9987341772151899,0.007825976918236567,1.2121815112407318e+17,1000.0,0.9068181818181817,1.0,10335,437,0,58,0.3595994527523334,8.485270370755019e+16,5.965298956066539,0.0,0.1816616769020374,5.09777459486602e+16,33.61538461538461,103.35,0.01626197866049168,0.0,5.965298956066539,8.881784197001252e-16,2.19,0.9107176152353239,0.062301633882883053
trust-aware,scale,mnist,42,500,100,1.1,2.0,0.05,iid,1.0,50,127,6.023211108889667,0.8092467302083969,0.6212957434356212,0.9984206967257815,0.007942002732306719,2.1794430557404266e+17,1000.0,0.6343646687974343,1.0,10300,407,0,139,0.30602262003554237,1.5256101002240064e+17,6.023211108889668,0.0,0.19509055548244053,9.160354682718126e+16,22.61111111111111,103.0,0.018936675321445266,0.0,6.023211108889668,8.881784197001252e-16,2.205,0.9102012109094759,0.06013533186392286
trust-aware,scale,mnist,42,500,100,1.1,2.0,0.05,iid,1.0,50,128,6.0821656951570935,0.8093419805169105,0.6204776984453201,1.0,0.00785525751610597,3.9180005916924704e+17,1000.0,0.9090909090909091,1.0,10321,422,0,89,0.3163459171851476,2.74260032347502e+17,6.0821656951570935,0.0,0.1963034768899282,1.6465313310300963e+17,28.133333333333333,103.21,0.017076809040135428,0.0,6.0821656951570935,0.0,2.22,0.9098523166856769,0.0580956731981612
trust-aware,scale,mnist,42,500,100,1.1,2.0,0.05,iid,1.0,50,129,6.142186003886753,0.8094322291016579,0.6197098124027253,0.9988304093567251,0.007853685113202249,7.028752138111444e+17,1000.0,0.7876588021778584,1.0,10729,834,0,313,0.21215487644076347,4.920126271063379e+17,6.142186003886752,0.0,0.14661411275821074,2.9557238937717574e+17,29.785714285714285,107.29,0.016441968453360527,0.0,6.142186003886752,8.881784197001252e-16,2.235,0.9086709979103883,0.055540928000647805
trust-aware,scale,mnist,42,500,100,1.1,2.0,0.05,iid,1.0,50,130,6.203296063712107,0.8095272275805473,0.6189489477872848,0.9994413407821229,0.007546239969087765,1.263167360552508e+18,1000.0,0.8324074074074074,1.0,10469,572,0,91,0.2758655669167638,8.842171271752974e+17,6.2032960637121075,0.0,0.1632668450474739,5.3098629894607206e+17,35.75,104.69,0.014759231358738353,0.0,6.2032960637121075,8.881784197001252e-16,2.25,0.908351276422444,0.05375128088749694
trust-aware,scale,mnist,42,500,100,1.1,2.0,0.05,iid,1.0,50,131,6.26552067033368,0.8096194784343242,0.61826362028718,0.9746031746031747,0.007558315905043855,2.2710784255103862e+18,1000.0,0.95679012345679,1.0,10267,369,0,104,0.24910219479352236,1.58975485980386e+18,6.2655206703336805,0.0,0.15368986688554287,9.544128095541893e+17,23.0625,102.67,0.014260318383149298,0.0,6.2655206703336805,8.881784197001252e-16,2.265,0.907994108233165,0.05141100556658722
trust-aware,scale,mnist,42,500,100,1.1,2.0,0.05,iid,1.0,50,132,6.328885415034608,0.8097264795005321,0.6175616650283337,1.0,0.007498740202522483,nan,1000.0,0.85,1.0,10768,872,0,346,0.17460418672397218,nan,6.328885415034606,0.0,0.14279496669769287,nan,30.06896551724138,107.68,0.013692554533263556,0.0,6.328885415034606,1.7763568394002505e-15,2.2800000000000002,0.9067809487394698,nan
trust-aware,scale,mnist,42,500,100,1.1,2.0,0.05,iid,1.0,50,133,6.393416714299886,0.8098252296447754,0.6168400558829308,0.9993865030674847,0.007594804681668227,nan,1000.0,0.7134146341463415,1.0,10349,454,0,193,0.21174996955828232,nan,6.393416714299888,0.0,0.14285304532809692,nan,20.636363636363637,103.49,0.014259044775364842,0.0,6.393416714299888,1.7763568394002505e-15,2.295,0.9061440132306288,nan
trust-aware,scale,mnist,42,500,100,1.1,2.0,0.05,iid,1.0,50,134,6.459141840580268,0.8098977300524711,0.6161753082275391,0.9957264436661422,0.007397000138696872,nan,1000.0,0.9014973262032087,1.0,10441,545,0,128,0.2570491793908571,nan,6.459141840580269,0.0,0.16674731750237315,nan,28.68421052631579,104.41,0.015587490312978762,0.0,6.459141840580269,8.881784197001252e-16,2.31,0.9056735321916622,nan
trust-aware,scale,mnist,42,500,100,1.1,2.0,0.05,iid,1.0,50,135,6.526088954243005,0.8099537312984466,0.6155161064863205,0.9960055217787177,0.007386655570007861,nan,1000.0,0.6868916797488226,1.0,10499,606,0,145,0.228930301964283,nan,6.526088954243007,0.0,0.13941544145345688,nan,30.3,104.99,0.013097182510227689,0.0,6.526088954243007,1.7763568394002505e-15,2.3249999999999997,0.905198042820682,nan
trust-aware,scale,mnist,42,500,100,1.1,2.0,0.05,iid,1.0,50,136,6.594287136752883,0.8100527292490005,0.6148621736466885,0.9982259146275503,0.007150003423347422,nan,1000.0,0.8206438603810318,1.0,10586,691,0,257,0.209732913452646,nan,6.594287136752883,0.0,0.141702673357466,nan,30.043478260869566,105.86,0.013964881762731309,0.0,6.594287136752883,0.0,2.3400000000000003,0.9042885841679341,nan
trust-aware,scale,mnist,42,500,100,1.1,2.0,0.05,iid,1.0,50,137,6.663766425128326,0.8100877296924591,0.6142838647961617,0.9979814193297338,0.007282593996142564,nan,1000.0,0.7968091168091168,1.0,10697,805,0,186,0.205515091833861,nan,6.663766425128329,0.0,0.14061797539825024,nan,35.0,106.97,0.013013574041192619,0.0,6.663766425128329,2.6645352591003757e-15,2.355,0.9037429816464009,nan
trust-aware,scale,mnist,42,500,100,1.1,2.0,0.05,iid,1.0,50,138,6.734557847718581,0.8101752290129661,0.6136843127012253,0.9861831715979742,0.007239733426831663,nan,1000.0,0.7302605461577658,1.0,10397,509,0,142,0.22460001707077026,nan,6.734557847718581,0.0,0.14585230462253093,nan,25.45,103.97,0.014010280694931607,0.0,6.734557847718581,0.0,2.37,0.9032649987822331,nan
trust-aware,scale,mnist,42,500,100,1.1,2.0,0.05,iid,1.0,50,139,6.80669346134933,0.8101927298307419,0.6131248331069946,0.9945079031365469,0.006982200779020786,nan,1000.0,0.8850693155410738,1.0,10696,807,0,283,0.19296862792085717,nan,6.8066934613493295,0.0,0.13920811591324983,nan,29.88888888888889,106.96,0.014287328526025102,0.0,6.8066934613493295,8.881784197001252e-16,2.385,0.9022820514914184,nan
trust-aware,scale,mnist,42,500,100,1.1,2.0,0.05,iid,1.0,50,140,6.880206389885328,0.8102839794754982,0.6125653052330017,0.9993650793650795,0.007121366681531072,nan,1000.0,0.9987373737373737,1.0,10475,576,0,123,0.24806280020210478,nan,6.88020638988533,0.0,0.14520978844828075,nan,32.0,104.75,0.013309584466092752,0.0,6.88020638988533,1.7763568394002505e-15,2.4,0.9018279710721497,nan
trust-aware,scale,mnist,42,500,100,1.1,2.0,0.05,iid,1.0,50,141,6.95513086425999,0.8103677296638488,0.6119733510911465,1.0,0.0069462747778743505,nan,1000.0,0.8461538461538461,1.0,10275,377,0,210,0.18273507397283206,nan,6.955130864259989,0.0,0.13095851411873644,nan,17.136363636363637,102.75,0.012582329259457148,0.0,6.955130864259989,8.881784197001252e-16,2.415,0.9010903248385903,nan
trust-aware,scale,mnist,42,500,100,1.1,2.0,0.05,iid,1.0,50,142,7.031502264023105,0.8104324805736541,0.6114703957736493,0.989834170936533,0.006764815835696127,nan,1000.0,0.9808078434723171,1.0,10320,423,0,127,0.18803396075963974,nan,7.031502264023104,0.0,0.11908888444304466,nan,23.5,103.2,0.01168011114513217,0.0,7.031502264023104,8.881784197001252e-16,2.43,0.9006627937033965,nan
trust-aware,scale,mnist,42,500,100,1.1,2.0,0.05,iid,1.0,50,143,7.109357160459109,0.810490230768919,0.6109535963833332,0.993006993006993,0.007325529327823056,nan,1000.0,0.987012987012987,1.0,10461,562,0,123,0.22546452366643482,nan,7.10935716045911,0.0,0.15326723953088126,nan,31.22222222222222,104.61,0.013504768926762544,0.0,7.10935716045911,8.881784197001252e-16,2.445,0.9002004192487586,nan
trust-aware,scale,mnist,42,500,100,1.1,2.0,0.05,iid,1.0,50,144,7.188733361329623,0.8105632300674915,0.6104034645855427,0.997832705843837,0.006811890078501569,nan,1000.0,0.9957093726873013,1.0,10620,723,0,105,0.24034176187382805,nan,7.188733361329623,0.0,0.15653009174598587,nan,40.166666666666664,106.2,0.014214766614370612,0.0,7.188733361329623,0.0,2.4599999999999995,0.8998290452923071,nan
trust-aware,scale,mnist,42,500,100,1.1,2.0,0.05,iid,1.0,50,145,7.269669957295138,0.8106009788811207,0.609917299747467,1.0,0.006693824543617666,nan,1000.0,0.8461538461538461,1.0,10475,578,0,241,0.17299487752219042,nan,7.269669957295137,0.0,0.12039300799369812,nan,24.083333333333332,104.75,0.011894214429894273,0.0,7.269669957295137,8.881784197001252e-16,2.475,0.8990701849818853,nan
trust-aware,scale,mnist,42,500,100,1.1,2.0,0.05,iid,1.0,50,146,7.352207370071938,0.8106682282686234,0.6094239242374897,0.998416520604343,0.006622862113131719,nan,1000.0,0.8971705426356589,1.0,10383,487,0,206,0.18983048336072403,nan,7.352207370071938,0.0,0.133416162295775,nan,22.136363636363637,103.83,0.012999608291214397,0.0,7.352207370071938,0.0,2.49,0.8983402875478574,nan
trust-aware,scale,mnist,42,500,100,1.1,2.0,0.05,iid,1.0,50,147,7.436387402381476,0.8107519802451134,0.6089624913036823,0.9992711370262392,0.006629694808417788,nan,1000.0,0.7357788410419989,1.0,10726,834,0,252,0.16770845766250903,nan,7.436387402381474,0.0,0.12432965951470229,nan,32.07692307692308,107.26,0.011883977770768746,0.0,7.436387402381474,2.6645352591003757e-15,2.5050000000000003,0.897418496316393,nan
trust-aware,scale,mnist,42,500,100,1.1,2.0,0.05,iid,1.0,50,148,7.522253289750495,0.8107919812202453,0.608491657525301,0.9992753623188406,0.006371059185384135,nan,1000.0,0.855911330049261,1.0,10654,757,0,113,0.21259771522722745,nan,7.522253289750495,0.0,0.1395152564111509,nan,39.8421052631579,106.54,0.011694793008323847,0.0,7.522253289750495,0.0,2.52,0.8970641678906506,nan
trust-aware,scale,mnist,42,500,100,1.1,2.0,0.05,iid,1.0,50,149,7.609849754221228,0.8108424788713455,0.6080371168255806,1.0,0.006374899763613939,nan,1000.0,0.9166666666666666,1.0,10482,583,0,151,0.18828932866454123,nan,7.609849754221229,0.0,0.12346620857715607,nan,29.15,104.82,0.011622268860067817,0.0,7.609849754221229,8.881784197001252e-16,2.5349999999999997,0.8965448826613831,nan
