algorithm,attack_type,dataset,seed,n_nodes,n_attackers,noise_mult,clip_bound,sampling_rate,split_mode,dirichlet_alpha,start_round,round,epsilon,accuracy,test_loss,f1_score,mean_update_norm_honest,mean_update_norm_attacker,best_alpha,precision,recall,total_tp_all,total_fp_all,total_fn_all,total_tn_all,V_agg_norm_honest,V_agg_norm_attacker,eps_n_honest,eps_n_attacker,n_rejected_honest,n_rejected_attacker,S_agg_norm_honest,S_agg_norm_attacker,D_threshold_honest,D_threshold_attacker,eps_avg,eps_std,rho_t,trust_toward_honest,trust_toward_attacker
trust-aware,scale,mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,103,4.712853335395463,0.8859094762802124,0.3839543694257736,0.9944278967935745,0.01628495240584016,nan,1000.0,0.9892482517482518,1.0,50599,703,0,86,0.4081701636314392,nan,4.712853335395464,0.0,58.583333333333336,168.66333333333333,0.5932592501242956,nan,0.042525604920884676,0.0,4.712853335395464,8.881784197001252e-16,1.845,0.9316306662404777,nan
trust-aware,scale,mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,104,4.772430434556013,0.885939978659153,0.38407823979854583,0.9956989247311827,0.016333509133093886,nan,1000.0,0.9916310541310541,1.0,50491,593,0,46,0.36922870410813224,nan,4.772430434556013,0.0,65.88888888888889,168.30333333333334,0.6433813042110867,nan,0.03261339492452273,0.0,4.772430434556013,0.0,1.8599999999999999,0.9312294309490018,nan
trust-aware,scale,mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,105,4.833377763803692,0.8859809783101081,0.38403654739260673,1.0,0.015098937088623643,nan,1000.0,1.0,1.0,50079,179,0,10,0.4037984386086464,nan,4.833377763803691,0.0,44.75,166.93,0.7507398575544357,nan,0.024567921773103484,0.0,4.833377763803691,8.881784197001252e-16,1.875,0.9311436230516543,nan
trust-aware,scale,mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,106,4.895740421640309,0.8860089787840844,0.38422083035111426,1.0,0.015484860787789026,nan,1000.0,1.0,1.0,50440,540,0,100,0.3144557910660903,nan,4.89574042164031,0.0,45.0,168.13333333333333,0.44832342366377514,nan,0.027726706334772307,0.0,4.89574042164031,8.881784197001252e-16,1.8900000000000001,0.9303034613568519,nan
trust-aware,scale,mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,107,4.959565772364041,0.8860194778442383,0.38431802406907084,0.9822138028020381,0.015989161435176025,nan,1000.0,0.9678847017556694,1.0,50346,452,0,92,0.32891926711255853,nan,4.959565772364042,0.0,41.09090909090909,167.82,0.46501564708623017,nan,0.03880982482460346,0.0,4.959565772364042,8.881784197001252e-16,1.905,0.929467096819807,nan
trust-aware,scale,mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,108,5.024903581438015,0.8859684774279595,0.3846611046791077,0.9991341991341992,0.016314508925591196,nan,1000.0,0.9982788296041308,1.0,50431,532,0,17,0.49442422815731596,nan,5.024903581438016,0.0,76.0,168.10333333333332,1.0127029163496835,nan,0.04257084660820578,0.0,5.024903581438016,8.881784197001252e-16,1.92,0.9293072663011428,nan
trust-aware,scale,mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,109,5.09180615939299,0.8859239786863327,0.3851338031888008,0.9962790303975844,0.015083563203612963,nan,1000.0,0.9926461977242365,1.0,50568,674,0,164,0.318376279870669,nan,5.0918061593929895,0.0,44.93333333333333,168.56,0.40889028906822206,nan,0.03691541056618649,0.0,5.0918061593929895,8.881784197001252e-16,1.935,0.9278220558383804,nan
trust-aware,scale,mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,110,5.16032851478683,0.885958478152752,0.38511637538671495,0.9942466997030011,0.014977274104379691,nan,1000.0,0.9889367043213197,1.0,50644,748,0,100,0.31834914592596203,nan,5.160328514786829,0.0,57.53846153846154,168.81333333333333,0.4817725167824672,nan,0.032683803921789996,0.0,5.160328514786829,8.881784197001252e-16,1.95,0.9269591004739721,nan
trust-aware,scale,mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,111,5.207853168736674,0.885992479622364,0.3852637624740601,0.9538054538054538,0.014787136680550046,nan,1000.0,0.9272141706924315,1.0,50332,437,0,51,0.36489641666412354,nan,5.207853168736674,0.0,48.55555555555556,167.77333333333334,0.637116962009006,nan,0.04031032379807371,0.0,5.207853168736674,0.0,1.965,0.9264918769480985,nan
trust-aware,scale,mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,112,5.252493593221522,0.8860409781336784,0.3854504632949829,1.0,0.015060477424412966,nan,1000.0,1.0,1.0,50122,222,0,8,0.3934023454785347,nan,5.252493593221523,0.0,55.5,167.07333333333332,0.7735408544540405,nan,0.029995036527557417,0.0,5.252493593221523,8.881784197001252e-16,1.98,0.926410328236702,nan
trust-aware,scale,mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,113,5.297900042856843,0.8860854777693749,0.38563831970095636,0.9925161437238733,0.01483317692246702,nan,1000.0,0.9855295741485001,1.0,50152,256,0,68,0.30605656570858425,nan,5.297900042856844,0.0,28.444444444444443,167.17333333333335,0.48948489957385594,nan,0.03525124913184653,0.0,5.297900042856844,8.881784197001252e-16,1.995,0.9258313456456622,nan
trust-aware,scale,mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,114,5.344087390883105,0.8860419774055481,0.3859638002514839,1.0,0.014424521222033283,nan,1000.0,1.0,1.0,50578,678,0,88,0.3339423618533395,nan,5.3440873908831055,0.0,61.63636363636363,168.59333333333333,0.5227109546011145,nan,0.032817637654727644,0.0,5.3440873908831055,8.881784197001252e-16,2.01,0.9251073950067584,nan
trust-aware,scale,mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,115,5.391070942635641,0.8860409772396087,0.3861408497393131,0.9993865030674847,0.014751542638987303,nan,1000.0,0.998780487804878,1.0,50467,568,0,63,0.317226305603981,nan,5.3910709426356425,0.0,56.8,168.22333333333333,0.4984038084745407,nan,0.028722755688576324,0.0,5.3910709426356425,1.7763568394002505e-15,2.025,0.9245638171011831,nan
trust-aware,scale,mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,116,5.4388664510187725,0.8859984776377678,0.3867026062309742,0.9900874214131256,0.014399929903447628,nan,1000.0,0.9807151963108811,1.0,50447,555,0,128,0.2808542480835548,nan,5.438866451018773,0.0,42.69230769230769,168.15666666666667,0.40277250225727373,nan,0.03346671828123565,0.0,5.438866451018773,8.881784197001252e-16,2.04,0.923515496874767,nan
trust-aware,scale,mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,117,5.48749013258289,0.8861154752969742,0.386647477298975,0.9913154610184046,0.013700078906757491,nan,1000.0,0.9829503643053474,1.0,50319,424,0,19,0.5389041006565094,nan,5.487490132582891,0.0,60.57142857142857,167.73,0.9893190945897784,nan,0.04177180583615032,0.0,5.487490132582891,8.881784197001252e-16,2.055,0.9232979090774469,nan
trust-aware,scale,mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,118,5.536958684228259,0.8860694769024849,0.386908438205719,0.9932187960516815,0.014304243560348238,nan,1000.0,0.9869333061863242,1.0,50646,751,0,123,0.2515303056154932,nan,5.536958684228259,0.0,53.642857142857146,168.82,0.3755405034337725,nan,0.028083049133308675,0.0,5.536958684228259,0.0,2.07,0.922300416308882,nan
trust-aware,scale,mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,119,5.5872893005602045,0.8859804767370224,0.3874988536536694,0.9953927025355597,0.013945002707519702,nan,1000.0,0.991038703253078,1.0,50592,697,0,135,0.2783601922648294,nan,5.587289300560204,0.0,49.785714285714285,168.64,0.43234651003565105,nan,0.03248063688764483,0.0,5.587289300560204,8.881784197001252e-16,2.085,0.9210484018900732,nan
trust-aware,scale,mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,120,5.638499691921221,0.8860399752855301,0.3874127422273159,0.9914529914529915,0.014080461186285202,nan,1000.0,0.9846153846153847,1.0,50547,648,0,121,0.2948216245724605,nan,5.63849969192122,0.0,49.84615384615385,168.49,0.3663984858072721,nan,0.026131636301377072,0.0,5.63849969192122,8.881784197001252e-16,2.1,0.9201164939990414,nan
trust-aware,scale,mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,121,5.690608103126535,0.8860509771108628,0.38776772409677507,0.9925911386164014,0.014567498490214348,nan,1000.0,0.985546468218882,1.0,50391,496,0,61,0.27874690145254133,nan,5.690608103126535,0.0,49.6,167.97,0.4672500789165497,nan,0.026178574930445498,0.0,5.690608103126535,0.0,2.115,0.9196963409609448,nan
trust-aware,scale,mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,122,5.743633332930533,0.8860679760575294,0.38795985877513883,0.9783333333333333,0.013886044546961785,nan,1000.0,0.9633879781420764,1.0,50421,524,0,59,0.34560399651527407,nan,5.743633332930534,0.0,52.4,168.07,0.6403287172317504,nan,0.038367324128145114,0.0,5.743633332930534,8.881784197001252e-16,2.13,0.9191577738770532,nan
trust-aware,scale,mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,123,5.797594754252546,0.8860589772462845,0.3882666054368019,0.9666666666666667,0.01712217352663477,nan,1000.0,0.9444444444444443,1.0,50213,314,0,25,0.3095482314626376,nan,5.797594754252544,0.0,52.333333333333336,167.37666666666667,0.5740024050076803,nan,0.025577215002392396,0.0,5.797594754252544,1.7763568394002505e-15,2.145,0.9189679755091131,nan
trust-aware,scale,mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,124,5.852512335191406,0.8861399778723716,0.3883346100151539,1.0,0.01350285897829703,nan,1000.0,1.0,1.0,50282,382,0,30,0.3220022874219077,nan,5.852512335191407,0.0,54.57142857142857,167.60666666666665,0.5774165732519967,nan,0.02855210874114205,0.0,5.852512335191407,8.881784197001252e-16,2.16,0.9187049607253758,nan
trust-aware,scale,mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,125,5.908406660859312,0.8861059808731079,0.38862210273742676,0.9990291262135923,0.013280097674578429,nan,1000.0,0.998076923076923,1.0,50513,614,0,47,0.34217930436134336,nan,5.9084066608593115,0.0,61.4,168.37666666666667,0.6060709804296494,nan,0.027136457551018324,0.0,5.9084066608593115,8.881784197001252e-16,2.175,0.9182903606628788,nan
trust-aware,scale,mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,126,5.9652989560665395,0.8861034780740737,0.3888946816325188,1.0,0.013059652144355434,nan,1000.0,1.0,1.0,50222,322,0,36,0.30793663433619906,nan,5.965298956066539,0.0,46.0,167.40666666666667,0.5730224422046116,nan,0.0309005684305644,0.0,5.965298956066539,8.881784197001252e-16,2.19,0.917968040799384,nan
trust-aware,scale,mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,127,6.023211108889667,0.8860634759068489,0.38917181476950646,0.9927764326069412,0.012905324809253216,nan,1000.0,0.9860922110726136,1.0,50497,602,0,69,0.33622748201543634,nan,6.023211108889668,0.0,54.72727272727273,168.32333333333332,0.4979800554839047,nan,0.0316083386698572,0.0,6.023211108889668,8.881784197001252e-16,2.205,0.9173302397462522,nan
trust-aware,scale,mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,128,6.0821656951570935,0.8860889780521393,0.3894663743674755,0.9986696621294217,0.01279470045119524,nan,1000.0,0.99735698139454,1.0,50345,447,0,68,0.30323575288057325,nan,6.0821656951570935,0.0,44.7,167.81666666666666,0.4567277133464813,nan,0.026650978506351758,0.0,6.0821656951570935,0.0,2.22,0.9166786981442904,nan
trust-aware,scale,mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,129,6.142186003886753,0.8860484775900841,0.3897774575650692,0.9993979530403372,0.012262058190324089,nan,1000.0,0.9988038277511961,1.0,50439,540,0,81,0.2473533438010649,nan,6.142186003886752,0.0,49.09090909090909,168.13,0.37098473581400787,nan,0.02248608894484393,0.0,6.142186003886752,8.881784197001252e-16,2.235,0.9159212038501013,nan
trust-aware,scale,mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,130,6.203296063712107,0.8860749775171279,0.3901105162501335,1.0,0.014909909210271306,nan,1000.0,1.0,1.0,50323,423,0,54,0.23860856228404576,nan,6.2032960637121075,0.0,47.0,167.74333333333334,0.40444989336861503,nan,0.02363453044365492,0.0,6.2032960637121075,8.881784197001252e-16,2.25,0.9154918295265263,nan
trust-aware,scale,mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,131,6.26552067033368,0.8860724785923958,0.3903353288769722,0.9982300884955752,0.013481047190725803,nan,1000.0,0.9964912280701753,1.0,50106,207,0,17,0.2997047871351242,nan,6.2655206703336805,0.0,41.4,167.02,0.5033244729042053,nan,0.026872741173751786,0.0,6.2655206703336805,8.881784197001252e-16,2.265,0.9153339432708351,nan
trust-aware,scale,mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,132,6.328885415034608,0.8861524772644043,0.39046413779258726,0.9835417324482243,0.012207072228193283,nan,1000.0,0.9681830594024241,1.0,50461,571,0,148,0.2345294462782996,nan,6.328885415034606,0.0,40.785714285714285,168.20333333333335,0.283982016146183,nan,0.023811850515792425,0.0,6.328885415034606,1.7763568394002505e-15,2.2800000000000002,0.9140485893262279,nan
trust-aware,scale,mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,133,6.393416714299886,0.8860834801197052,0.39076297014951705,0.9984591679506933,0.013225456022403458,nan,1000.0,0.996969696969697,1.0,50411,512,0,83,0.22475837577473035,nan,6.393416714299888,0.0,46.54545454545455,168.03666666666666,0.36995095827362756,nan,0.022878566490203214,0.0,6.393416714299888,1.7763568394002505e-15,2.295,0.9134386486366498,nan
trust-aware,scale,mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,134,6.459141840580268,0.8860934773087501,0.39107697665691377,1.0,0.012195785012510087,nan,1000.0,1.0,1.0,50376,476,0,52,0.2431995239522722,nan,6.459141840580269,0.0,52.888888888888886,167.92,0.42050787806510925,nan,0.02602340968263978,0.0,6.459141840580269,8.881784197001252e-16,2.31,0.9130212480167119,nan
trust-aware,scale,mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,135,6.526088954243005,0.8860654783248901,0.3913139808177948,0.9946747019917752,0.01207917911762541,nan,1000.0,0.9895847090762344,1.0,50298,401,0,91,0.21107551455497742,nan,6.526088954243007,0.0,36.45454545454545,167.66,0.32680912993170996,nan,0.019447433487214557,0.0,6.526088954243007,1.7763568394002505e-15,2.3249999999999997,0.9123367374326937,nan
trust-aware,scale,mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,136,6.594287136752883,0.8861554756760597,0.3915913812816143,1.0,0.011522020368526379,nan,1000.0,1.0,1.0,50250,350,0,16,0.298734575510025,nan,6.594287136752883,0.0,58.333333333333336,167.5,0.5947960515817007,nan,0.02108696939607954,0.0,6.594287136752883,0.0,2.3400000000000003,0.9121913326669173,nan
trust-aware,scale,mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,137,6.663766425128326,0.8860694786906242,0.39193475812673567,0.9968104983069844,0.0121250307187438,nan,1000.0,0.9936789905412077,1.0,50490,594,0,58,0.26874980330467224,nan,6.663766425128329,0.0,59.4,168.3,0.41930564045906066,nan,0.023120299860201157,0.0,6.663766425128329,2.6645352591003757e-15,2.355,0.9118584354354721,nan
trust-aware,scale,mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,138,6.734557847718581,0.8860899797081947,0.3921066899597645,1.0,0.01202727709379461,nan,1000.0,1.0,1.0,50462,562,0,42,0.2570517112811406,nan,6.734557847718581,0.0,62.44444444444444,168.20666666666668,0.4263015588124593,nan,0.019552683404337794,0.0,6.734557847718581,0.0,2.37,0.9115480948202654,nan
trust-aware,scale,mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,139,6.80669346134933,0.8861094778776168,0.39236529529094694,0.9886009541228412,0.011716869194060564,nan,1000.0,0.9780251477382532,1.0,50499,607,0,86,0.2565230764448643,nan,6.8066934613493295,0.0,50.583333333333336,168.33,0.3796425436933835,nan,0.025122844696117322,0.0,6.8066934613493295,8.881784197001252e-16,2.385,0.9108833997163508,nan
trust-aware,scale,mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,140,6.880206389885328,0.8860499754548072,0.39275805473327635,0.9978813559322034,0.01161555026192218,nan,1000.0,0.9958333333333333,1.0,50498,599,0,31,0.29075922444462776,nan,6.88020638988533,0.0,74.875,168.32666666666665,0.5102637000381947,nan,0.018893381622191775,0.0,6.88020638988533,1.7763568394002505e-15,2.4,0.9106201093320997,nan
trust-aware,scale,mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,141,6.95513086425999,0.8860964775085449,0.3929865762591362,0.9825396825396826,0.01155741528297464,nan,1000.0,0.96875,1.0,50196,298,0,126,0.2118284528454145,nan,6.955130864259989,0.0,24.833333333333332,167.32,0.26698574299613637,nan,0.019735800379678415,0.0,6.955130864259989,8.881784197001252e-16,2.415,0.9094994518873026,nan
trust-aware,scale,mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,142,7.031502264023105,0.8860974758863449,0.39324087619781495,0.989010989010989,0.0115335506520101,nan,1000.0,0.979591836734694,1.0,50157,258,0,37,0.21655040553637914,nan,7.031502264023104,0.0,36.857142857142854,167.19,0.3535788484982082,nan,0.01952749687977089,0.0,7.031502264023104,8.881784197001252e-16,2.43,0.9091580177035217,nan
trust-aware,scale,mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,143,7.109357160459109,0.8861169782280922,0.39352955102920534,1.0,0.011275526508688927,nan,1000.0,1.0,1.0,50399,499,0,70,0.3024637117981911,nan,7.10935716045911,0.0,49.9,167.99666666666667,0.3606395810842514,nan,0.02108183562764786,0.0,7.10935716045911,8.881784197001252e-16,2.445,0.908576757653288,nan
trust-aware,scale,mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,144,7.188733361329623,0.8861154767870904,0.3938072720170021,1.0,0.011653135530650616,nan,1000.0,1.0,1.0,50287,387,0,38,0.28704660066536497,nan,7.188733361329623,0.0,55.285714285714285,167.62333333333333,0.42500656843185425,nan,0.022676327979333333,0.0,7.188733361329623,0.0,2.4599999999999995,0.908282344755958,nan
trust-aware,scale,mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,145,7.269669957295138,0.8861109781265258,0.3941166041791439,0.9970147078580814,0.01077398539266803,nan,1000.0,0.9941031597923093,1.0,50424,527,0,87,0.20307203856381503,nan,7.269669957295137,0.0,47.90909090909091,168.08,0.2907453328371048,nan,0.019325939006621006,0.0,7.269669957295137,8.881784197001252e-16,2.475,0.907603533087097,nan
trust-aware,scale,mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,146,7.352207370071938,0.8861049783229827,0.3944146248698235,0.9978548082769604,0.012218256904320284,nan,1000.0,0.9957442643489155,1.0,50542,645,0,63,0.25865916230461816,nan,7.352207370071938,0.0,58.63636363636363,168.47333333333333,0.3734649555249648,nan,0.021057598302398794,0.0,7.352207370071938,0.0,2.49,0.9070593946801726,nan
trust-aware,scale,mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,147,7.436387402381476,0.8859434768557548,0.3951853848993778,0.9903586027499072,0.01095784989496072,nan,1000.0,0.9826001511715797,1.0,50690,794,0,148,0.2049479325612386,nan,7.436387402381474,0.0,52.93333333333333,168.96666666666667,0.27267726957798005,nan,0.01934796380608814,0.0,7.436387402381474,2.6645352591003757e-15,2.5050000000000003,0.9057600893806758,nan
trust-aware,scale,mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,148,7.522253289750495,0.8860599768161773,0.39505875766277315,0.999476439790576,0.010819790139794349,nan,1000.0,0.9989583333333334,1.0,50634,735,0,49,0.2627488970756531,nan,7.522253289750495,0.0,73.5,168.78,0.4443732976913452,nan,0.02276153608478585,0.0,7.522253289750495,0.0,2.52,0.9054040835183396,nan
trust-aware,scale,mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,149,7.609849754221228,0.8861249756813049,0.39529224798083307,0.9983896940418681,0.01114956879367431,nan,1000.0,0.9968253968253968,1.0,50299,400,0,57,0.20695973104900783,nan,7.609849754221229,0.0,44.44444444444444,167.66333333333333,0.3502106037404802,nan,0.01892042866078609,0.0,7.609849754221229,8.881784197001252e-16,2.5349999999999997,0.9049526771189654,nan
