algorithm,attack_type,dataset,seed,n_nodes,n_attackers,noise_mult,clip_bound,sampling_rate,split_mode,dirichlet_alpha,start_round,round,epsilon,accuracy,test_loss,f1_score,mean_update_norm_honest,mean_update_norm_attacker,best_alpha,precision,recall,total_tp_all,total_fp_all,total_fn_all,total_tn_all,D_threshold_honest,D_threshold_attacker,eps_n_honest,eps_n_attacker,n_rejected_honest,n_rejected_attacker,S_agg_norm_honest,S_agg_norm_attacker,V_agg_norm_honest,V_agg_norm_attacker,eps_avg,eps_std,rho_t,trust_toward_honest,trust_toward_attacker
trust-aware,scale,fashion_mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,54,2.3871221095865076,0.7827136466900507,0.6300025020043055,0.5392889053345327,0.03147243029054474,23.625745906829835,1000.0,0.8782556750298685,0.3737655510021231,30139,632,389,134,0.09500728285109494,0.0,2.3871221095865067,0.0,14.294117647058824,152.64,1.6253110310610603,16.53802187204361,0.8042097757844364,7.885922549962998,2.3871221095865067,8.881784197001252e-16,1.11,0.9613791449915838,0.6416260549568863
trust-aware,scale,fashion_mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,55,2.431001419315337,0.788399980266889,0.5970660384496053,0.9874618358837925,0.030928510885972243,81.3144900226593,1000.0,0.8977777777777778,0.9785318018440381,30308,416,6,82,0.08212692674312891,0.0,2.431001419315337,0.0,31.53846153846154,151.57,1.2696462869644165,56.9201420211792,0.6814391475457412,27.21204909324646,2.431001419315337,0.0,1.125,0.9609004893264288,0.6288051764585904
trust-aware,scale,fashion_mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,56,2.4762372355197746,0.7893199803431828,0.5947087560097376,0.9988385598141696,0.03286623116582632,284.6669759368896,1000.0,0.9976958525345623,1.0,30208,309,0,49,0.08362126199491357,0.0,2.476237235519775,0.0,30.9,151.04,1.5228670597076417,199.266879196167,0.7977043509483337,95.205152053833,2.476237235519775,4.440892098500626e-16,1.1400000000000001,0.9606141108499039,0.6158769490410289
trust-aware,scale,fashion_mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,57,2.5228955996813527,0.7893733125925064,0.594156357049942,0.9980506822612085,0.03160081040114164,1001.7080184936524,1000.0,0.9961685823754789,1.0,30356,457,0,243,0.07068050060334,0.0,2.5228955996813522,0.0,22.85,151.78,0.8353417694568634,701.1955935668946,0.5133093729615211,334.143258934021,2.5228955996813522,4.440892098500626e-16,1.155,0.959189564272542,0.5994502924827787
trust-aware,scale,fashion_mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,58,2.5710493373515257,0.7896886473894119,0.5934706244866054,0.9993678887484198,0.031442404724657536,3508.6075830078125,1000.0,0.8739035087719298,1.0,30685,788,0,303,0.08130302051354188,0.0,2.5710493373515253,0.0,32.833333333333336,153.425,0.9117267082134882,2456.025260925293,0.5434654379884402,1168.8746572875978,2.5710493373515253,4.440892098500626e-16,1.1700000000000002,0.9574653246483734,0.5675953217618969
trust-aware,scale,fashion_mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,59,2.620779036985648,0.7901346453030904,0.592280449271202,1.0,0.03058772049844265,12235.163275146484,1000.0,1.0,1.0,30343,443,0,116,0.07346843053428166,0.0,2.6207790369856485,0.0,29.533333333333335,151.715,1.083524469534556,8564.614161376952,0.673328693707784,4073.977529296875,2.6207790369856485,4.440892098500626e-16,1.185,0.9567859309194892,0.5566901669309489
trust-aware,scale,fashion_mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,60,2.672174193730253,0.7901836452881495,0.5918236001332601,0.9983477048587805,0.03236033162102103,42669.34285644531,1000.0,0.9967213856102745,1.0,30367,469,0,68,0.07727046208014039,0.0,2.672174193730253,0.0,39.083333333333336,151.835,1.3739012877146404,29868.53953125,0.6996555253863335,14199.822908935546,2.672174193730253,0.0,1.2,0.9564110800334537,0.5469125141446809
trust-aware,scale,fashion_mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,61,2.7253345479753266,0.7906199795007706,0.5910010850429535,0.997732426303855,0.03127542824950069,148283.69685546876,1000.0,0.8960000000000001,1.0,30272,375,0,155,0.0743361873330082,0.0,2.725334547975326,0.0,23.4375,151.36,0.9377698376774788,103798.58526367188,0.5788570363074541,49359.838935546875,2.725334547975326,4.440892098500626e-16,1.215,0.955525331326228,0.532332848825021
trust-aware,scale,fashion_mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,62,2.7803716539313506,0.7911506462097168,0.589837898015976,0.9992592592592592,0.031181607278995216,515826.732109375,1000.0,0.8321078431372548,1.0,30492,595,0,125,0.0679006010093347,0.0,2.78037165393135,0.0,37.1875,152.46,0.9887865148484707,361078.704609375,0.5097394920885563,171674.3503515625,2.78037165393135,4.440892098500626e-16,1.2299999999999998,0.954819716762559,0.5115199314176468
trust-aware,scale,fashion_mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,63,2.8374107198726692,0.7907853142420451,0.5914063481489817,0.991447178026556,0.030439252916135286,1788023.303125,1000.0,0.8526556776556776,1.0,30541,646,0,183,0.07373358605379243,0.0,2.837410719872669,0.0,34.0,152.705,0.989174695391404,1251616.29078125,0.6288816552413138,595371.042421875,2.837410719872669,4.440892098500626e-16,1.245,0.9538139821008798,0.4917941895520488
trust-aware,scale,fashion_mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,64,2.8797317800857956,0.7912656478087108,0.5911431600650151,0.993051222910687,0.030739927664399147,6202115.5075,1000.0,0.9865865320497842,1.0,30908,1017,0,145,0.07632183005934082,0.0,2.879731780085795,0.0,56.5,154.54,1.127625094519721,4341480.7590625,0.5964550640847948,2065188.37578125,2.879731780085795,4.440892098500626e-16,1.26,0.9530478302756147,0.4620744791280566
trust-aware,scale,fashion_mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,65,2.9146882802902803,0.7913876458009084,0.5899584583441416,1.0,0.03151653844274973,21542228.8825,1000.0,1.0,1.0,30634,734,0,180,0.05589501568112745,0.0,2.9146882802902807,0.0,38.63157894736842,153.17,0.8320603433408236,15079559.8475,0.43545392469355937,7171640.01625,2.9146882802902807,4.440892098500626e-16,1.275,0.9520885847010755,0.44554799358142616
trust-aware,scale,fashion_mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,66,2.9504496656185593,0.7923126475016276,0.5873911714553833,1.0,0.029901161789894104,74675883.85,1000.0,1.0,1.0,30454,554,0,138,0.058835270543872185,0.0,2.9504496656185597,0.0,34.625,152.27,0.9450019672513008,52273117.59,0.4719572924077511,24867431.9525,2.9504496656185597,4.440892098500626e-16,1.2900000000000003,0.9513500793771669,0.4332379297231526
trust-aware,scale,fashion_mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,67,2.9870369056922645,0.7920996473232905,0.5874942191441854,0.9860053019416393,0.03197242952883243,259348155.16,1000.0,0.9000413564929695,1.0,30454,558,0,218,0.06316038918345106,0.0,2.9870369056922645,0.0,27.9,152.27,0.7993852347135544,181543706.08,0.4436288997530937,86340875.22,2.9870369056922645,0.0,1.305,0.9501363963546023,0.4161824027730204
trust-aware,scale,fashion_mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,68,3.0244720059477888,0.7925029790401459,0.5867740386724472,0.9936738519212747,0.03091861635801338,896463219.76,1000.0,0.8322592194772646,1.0,30698,804,0,214,0.06397126732832956,0.0,3.0244720059477888,0.0,38.285714285714285,153.49,0.8668222767966134,627524242.08,0.48097809013866244,298659007.2,3.0244720059477888,0.0,1.32,0.9489923911137543,0.39228081684463373
trust-aware,scale,fashion_mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,69,3.062778081137312,0.7927603141466777,0.5858802253007889,1.0,0.029176569647259183,3107079591.04,1000.0,1.0,1.0,30217,317,0,28,0.04976470705534824,0.0,3.062778081137313,0.0,35.22222222222222,151.085,1.127424134562413,2174955666.88,0.5495028429561191,1034923413.28,3.062778081137313,8.881784197001252e-16,1.335,0.9488379534729391,0.3842675703745014
trust-aware,scale,fashion_mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,70,3.1019794351188676,0.7930939781665802,0.585335244735082,1.0,0.02786149620078504,10759264701.44,1000.0,0.6,1.0,30047,149,0,36,0.07178521697011295,0.0,3.1019794351188676,0.0,18.625,150.235,1.3538693338632584,7531485185.28,0.7176785320043564,3584426187.84,3.1019794351188676,0.0,1.3499999999999999,0.948646783860836,0.38207320104509784
trust-aware,scale,fashion_mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,71,3.1421016475291226,0.7931829808155696,0.5848385691642761,1.0,0.028447487391531467,37299605811.2,1000.0,1.0,1.0,30181,281,0,58,0.0546877828568582,0.0,3.142101647529123,0.0,28.1,150.905,1.0866099357604981,26109723599.36,0.5735735923051835,12424658109.44,3.142101647529123,4.440892098500626e-16,1.3650000000000002,0.9483524847926622,0.37553362293326337
trust-aware,scale,fashion_mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,72,3.183171667991226,0.7924639801184337,0.5885440852244695,0.9991721854304636,0.03050975874066353,129356723855.36,1000.0,0.8874269005847952,1.0,30441,543,0,106,0.06524072414321741,0.0,3.1831716679912256,0.0,36.2,152.205,1.0497412403424582,90549705000.96,0.6040437817573547,43084051512.32,3.1831716679912256,4.440892098500626e-16,1.38,0.9477910022432098,0.3564270739791246
trust-aware,scale,fashion_mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,73,3.225217918574414,0.7921513144175212,0.5957506626844407,0.9979020979020979,0.03971904302015901,447387679703.04,1000.0,0.8535997732426305,1.0,30518,622,0,202,0.06241794851735873,0.0,3.2252179185744145,0.0,31.1,152.59,0.8680639386177063,313171368304.64,0.5100288644433022,149073421598.72,3.2252179185744145,4.440892098500626e-16,1.395,0.9467083417052337,0.34110101759473843
trust-aware,scale,fashion_mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,74,3.2682704052928386,0.7935353132088979,0.5846070994933447,0.9995501574448943,0.028391194219390552,1554354589368.32,1000.0,0.9991055456171735,1.0,30546,647,0,127,0.06230361634288362,0.0,3.268270405292838,0.0,43.13333333333333,152.73,1.0876336852709452,1088048193208.32,0.5504114786783855,517584054190.08,3.268270405292838,4.440892098500626e-16,1.41,0.9460213597624171,0.3278296720373087
trust-aware,scale,fashion_mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,75,3.3123608395086923,0.7936959813038508,0.5851905103524526,0.9951529951529952,0.028949027614934102,5380515667640.32,1000.0,0.9904857756307032,1.0,30444,547,0,101,0.06060579283431595,0.0,3.3123608395086923,0.0,39.07142857142857,152.22,1.018904720033918,3766360869437.44,0.7132580280303955,1792380686991.36,3.3123608395086923,0.0,1.425,0.9454865438364427,0.31851426235178654
trust-aware,scale,fashion_mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,76,3.357522770189856,0.7936453131834665,0.5871796874205272,1.0,0.03210116340778768,18637587831848.96,1000.0,1.0,1.0,30489,589,0,122,0.05189444419295008,0.0,3.357522770189856,0.0,36.8125,152.445,0.894553117454052,13046311254753.28,0.48366817831993103,6208359967621.12,3.357522770189856,0.0,1.4400000000000002,0.9449091383724237,0.30806080121498786
trust-aware,scale,fashion_mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,77,3.4037917280656296,0.7939433133602143,0.5847780209779739,0.990209676103451,0.029920453753541496,64668108733808.64,1000.0,0.686965811965812,1.0,30241,347,0,180,0.06402722650962786,0.0,3.40379172806563,0.0,20.41176470588235,151.205,0.8332348290611716,45267675334574.08,0.5291356724851272,21536003915776.0,3.40379172806563,4.440892098500626e-16,1.4549999999999998,0.9439618766669794,0.3019928956581645
trust-aware,scale,fashion_mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,78,3.4512053828263247,0.7943699793020884,0.5845259573062261,0.9980747685824795,0.026572837748310783,223328673380433.9,1000.0,0.9961720757434411,1.0,30513,616,0,45,0.05147690736192426,0.0,3.4512053828263243,0.0,56.0,152.565,1.177114405415275,156330067901808.62,0.5595987005667253,74433206482370.56,3.4512053828263243,4.440892098500626e-16,1.47,0.9437631914743125,0.2925990413658254
trust-aware,scale,fashion_mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,79,3.499803714624289,0.7943453139066696,0.5844540733098984,1.0,0.029364103684201837,774906374395002.9,1000.0,1.0,1.0,30375,475,0,148,0.050389976252572063,0.0,3.499803714624289,0.0,29.6875,151.875,0.766359057277441,542434453083914.25,0.4506829958409071,258143495284326.4,3.499803714624289,0.0,1.485,0.9429623017266643,0.2814669988860711
trust-aware,scale,fashion_mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,80,3.549629201256186,0.7944686468442281,0.5843414521217346,0.9987012987012986,0.02776118367910385,2683223929991987.0,1000.0,0.9067599067599068,1.0,30373,475,0,150,0.05186401881198496,0.0,3.549629201256186,0.0,29.6875,151.865,0.803395938128233,1878256715762237.5,0.4273544941097498,894116978648678.4,3.549629201256186,0.0,1.5,0.9421722616318835,0.27399249518348623
trust-aware,scale,fashion_mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,81,3.600727022539671,0.7943783132235209,0.584053726196289,1.0,0.02848588795002018,9315638512608870.0,1000.0,1.0,1.0,30529,629,0,86,0.05938370655648127,0.0,3.6007270225396715,0.0,44.92857142857143,152.645,1.0613432015691484,6520946836688077.0,0.5553105856691088,3102903126374482.0,3.6007270225396715,4.440892098500626e-16,1.515,0.9417079857976516,0.26309032561239626
trust-aware,scale,fashion_mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,82,3.653145283543021,0.7942089796066284,0.5878410331408183,1.0,0.032747024297714235,3.226704502186836e+16,1000.0,1.0,1.0,30012,112,0,12,0.051812850859216976,0.0,3.653145283543021,0.0,22.4,150.06,1.5133722066879272,2.258693111909712e+16,0.7243189215660095,1.0749915439216722e+16,3.653145283543021,0.0,1.53,0.9416374255918187,0.259230622080684
trust-aware,scale,fashion_mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,83,3.706935258484402,0.7948369783163071,0.5833950960636138,0.9977777777777778,0.02766212113201618,1.1185461571465773e+17,1000.0,0.9956521739130434,1.0,30394,495,0,113,0.05321697783589496,0.0,3.7069352584844024,0.0,33.0,151.97,0.8715214252471923,7.829822942937613e+16,0.5112757364908854,3.726076483685318e+16,3.7069352584844024,4.440892098500626e-16,1.5450000000000002,0.9410967862224029,0.25379266926951394
trust-aware,scale,fashion_mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,84,3.7621516572892535,0.7949389791488648,0.5835244486729304,1.0,0.029388257701482092,3.873978361460451e+17,1000.0,1.0,1.0,30661,761,0,86,0.05043725171766925,0.0,3.762151657289253,0.0,54.357142857142854,153.305,0.9261361317975181,2.7117848097290454e+17,0.523966350725719,1.2907219777168082e+17,3.762151657289253,4.440892098500626e-16,1.56,0.9406567164231223,0.24219620116105187
trust-aware,scale,fashion_mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,85,3.818852916980401,0.7952556488911311,0.5831051856279373,0.9967213114754099,0.0274068935153385,1.345282705766356e+18,1000.0,0.8279569892473119,1.0,30150,252,0,96,0.061309028063116895,0.0,3.818852916980401,0.0,21.0,150.75,0.7498803573350111,9.416978715480005e+17,0.6329445168375969,4.48037636940434e+17,3.818852916980401,0.0,1.575,0.9401530928138159,0.2402096883506202
trust-aware,scale,fashion_mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,86,3.874737541093223,0.7953086453676224,0.5827681402365367,1.0,0.027649234980344772,4.658799634005875e+18,1000.0,1.0,1.0,30299,399,0,56,0.04594212360007385,0.0,3.874737541093224,0.0,36.27272727272727,151.495,0.9680988084186207,3.2611596724732954e+18,0.5197852308099921,1.55205243677981e+18,3.874737541093224,8.881784197001252e-16,1.5899999999999999,0.9398955375865061,0.23727770629870917
trust-aware,scale,fashion_mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,87,3.916240373005058,0.7955456457535426,0.5829652047157288,0.9986745666008339,0.02904882417483763,inf,1000.0,0.9066969066969066,1.0,30388,491,0,47,0.06512580323887654,0.0,3.916240373005059,0.0,44.63636363636363,151.94,1.171736852689223,inf,0.7114161442626606,5.383565609101763e+18,3.916240373005059,8.881784197001252e-16,1.6050000000000002,0.9396219862212594,0.22965305163261657
trust-aware,scale,fashion_mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,88,3.958594794875645,0.7957253118356069,0.5823030237356822,0.9955808989907071,0.026745270192623138,nan,1000.0,0.8496390577507598,1.0,30189,293,0,48,0.04667322779618405,0.0,3.9585947948756446,0.0,29.3,150.945,1.002668672800064,nan,0.5270900279283524,nan,3.9585947948756446,4.440892098500626e-16,1.62,0.9393683380536479,nan
trust-aware,scale,fashion_mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,89,4.00182186932881,0.7956213142474492,0.5828376291195552,0.995466602363154,0.02993853433200946,nan,1000.0,0.9911845730027548,1.0,30475,577,0,74,0.06017674698738719,0.0,4.00182186932881,0.0,44.38461538461539,152.375,1.0649163722991943,nan,0.5628128533179944,nan,4.00182186932881,0.0,1.635,0.9389803672127797,nan
trust-aware,scale,fashion_mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,90,4.045943537463281,0.795596314072609,0.5835021418333054,0.9941087210067958,0.02787622655539409,nan,1000.0,0.9885511651469099,1.0,30680,785,0,271,0.05127912557014489,0.0,4.045943537463281,0.0,34.130434782608695,153.4,0.6449670739795851,nan,0.45220943896666815,nan,4.045943537463281,0.0,1.65,0.9375479921015677,nan
trust-aware,scale,fashion_mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,91,4.090982666874294,0.7959149803717931,0.5834604911009471,1.0,0.03132806364446879,nan,1000.0,1.0,1.0,30129,229,0,52,0.06322174263983542,0.0,4.090982666874294,0.0,22.9,150.645,1.2317598700523376,nan,0.7192642092704773,nan,4.090982666874294,0.0,1.6649999999999998,0.9372524433713648,nan
trust-aware,scale,fashion_mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,92,4.136963102650078,0.7958859811226527,0.5827104081710179,0.9940858161446396,0.027280031121335924,nan,1000.0,0.7188142046632613,1.0,30284,390,0,150,0.04983535635000117,0.0,4.136963102650079,0.0,24.375,151.42,0.7530075721442699,nan,0.48559736646711826,nan,4.136963102650079,8.881784197001252e-16,1.6800000000000002,0.9364735243075384,nan
trust-aware,scale,fashion_mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,93,4.183909721536838,0.7958163132270177,0.5845635475715002,0.9983606557377049,0.027411562390625477,nan,1000.0,0.8306451612903226,1.0,30408,511,0,123,0.0478386042616092,0.0,4.183909721536838,0.0,31.9375,152.04,0.7875733897089958,nan,0.4535196255892515,nan,4.183909721536838,0.0,1.695,0.9358879368301978,nan
trust-aware,scale,fashion_mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,94,4.231848489478358,0.7961029801766077,0.5837192863225937,1.0,0.027117925611409275,nan,1000.0,1.0,1.0,30316,416,0,54,0.04685626939229619,0.0,4.231848489478359,0.0,37.81818181818182,151.58,1.0059915076602588,nan,0.48522072759541596,nan,4.231848489478359,8.881784197001252e-16,1.71,0.9355973456540255,nan
trust-aware,scale,fashion_mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,95,4.28080652274961,0.795878980755806,0.5844384511311849,1.0,0.03368045497489603,nan,1000.0,0.9230769230769231,1.0,30556,657,0,191,0.047263117243162296,0.0,4.28080652274961,0.0,34.578947368421055,152.78,0.6704850886997423,nan,0.44559906815227707,nan,4.28080652274961,0.0,1.7249999999999999,0.9345477865431193,nan
trust-aware,scale,fashion_mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,96,4.330812152917754,0.7960943140586217,0.58360773007075,1.0,0.02742530796676874,nan,1000.0,1.0,1.0,30539,639,0,276,0.0421171364751668,0.0,4.330812152917754,0.0,31.95,152.695,0.5667484253644943,nan,0.37027125284075735,nan,4.330812152917754,0.0,1.7400000000000002,0.933057596945093,nan
trust-aware,scale,fashion_mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,97,4.381894995878737,0.7963589777549108,0.5836781934897105,1.0,0.026404713797900412,nan,1000.0,0.9166666666666666,1.0,30567,668,0,153,0.047123876789864565,0.0,4.381894995878738,0.0,37.111111111111114,152.835,0.7500250372621748,nan,0.4202563779221641,nan,4.381894995878738,8.881784197001252e-16,1.7550000000000001,0.9322639876429646,nan
trust-aware,scale,fashion_mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,98,4.434086025233358,0.7964723118146261,0.5835919908682505,1.0,0.02852709940634668,nan,1000.0,1.0,1.0,30139,239,0,30,0.04136667571257244,0.0,4.434086025233358,0.0,29.875,150.695,1.0238879844546318,nan,0.5123120918869972,nan,4.434086025233358,0.0,1.77,0.9321091963197069,nan
trust-aware,scale,fashion_mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,99,4.4874176502831755,0.7964766468604406,0.5846985469261805,1.0,0.030178319818029802,nan,1000.0,1.0,1.0,30280,380,0,70,0.051302729973181214,0.0,4.487417650283176,0.0,31.666666666666668,151.4,0.9615920136372248,nan,0.5068508783976237,nan,4.487417650283176,8.881784197001252e-16,1.785,0.9317191349789506,nan
trust-aware,scale,fashion_mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,100,4.5419237989440235,0.7966979795694351,0.5838905123869578,0.9980769230769231,0.026521467470696995,nan,1000.0,0.9962121212121212,1.0,30253,354,0,111,0.04802966485956439,0.0,4.5419237989440235,0.0,25.285714285714285,151.265,0.7747474312782288,nan,0.47385535495621817,nan,4.5419237989440235,0.0,1.7999999999999998,0.9311449744578404,nan
trust-aware,scale,fashion_mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,101,4.597640005893232,0.7969846457242966,0.5837754408518473,1.0,0.025836260416186772,nan,1000.0,1.0,1.0,30275,375,0,86,0.04514851377554839,0.0,4.597640005893232,0.0,28.846153846153847,151.375,0.7913121810326209,nan,0.4295924099592062,nan,4.597640005893232,0.0,1.8150000000000002,0.9307097000649686,nan
trust-aware,scale,fashion_mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,102,4.65460350628586,0.7969286449750265,0.5842118028799693,0.9977192309217245,0.028187135344042498,nan,1000.0,0.862756843800322,1.0,30753,858,0,115,0.04394697073197533,0.0,4.65460350628586,0.0,50.470588235294116,153.765,0.7462396271088544,nan,0.40651294238427105,nan,4.65460350628586,0.0,1.83,0.9301001104265082,nan
trust-aware,scale,fashion_mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,103,4.712853335395463,0.7968423136075338,0.5850417588154475,0.9988851727982163,0.026630277124543984,nan,1000.0,0.9978021978021978,1.0,30512,613,0,159,0.04773878251027411,0.0,4.712853335395464,0.0,34.05555555555556,152.56,0.6951291428671943,nan,0.4377629558245341,nan,4.712853335395464,8.881784197001252e-16,1.845,0.9292406485575034,nan
trust-aware,scale,fashion_mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,104,4.772430434556013,0.7965309798717499,0.5859951404730479,1.0,0.027072760835289957,nan,1000.0,1.0,1.0,30560,660,0,104,0.041336911662869784,0.0,4.772430434556013,0.0,44.0,152.8,0.7382350524266561,nan,0.4065166672070821,nan,4.772430434556013,0.0,1.8599999999999999,0.9287268004625878,nan
trust-aware,scale,fashion_mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,105,4.833377763803692,0.7969946477810542,0.5847468042373657,1.0,0.027136169373989105,nan,1000.0,1.0,1.0,30067,167,0,26,0.0420685747780941,0.0,4.833377763803692,0.0,23.857142857142858,150.335,1.013074176652091,nan,0.5000706315040588,nan,4.833377763803692,0.0,1.875,0.9285807278268935,nan
trust-aware,scale,fashion_mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,106,4.895740421640309,0.7965109809239705,0.5864791369438171,1.0,0.02648517344560888,nan,1000.0,0.9090909090909091,1.0,30362,463,0,181,0.03814183569161174,0.0,4.895740421640309,0.0,25.72222222222222,151.81,0.580794385737843,nan,0.354506747590171,nan,4.895740421640309,0.0,1.8900000000000001,0.9276367565153549,nan
trust-aware,scale,fashion_mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,107,4.959565772364041,0.7970753155152003,0.5854066868623098,0.9935691157459106,0.02523277187719941,nan,1000.0,0.9115713346482577,1.0,30398,502,0,132,0.04466027999241625,0.0,4.959565772364042,0.0,31.375,151.99,0.6846702061593533,nan,0.4285280518233776,nan,4.959565772364042,8.881784197001252e-16,1.905,0.9269710619892428,nan
trust-aware,scale,fashion_mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,108,5.024903581438015,0.7970489797989527,0.5866582665840785,0.9967914438502674,0.027580918588986,nan,1000.0,0.9936862835959221,1.0,30405,507,0,62,0.048293385115641,0.0,5.024903581438016,0.0,42.25,152.025,0.9656197081009547,nan,0.5043464774886767,nan,5.024903581438016,8.881784197001252e-16,1.92,0.9266383069453862,nan
trust-aware,scale,fashion_mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,109,5.09180615939299,0.7969519803921382,0.5865792121489842,0.9968653365596583,0.02560880730071893,nan,1000.0,0.89916832278245,1.0,30918,1026,0,310,0.046184060244879935,0.0,5.09180615939299,0.0,39.46153846153846,154.59,0.5409950338877164,nan,0.37836904250658476,nan,5.09180615939299,0.0,1.935,0.9250232131098015,nan
trust-aware,scale,fashion_mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,110,5.16032851478683,0.796886979341507,0.5897206048170726,0.9940559440559441,0.02724655802982549,nan,1000.0,0.9888392857142858,1.0,30644,746,0,324,0.04145422854797438,0.0,5.160328514786829,0.0,31.083333333333332,153.22,0.537563377370437,nan,0.34086329365770024,nan,5.160328514786829,8.881784197001252e-16,1.95,0.9233953407538893,nan
trust-aware,scale,fashion_mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,111,5.207853168736674,0.7971246459086736,0.5872527537743251,0.975920216207986,0.027760376488523825,nan,1000.0,0.7848648207138773,1.0,30322,427,0,97,0.04698425520960281,0.0,5.207853168736674,0.0,30.5,151.61,0.7493662408420018,nan,0.41724792974335806,nan,5.207853168736674,0.0,1.965,0.9228868879689942,nan
trust-aware,scale,fashion_mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,112,5.252493593221522,0.797390646537145,0.5872064230839411,0.9990281827016521,0.02444746345281601,nan,1000.0,0.9980694980694981,1.0,30247,348,0,23,0.040225818541337804,0.0,5.252493593221522,0.0,43.5,151.235,1.0584829226136208,nan,0.49333705753088,nan,5.252493593221522,0.0,1.98,0.9228034581060925,nan
trust-aware,scale,fashion_mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,113,5.297900042856843,0.7976276455322902,0.5871023450295131,0.9954521141907694,0.028150541009381413,nan,1000.0,0.9148365865633418,1.0,30261,365,0,136,0.04249330638438262,0.0,5.297900042856843,0.0,22.8125,151.305,0.6191003620624542,nan,0.35254937782883644,nan,5.297900042856843,0.0,1.995,0.9221285927449044,nan
trust-aware,scale,fashion_mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,114,5.344087390883105,0.7970969772338867,0.5879950990279516,0.9989462592202318,0.02627502183119456,nan,1000.0,0.9266409266409267,1.0,30662,764,0,106,0.04067416287655644,0.0,5.344087390883104,0.0,50.93333333333333,153.31,0.7422426700592041,nan,0.4714968462785085,nan,5.344087390883104,8.881784197001252e-16,2.01,0.9215999942060041,nan
trust-aware,scale,fashion_mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,115,5.391070942635641,0.7974259813626607,0.5880011580387752,1.0,0.02706511914730072,nan,1000.0,1.0,1.0,30424,524,0,110,0.038630098471482875,0.0,5.391070942635641,0.0,34.93333333333333,152.12,0.6803745230038961,nan,0.37507347067197166,nan,5.391070942635641,0.0,2.025,0.9210411019343185,nan
