algorithm,attack_type,dataset,seed,n_nodes,n_attackers,noise_mult,clip_bound,sampling_rate,split_mode,dirichlet_alpha,start_round,round,epsilon,accuracy,test_loss,f1_score,mean_update_norm_honest,mean_update_norm_attacker,best_alpha,precision,recall,total_tp_all,total_fp_all,total_fn_all,total_tn_all,krum_score_honest,krum_score_attacker,n_dp_norm_honest,n_dp_norm_attacker,sigma_n_honest,sigma_n_attacker,nsr_honest,nsr_attacker,sigma_dp_honest,sigma_dp_attacker,eps_n_honest,eps_n_attacker,trust_honest,trust_attacker,noise_norm_honest,noise_norm_attacker,eps_avg,eps_std,avg_trust,avg_sigma_dp_precap,avg_n_dp_norm_postcap,avg_nsr
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,107,7.4791427747112476,0.8290599793195724,16.37015703310569,0.8639114183105795,5.603607892990112,17930.24625143051,1000.0,0.5826428794338911,1.0,30300,520,98,114,26.816171765327454,2096.9958810329435,135.51004314422607,0.0,0.6002290721471661,0.0,4701.030478003339,0.0,0.6002290721471661,0.0,5.358347509661334,0.0,0.6339651253074408,0.0,135.51004314422607,0.0,5.358347509661334,1.0405992212031057,0.6339651253074408,0.6002290721471661,7.2272023010253905,250.72162549351143
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,108,7.4791427747112476,0.8293816433350245,13.714335099756717,0.9509013349638646,5.458964069684346,17619.220290784837,1000.0,0.6070016851555302,1.0,30379,387,26,182,35.99017365773519,172.36813953399658,135.63997650146484,0.0,0.6002290721471661,0.0,5262.334424062206,0.0,0.6002290721471661,0.0,5.37513521050083,0.0,0.6070424069960912,0.0,135.63997650146484,0.0,5.37513521050083,1.0488239778283954,0.6070424069960912,0.6002290721471661,5.425599060058594,210.49337696248827
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,109,7.4791427747112476,0.8271676460901897,14.392090868155162,0.8797133932313439,5.226990433839651,17996.999746608733,1000.0,0.5795187801299732,1.0,30885,1147,33,189,18.700544907496525,181.48713839530944,135.38893655630258,0.0,0.600229072147166,0.0,5687.369109767942,0.0,0.600229072147166,0.0,5.4306672018578634,0.0,0.6135135785891459,0.0,135.38893655630258,0.0,5.4306672018578634,1.034621401342372,0.6135135785891459,0.600229072147166,11.733707834879556,492.905322846555
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,110,7.4791427747112476,0.8253426446517309,32.73100345492363,0.8259877911339701,5.329756767799457,18158.294268198013,1000.0,0.48750886914946173,1.0,30605,888,39,182,17.203417142232258,2273.653205208778,135.97983678181967,0.0,0.6024945866728276,0.0,6347.675109598874,0.0,0.6024945866728276,0.0,5.485013351754436,0.0,0.6188390374494096,0.0,135.97983678181967,0.0,5.485013351754436,1.0159134351478536,0.6188390374494096,0.6024945866728276,10.878386942545573,507.8140087679099
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,111,7.4791427747112476,0.8259853128592173,13.64402172356844,0.8151173023774894,5.902924656867981,17938.161685791016,1000.0,0.4819437541705153,1.0,30267,369,55,155,34.221494265965056,638.4287611198425,135.4213420322963,0.0,0.6002290721471661,0.0,6516.462067322909,0.0,0.6002290721471661,0.0,5.51337870960181,0.0,0.6658662323440824,0.0,135.4213420322963,0.0,5.51337870960181,1.009102268372398,0.6658662323440824,0.6002290721471661,6.319662628173828,304.10156314173577
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,112,7.4791427747112476,0.8269676458835602,13.665884826978047,0.9528420508681729,6.0025650560855865,18177.319552373887,1000.0,0.7987907245571466,1.0,30171,244,76,127,55.11217784881592,956.8679426193237,135.1713161468506,0.0,0.6002290721471661,0.0,4326.623912925808,0.0,0.6002290721471661,0.0,5.5243866764454514,0.0,0.7121166363358498,0.0,135.1713161468506,0.0,5.5243866764454514,1.0185122819306058,0.7121166363358498,0.6002290721471661,3.6045684305826824,115.37663767802155
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,113,7.4791427747112476,0.8259779795010884,17.861338411470253,0.7650832488975746,5.49689793586731,17987.163088293077,1000.0,0.5067047008552902,1.0,30147,403,114,98,41.379096031188965,8896.857799663543,135.5589780807495,0.0,0.6002290721471661,0.0,5840.680631533456,0.0,0.6002290721471661,0.0,5.55600423855541,0.0,0.6193559691309929,0.0,135.5589780807495,0.0,5.55600423855541,1.0190149166851943,0.6193559691309929,0.6002290721471661,7.22981216430664,311.50296701511763
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,114,7.4791427747112476,0.8253476458787918,18.396771245002746,0.9342383209183243,5.298919943968455,19077.611489028932,1000.0,0.7625396026957882,1.0,30607,713,55,157,31.473502349853515,269.64756898880006,135.81070353190105,0.0,0.6015237527307637,0.0,6629.872405813465,0.0,0.6015237527307637,0.0,5.584950015597007,0.0,0.6161599551637967,0.0,135.81070353190105,0.0,5.584950015597007,1.0123591549555238,0.6161599551637967,0.6015237527307637,6.790535176595052,331.49362029067316
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,115,7.4791427747112476,0.8253183136383693,19.012607673406603,0.9221576892719479,5.108129040400187,19136.786089763642,1000.0,0.5184385369079517,1.0,30383,464,41,170,33.29337793986003,1434.8614565849305,135.61760355631512,0.0,0.6002290721471663,0.0,5948.118625443644,0.0,0.6002290721471663,0.0,5.612460235124627,0.0,0.6195154587427775,0.0,135.61760355631512,0.0,5.612460235124627,1.013472483280716,0.6195154587427775,0.6002290721471663,6.780880177815755,297.40593127218216
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,116,7.56505577153264,0.8236079800128937,26.049469593365988,0.719155628417424,5.619552341374484,19099.080819692612,1000.0,0.44716980242679905,1.0,30314,644,81,137,29.13686804337935,10782.448787136078,135.25557708740234,0.0,0.6002290721471659,0.0,5977.0066431245905,0.0,0.6002290721471659,0.0,5.649258529016634,0.0,0.6458018950440667,0.0,135.25557708740234,0.0,5.649258529016634,1.0137198193013284,0.6458018950440667,0.6002290721471659,9.918742319742838,438.31382049580316
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,117,7.56505577153264,0.824210645755132,30.823662590483824,0.9039260880434346,5.690522757443515,20065.807356681824,1000.0,0.46853201513178155,1.0,30228,291,58,149,48.25717197765004,2487.3011390686033,135.37337424538353,0.0,0.6002290721471661,0.0,6199.369507930993,0.0,0.6002290721471661,0.0,5.6818051384662365,0.0,0.6722427444024519,0.0,135.37337424538353,0.0,5.6818051384662365,0.9839592517246345,0.6722427444024519,0.6002290721471661,4.963690388997396,227.3102152908031
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,118,7.56505577153264,0.822271310488383,13.731631612976392,0.8288574165013228,5.468355875015259,20467.56494071007,1000.0,0.5056398746357539,1.0,30821,1064,22,199,30.206470794677735,125.68748647689819,135.46704833984376,0.0,0.6002290721471661,0.0,4799.630009156004,0.0,0.6002290721471661,0.0,5.728271256694261,0.0,0.6135856914520263,0.0,135.46704833984376,0.0,5.728271256694261,0.9774299960378334,0.6135856914520263,0.6002290721471661,11.28892069498698,399.96916742966704
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,119,7.56505577153264,0.8213089787960053,17.25403633217017,0.8857812489955886,5.38694326877594,20301.716447811126,1000.0,0.48641302689806964,1.0,30457,672,59,158,33.793080997467044,5497.597336654663,135.43055572509766,0.0,0.6002290721471659,0.0,5965.149130909007,0.0,0.6002290721471659,0.0,5.761724197190294,0.0,0.6366427019238472,0.0,135.43055572509766,0.0,5.761724197190294,0.9713412161241097,0.6366427019238472,0.6002290721471659,9.028703715006511,397.6766087272672
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,120,7.56505577153264,0.8204429789384207,11.28416377911965,0.851002923371438,5.278236934116909,20698.882082509994,1000.0,0.5494396645465432,1.0,30625,808,39,178,25.37532111576625,210.0161250257492,135.43089149111793,0.0,0.6002290721471659,0.0,5944.727140489444,0.0,0.6002290721471659,0.0,5.791060693456769,0.0,0.6199941479024433,0.0,135.43089149111793,0.0,5.791060693456769,0.9838579302083439,0.6199941479024433,0.6002290721471659,9.480162404378255,416.1308998342609
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,121,7.56505577153264,0.8197529784838359,11.882111522853375,0.8664848039640494,5.174513185725493,20988.884470701218,1000.0,0.5077731680822193,1.0,30295,512,86,129,18.908992430743048,1271.5159466838836,135.66007816090303,0.0,0.6017491319896857,0.0,4239.78041372525,0.0,0.6017491319896857,0.0,5.813161853177814,0.0,0.5747742924620124,0.0,135.66007816090303,0.0,5.813161853177814,0.9950191536814287,0.5747742924620124,0.6017491319896857,7.687404429117839,240.25422344443083
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,122,7.56505577153264,0.819692980448405,17.34127793163061,0.8664251742573321,6.747538970066951,20977.754161958695,1000.0,0.5567722020571574,1.0,30263,370,68,141,61.144104884221,2225.2237695121767,135.40400578425482,0.0,0.6002290721471661,0.0,6407.498023188853,0.0,0.6002290721471661,0.0,5.83116933749851,0.0,0.7136454307115995,0.0,135.40400578425482,0.0,5.83116933749851,0.9987334572541182,0.7136454307115995,0.6002290721471661,5.867506917317709,277.6582476715171
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,123,7.56505577153264,0.8213129802544912,11.406833259960015,0.879579414177188,5.0142303539647,20917.59592494011,1000.0,0.4593805520322893,1.0,30044,223,120,85,23.98174222310384,40803.14408643723,135.37514411078558,0.0,0.6002290721471661,0.0,4373.596257745238,0.0,0.6002290721471661,0.0,5.842127655739788,0.0,0.5554397424889935,0.0,135.37514411078558,0.0,5.842127655739788,1.0038167012163095,0.5554397424889935,0.6002290721471661,4.061254323323568,131.20788773235714
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,124,7.56505577153264,0.8216789786020915,15.731266520222029,0.971720112992343,4.396954973538716,25124.06118897438,1000.0,0.5252571481404433,1.0,30147,197,58,148,19.214498202006023,6258.296430873871,135.3251020643446,0.0,0.6002290721471661,0.0,7145.463415578142,0.0,0.6002290721471661,0.0,5.858191828223409,0.0,0.5404990282323625,0.0,135.3251020643446,0.0,5.858191828223409,0.9982711558584971,0.5404990282323625,0.6002290721471661,4.059753061930339,214.36390246734425
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,125,7.56505577153264,0.8208303159475326,14.306409921745459,0.9404793992589574,5.657987888654073,25636.324157876967,1000.0,0.7115120716029859,1.0,30452,581,72,139,39.545833333333334,4302.752686672211,135.44275410970053,0.0,0.6002290721471663,0.0,7353.662548724806,0.0,0.6002290721471663,0.0,5.87917645427278,0.0,0.6629434168338776,0.0,135.44275410970053,0.0,5.87917645427278,1.0021750902995668,0.6629434168338776,0.6002290721471663,6.772137705485026,367.68312743624034
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,126,7.56505577153264,0.8215936438242595,13.439146780073642,0.8936760831094316,5.843817591667175,25849.372073602677,1000.0,0.616674736168622,1.0,30010,226,140,64,46.85031223297119,3916.6285900306702,135.30488395690918,0.0,0.6002290721471661,0.0,7261.43377575069,0.0,0.6002290721471661,0.0,5.889269533298679,0.0,0.6827357858419418,0.0,135.30488395690918,0.0,5.889269533298679,1.004900378151954,0.6827357858419418,0.6002290721471661,3.6081302388509116,193.63823402001842
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,127,7.56505577153264,0.8206029796600341,11.151909304559231,0.8721687666730249,5.711412988603115,26523.284544906615,1000.0,0.49519820535751213,1.0,30278,454,78,136,26.769518852233887,3478.624500980377,135.4249963760376,0.0,0.6002290721471661,0.0,7178.172201684933,0.0,0.6002290721471661,0.0,5.923839428987585,0.0,0.6157579682767391,0.0,135.4249963760376,0.0,5.923839428987585,0.9802536666868945,0.6157579682767391,0.6002290721471661,7.222666473388672,382.83585075652974
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,128,7.56505577153264,0.8210173122088115,10.981619272828102,0.8432986655601381,5.211967408657074,26239.32075466156,1000.0,0.5849942250856953,1.0,30146,369,127,82,30.866361300150555,10969.070820322037,135.43261082967123,0.0,0.6002290721471661,0.0,9952.865735692001,0.0,0.6002290721471661,0.0,5.94353987542566,0.0,0.6934332201878229,0.0,135.43261082967123,0.0,5.94353987542566,0.9771170634775258,0.6934332201878229,0.6002290721471661,5.417304433186849,398.11462942768014
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,129,7.56505577153264,0.8192773123582204,18.778341993490855,0.8704573371534748,5.262504935264587,27008.769400863646,1000.0,0.534609839729204,1.0,30488,624,45,169,32.40119859907362,2721.677313861847,135.40364922417535,0.0,0.600229072147166,0.0,6644.092337725091,0.0,0.600229072147166,0.0,5.966753028696925,0.0,0.6725274407201343,0.0,135.40364922417535,0.0,5.966753028696925,0.9846355812520825,0.6725274407201343,0.600229072147166,8.124218953450521,398.64554026350544
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,130,7.56505577153264,0.8206039790312449,12.222681075731913,0.942245289920517,4.782134988091209,27854.488852348328,1000.0,0.5698129214906096,1.0,30199,336,91,116,28.6949445551092,8086.878399395942,135.35839150168678,0.0,0.6002290721471661,0.0,5925.145816816309,0.0,0.6002290721471661,0.0,5.987565032035315,0.0,0.55803982778029,0.0,135.35839150168678,0.0,5.987565032035315,0.9729976123479674,0.55803982778029,0.6002290721471661,4.963141021728515,217.25534661659805
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,131,7.590845857966885,0.820717645684878,10.517350321412087,0.8533706802731112,5.249297857284546,28144.921057128908,1000.0,0.7121212975129008,1.0,30303,352,52,155,31.135745482011274,11219.106163711547,135.58178433504972,0.0,0.6002290721471661,0.0,7661.073855025702,0.0,0.6002290721471661,0.0,6.001758859003433,0.0,0.6088665452870455,0.0,135.58178433504972,0.0,6.001758859003433,0.97805451668491,0.6088665452870455,0.6002290721471661,4.971332092285156,280.9060413509424
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,132,7.715278680757271,0.8196093122164408,13.377939926683903,0.7587685672099391,5.004155102898093,29313.079133224488,1000.0,0.3048777737972687,1.0,29989,383,150,62,18.698071199304916,32585.476294021606,135.38102273380056,0.0,0.6002290721471661,0.0,6373.343944964003,0.0,0.6002290721471661,0.0,6.033096539669528,0.0,0.5986404489068424,0.0,135.38102273380056,0.0,6.033096539669528,0.9677522343160602,0.5986404489068424,0.6002290721471661,7.671591288248698,361.1561568812935
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,133,7.715278680757271,0.8186883121728897,11.607703743080299,0.9182392655200036,5.425419625113992,32316.630008468626,1000.0,0.5567235641767484,1.0,30503,620,47,166,28.916005415074967,9425.144383430481,135.3892561968635,0.0,0.6002290721471661,0.0,6451.48946837838,0.0,0.6002290721471661,0.0,6.058595585208551,0.0,0.6207403032218709,0.0,135.3892561968635,0.0,6.058595585208551,0.964733744074218,0.6207403032218709,0.6002290721471661,7.672057851155599,365.5844032081082
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,134,7.715278680757271,0.8185689800977707,12.06538385440906,0.9268856046803781,5.2538010040918985,33263.21968631745,1000.0,0.6946474994490442,1.0,30473,590,64,147,17.704701360066732,8498.369925317764,135.3819844563802,0.0,0.6002290721471663,0.0,6386.008741145563,0.0,0.6002290721471663,0.0,6.084752916671695,0.0,0.5895101085305214,0.0,135.3819844563802,0.0,6.084752916671695,0.9476649366888245,0.5895101085305214,0.6002290721471663,6.76909922281901,319.3004370572782
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,135,7.715278680757271,0.8181596471865972,16.860562205016613,0.9010920928319562,4.389040486017863,34337.44420833587,1000.0,0.44522563453513686,1.0,30269,391,56,156,16.33840649922689,8466.976072826386,135.7247060139974,0.0,0.6010374301278738,0.0,5459.963409265017,0.0,0.6010374301278738,0.0,6.102877044734419,0.0,0.5094319105148315,0.0,135.7247060139974,0.0,6.102877044734419,0.9567564445556833,0.5094319105148315,0.6010374301278738,6.78623530069987,272.99817046325086
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,136,7.744778537366228,0.8184839793046316,14.72026353875796,0.9500912885785264,4.852073126782973,35320.005639915464,1000.0,0.6800778922349493,1.0,30323,463,90,118,21.212484121322632,31218.16089532852,135.39488728841147,0.0,0.6002290721471661,0.0,7714.845020616157,0.0,0.6002290721471661,0.0,6.118615039454614,0.0,0.6016383903721968,0.0,135.39488728841147,0.0,6.118615039454614,0.9566646921813712,0.6016383903721968,0.6002290721471661,5.415795491536458,308.59380082464634
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,137,7.869211360156614,0.8175416447718938,14.731681957145533,0.8626376751477479,5.587433632682352,37734.66412651062,1000.0,0.6126734697400845,1.0,30667,721,19,195,37.24712248409496,908.6996986961365,135.5820285572725,0.0,0.6002290721471661,0.0,7809.41446740856,0.0,0.6002290721471661,0.0,6.141846766063757,0.0,0.6155502726049984,0.0,135.5820285572725,0.0,6.141846766063757,0.9561519595258893,0.6155502726049984,0.6002290721471661,7.682981618245443,442.53348648648506
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,138,7.869211360156614,0.8171489799022674,10.824667303661505,0.9220896136458678,5.893168687820435,37751.59032791138,1000.0,0.5948612459650592,1.0,30189,350,96,113,41.145826486440804,6120.081696205139,135.40809396597055,0.0,0.6002290721471661,0.0,7219.2592361453535,0.0,0.6002290721471661,0.0,6.162457102751507,0.0,0.637758942750784,0.0,135.40809396597055,0.0,6.162457102751507,0.9542419896763453,0.637758942750784,0.6002290721471661,5.867684071858724,312.834566899632
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,139,7.869211360156614,0.8159179788827896,11.400225074589253,0.9221054853816316,5.6901101505055145,38121.58679836273,1000.0,0.6070417507483863,1.0,30504,618,47,167,32.1112850413603,2793.3184942245484,135.52423993278953,0.0,0.6002290721471661,0.0,8705.57432876155,0.0,0.6002290721471661,0.0,6.185161079470645,0.0,0.6274096369743347,0.0,135.52423993278953,0.0,6.185161079470645,0.9549306432927221,0.6274096369743347,0.6002290721471661,7.679706929524739,493.3158786298212
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,140,7.869211360156614,0.8168139801422755,12.749239159226418,0.8989702855781232,5.040814659812233,38435.090093154904,1000.0,0.3897748243056546,1.0,30224,232,30,176,35.53351749073375,3989.8997585487364,135.28198658336294,0.0,0.6002290721471661,0.0,7763.652237017945,0.0,0.6002290721471661,0.0,6.199500099120881,0.0,0.6669407134706323,0.0,135.28198658336294,0.0,6.199500099120881,0.9591155933155007,0.6669407134706323,0.6002290721471661,4.960339508056641,284.66724869065797
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,141,7.9936441829469995,0.8151579789320628,11.407682709991931,0.8100170557493012,5.89013859629631,38888.17896766662,1000.0,0.40420741101921975,1.0,30126,337,85,128,40.2111234664917,18232.625524253846,135.53030681610107,0.0,0.6002290721471661,0.0,7701.9201310382505,0.0,0.6002290721471661,0.0,6.220126374814671,0.0,0.6953111886978149,0.0,135.53030681610107,0.0,6.220126374814671,0.9651682798275169,0.6953111886978149,0.6002290721471661,7.228283030192057,410.76907365537335
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,142,7.9936441829469995,0.816346313158671,10.429004351894061,0.8626615344430583,4.585461109876633,40722.228679771426,1000.0,0.6507855489374305,1.0,30216,320,72,136,17.643067836761475,21169.377885503767,135.51366424560547,0.0,0.6002290721471661,0.0,7778.913535233815,0.0,0.6002290721471661,0.0,6.2528292776578835,0.0,0.5836372120926777,0.0,135.51366424560547,0.0,6.2528292776578835,0.9039202436132731,0.5836372120926777,0.6002290721471661,5.420546569824219,311.1565414093526
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,143,7.9936441829469995,0.8161073124408722,13.825619408488274,0.8235368567369339,4.714567644255502,42372.52870937347,1000.0,0.5790366649566882,1.0,30271,459,100,110,20.47398226601737,6212.831984462738,135.6200725010463,0.0,0.6002290721471661,0.0,7571.401042862686,0.0,0.6002290721471661,0.0,6.271430729643305,0.0,0.5341885749782834,0.0,135.6200725010463,0.0,6.271430729643305,0.9042790200616989,0.5341885749782834,0.6002290721471661,6.328936716715495,353.3320486669254
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,144,7.9936441829469995,0.8160729799667994,12.148932290772597,0.9171574484792739,5.352253025228327,43126.86262588501,1000.0,0.7789333914800703,1.0,30283,404,87,120,38.18175003745339,3856.8085373687745,135.25609796697444,0.0,0.6002290721471661,0.0,7742.240711718631,0.0,0.6002290721471661,0.0,6.294537150310783,0.0,0.6163221814415671,0.0,135.25609796697444,0.0,6.294537150310783,0.8812879467091616,0.6163221814415671,0.6002290721471661,4.959390258789062,283.88215942968316
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,145,7.9936441829469995,0.8155356472730637,10.655499226152896,0.8387103351369137,5.157716512680054,43055.6962878418,1000.0,0.37474669856623255,1.0,30116,358,97,115,21.047998905181885,48049.1349497509,135.27369117736816,0.0,0.6002290721471661,0.0,7701.249117677393,0.0,0.6002290721471661,0.0,6.318804112522781,0.0,0.6088027339428663,0.0,135.27369117736816,0.0,6.318804112522781,0.8755138270074488,0.6088027339428663,0.6002290721471661,7.214596862792969,410.7332862761276
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,146,7.9936441829469995,0.8144606451193491,22.13626635034879,0.7911427724270244,4.918531709247166,46945.49628475189,1000.0,0.47668880551195286,1.0,30421,586,56,157,28.531257735358345,2766.4716285610198,135.5217785305447,0.0,0.600229072147166,0.0,8876.8730995236,0.0,0.600229072147166,0.0,6.346157640938018,0.0,0.6051202333635755,0.0,135.5217785305447,0.0,6.346157640938018,0.8633723471929752,0.6051202333635755,0.600229072147166,8.131306711832682,532.6123859714161
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,147,7.9936441829469995,0.813190980553627,13.738483118216196,0.8837223114253906,5.633840887170089,46695.486338653565,1000.0,0.4683499521341765,1.0,30492,613,24,191,35.096114811144375,1328.2230388832093,135.47031763980263,0.0,0.600229072147166,0.0,7568.235730239192,0.0,0.600229072147166,0.0,6.3694402301045185,0.0,0.6592465497945484,0.0,135.47031763980263,0.0,6.3694402301045185,0.8662380938263735,0.6592465497945484,0.600229072147166,8.579786783854166,479.32159624848225
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,148,7.9936441829469995,0.8135233132044474,11.297061200638613,0.9391324266459421,5.66168475151062,47124.38544921875,1000.0,0.6990772796771326,1.0,30571,602,31,178,43.725036348615376,1446.3212090110778,135.51678466796875,0.0,0.6002290721471661,0.0,7644.901381955351,0.0,0.6002290721471661,0.0,6.386653750156508,0.0,0.6445785284574542,0.0,135.51678466796875,0.0,6.386653750156508,0.8669193943815979,0.6445785284574542,0.6002290721471661,6.324116617838541,356.76206449124976
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,149,7.9936441829469995,0.8131536453962326,11.222254010736942,0.9364467320751475,5.603959356035505,47258.336170349125,1000.0,0.6298761854966549,1.0,30328,434,61,149,31.128882544381277,47800.33389645576,135.46749114990234,0.0,0.6002290721471661,0.0,7870.111264970371,0.0,0.6002290721471661,0.0,6.403058023102535,0.0,0.6354455820151738,0.0,135.46749114990234,0.0,6.403058023102535,0.868060718038892,0.6354455820151738,0.6002290721471661,6.321816253662109,367.27185903195067
