algorithm,attack_type,dataset,seed,n_nodes,n_attackers,noise_mult,clip_bound,sampling_rate,split_mode,dirichlet_alpha,start_round,round,epsilon,accuracy,test_loss,f1_score,mean_update_norm_honest,mean_update_norm_attacker,best_alpha,precision,recall,total_tp_all,total_fp_all,total_fn_all,total_tn_all,n_rejected_honest,n_rejected_attacker,eps_n_honest,eps_n_attacker,V_agg_norm_honest,V_agg_norm_attacker,D_threshold_honest,D_threshold_attacker,S_agg_norm_honest,S_agg_norm_attacker,eps_avg,eps_std,rho_t,trust_toward_honest,trust_toward_attacker
trust-aware,scale,mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,121,5.690608103126535,0.8858333124717077,0.3870855379104614,0.9895156312282833,0.013778363792773555,nan,1000.0,0.8290598290598291,1.0,30381,489,0,152,28.764705882352942,151.905,5.690608103126535,0.0,0.23584317109164069,nan,0.02456634554190024,0.0,0.38169249541619243,nan,5.690608103126535,0.0,2.115,0.9145549959984866,nan
trust-aware,scale,mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,122,5.743633332930533,0.8858436443408331,0.38728110839923224,0.9753086419753088,0.013979000755800651,nan,1000.0,0.8623188405797102,1.0,30331,436,0,75,33.53846153846154,151.655,5.743633332930534,0.0,0.34428709974655736,nan,0.03402634278108874,0.0,0.5797659204556391,nan,5.743633332930534,8.881784197001252e-16,2.13,0.9141553308055008,nan
trust-aware,scale,mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,123,5.797594754252546,0.885864645242691,0.3874958691000938,1.0,0.013266174536612298,nan,1000.0,0.8333333333333334,1.0,30164,265,0,43,29.444444444444443,150.82,5.797594754252545,0.0,0.29902328219678664,nan,0.022564057734828842,0.0,0.5058272083600363,nan,5.797594754252545,8.881784197001252e-16,2.145,0.9139566342526686,nan
trust-aware,scale,mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,124,5.852512335191406,0.8859066436688106,0.3876601611574491,0.9985185185185184,0.01349456442726983,nan,1000.0,0.9970588235294118,1.0,30205,306,0,39,34.0,151.025,5.852512335191406,0.0,0.32529134882820976,nan,0.026526597891413768,0.0,0.5398180749681261,nan,5.852512335191406,0.0,2.16,0.9137460991927727,nan
trust-aware,scale,mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,125,5.908406660859312,0.8858909767866134,0.3879411844412486,1.0,0.012791102193295956,nan,1000.0,1.0,1.0,30524,624,0,96,41.6,152.62,5.908406660859312,0.0,0.29970145026842754,nan,0.027346906666634065,0.0,0.4361754059791565,nan,5.908406660859312,0.0,2.175,0.9132453783119546,nan
trust-aware,scale,mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,126,5.9652989560665395,0.8859536451101303,0.3881669368346532,1.0,0.012246340396814048,nan,1000.0,0.8571428571428571,1.0,30150,252,0,38,31.5,150.75,5.9652989560665395,0.0,0.28938816487789154,nan,0.028310691897299622,0.0,0.5382921732962132,nan,5.9652989560665395,0.0,2.19,0.9130382862631335,nan
trust-aware,scale,mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,127,6.023211108889667,0.8858856441577275,0.3884746664762497,0.9952325782047835,0.012624151830095798,nan,1000.0,0.825476415373117,1.0,30356,465,0,125,29.0625,151.78,6.023211108889668,0.0,0.29861677158623934,nan,0.02935011839742558,0.0,0.4233025088906288,nan,6.023211108889668,8.881784197001252e-16,2.205,0.9123624860758995,nan
trust-aware,scale,mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,128,6.0821656951570935,0.8858466444412867,0.3888882263501485,1.0,0.012608573383962115,nan,1000.0,0.8181818181818182,1.0,30273,375,0,76,31.25,151.365,6.0821656951570935,0.0,0.3172418301304181,nan,0.0260535870348057,0.0,0.4939645752310753,nan,6.0821656951570935,0.0,2.22,0.9119332913725986,nan
trust-aware,scale,mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,129,6.142186003886753,0.8859046409527461,0.3889326187968254,0.987557603686636,0.012803525819132725,nan,1000.0,0.9028599605522682,1.0,30533,636,0,157,35.333333333333336,152.665,6.142186003886753,0.0,0.2303218510415819,nan,0.023147657058779778,0.0,0.35021425618065727,nan,6.142186003886753,0.0,2.235,0.9111088522288029,nan
trust-aware,scale,mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,130,6.203296063712107,0.8858486453692118,0.38939296911160154,1.0,0.012572971172630787,nan,1000.0,0.7777777777777778,1.0,30290,393,0,59,35.72727272727273,151.45,6.203296063712108,0.0,0.29173394360325555,nan,0.024540164090803528,0.0,0.5364984138445421,nan,6.203296063712108,1.7763568394002505e-15,2.25,0.91080957926548,nan
trust-aware,scale,mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,131,6.26552067033368,0.8859596433242162,0.3893768240014712,1.0,0.012446078556505117,nan,1000.0,1.0,1.0,30355,455,0,52,41.36363636363637,151.775,6.26552067033368,0.0,0.2686687423424287,nan,0.020467344413677608,0.0,0.4267136644233357,nan,6.26552067033368,0.0,2.265,0.9105585543489639,nan
trust-aware,scale,mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,132,6.328885415034608,0.8859436430533727,0.3896641700466474,0.9400438429279452,0.012429847601143754,nan,1000.0,0.4813576208737499,1.0,30139,253,0,192,14.882352941176471,150.695,6.328885415034607,0.0,0.26592742081950693,nan,0.023832847367067585,0.0,0.2873830085291582,nan,6.328885415034607,8.881784197001252e-16,2.2800000000000002,0.9095626467257558,nan
trust-aware,scale,mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,133,6.393416714299886,0.8858676475286483,0.390070936580499,0.9984591679506933,0.012358339339056435,nan,1000.0,0.9138888888888889,1.0,30550,652,0,134,38.35294117647059,152.75,6.393416714299887,0.0,0.2233639929224463,nan,0.021791332970956968,0.0,0.34554488343351025,nan,6.393416714299887,8.881784197001252e-16,2.295,0.9089383716971863,nan
trust-aware,scale,mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,134,6.459141840580268,0.885897976954778,0.39026467969020207,1.0,0.011712674051523209,nan,1000.0,1.0,1.0,30537,637,0,100,42.46666666666667,152.685,6.459141840580267,0.0,0.2701495160659154,nan,0.023439740054495468,0.0,0.38265637556711835,nan,6.459141840580267,8.881784197001252e-16,2.31,0.9084385031855545,nan
trust-aware,scale,mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,135,6.526088954243005,0.8859023110071818,0.39046816994746525,0.9931477214350196,0.01215090366701285,nan,1000.0,0.7175049817906961,1.0,30325,431,0,116,28.733333333333334,151.625,6.526088954243007,0.0,0.21516429285208385,nan,0.019120355357869337,0.0,0.3427406390508016,nan,6.526088954243007,1.7763568394002505e-15,2.3249999999999997,0.9079027277758849,nan
trust-aware,scale,mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,136,6.594287136752883,0.8859186446666718,0.39077009618282316,0.9975868783523875,0.012144119245931506,nan,1000.0,0.8957070707070708,1.0,30413,516,0,65,43.0,152.065,6.594287136752884,0.0,0.2531127954522769,nan,0.023344456724611867,0.0,0.44417089968919754,nan,6.594287136752884,8.881784197001252e-16,2.3400000000000003,0.907571726783722,nan
trust-aware,scale,mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,137,6.663766425128326,0.8859029785792033,0.391055872241656,0.9850277927201004,0.011571590733878753,nan,1000.0,0.9034578659497542,1.0,30686,794,0,122,46.705882352941174,153.43,6.663766425128328,0.0,0.2445750183918897,nan,0.022742299739364008,0.0,0.34725024945595684,nan,6.663766425128328,1.7763568394002505e-15,2.355,0.907079243748525,nan
trust-aware,scale,mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,138,6.734557847718581,0.8858946446577708,0.3913516030708949,1.0,0.012139273520845633,nan,1000.0,1.0,1.0,30285,385,0,78,29.615384615384617,151.425,6.734557847718584,0.0,0.247377213377219,nan,0.02052092136434971,0.0,0.40146884322166443,nan,6.734557847718584,2.6645352591003757e-15,2.37,0.9067562704461666,nan
trust-aware,scale,mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,139,6.80669346134933,0.8859113099177679,0.3915570506453514,0.9882558679064029,0.011817560476415297,nan,1000.0,0.782400384183594,1.0,30551,665,0,120,39.11764705882353,152.755,6.806693461349332,0.0,0.24879627981606653,nan,0.024703588092315147,0.0,0.3616040576906765,nan,6.806693461349332,1.7763568394002505e-15,2.385,0.9061420234414261,nan
trust-aware,scale,mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,140,6.880206389885328,0.8859069782495499,0.3918423104286194,1.0,0.011485160582444885,nan,1000.0,0.8333333333333334,1.0,30254,355,0,53,32.27272727272727,151.27,6.880206389885328,0.0,0.29671061309901153,nan,0.019050656239888532,0.0,0.4580978778275577,nan,6.880206389885328,0.0,2.4,0.9058695146948177,nan
trust-aware,scale,mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,141,6.95513086425999,0.8859079758326213,0.39214994937181474,1.0,0.011569865921046585,nan,1000.0,1.0,1.0,30211,311,0,154,19.4375,151.055,6.95513086425999,0.0,0.21333981584757566,nan,0.019492048567527214,0.0,0.3129384871572256,nan,6.95513086425999,0.0,2.415,0.9050958671206976,nan
trust-aware,scale,mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,142,7.031502264023105,0.8859513109922409,0.39241196115811666,0.9923076923076923,0.011601331022878488,nan,1000.0,0.9857142857142858,1.0,30288,389,0,67,32.416666666666664,151.44,7.0315022640231035,0.0,0.20433798742791018,nan,0.018552822260254277,0.0,0.34574304272731143,nan,7.0315022640231035,1.7763568394002505e-15,2.43,0.9047583906827427,nan
trust-aware,scale,mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,143,7.109357160459109,0.8859116435050964,0.3926746294895808,1.0,0.01100634563980358,nan,1000.0,1.0,1.0,30371,471,0,98,33.642857142857146,151.855,7.109357160459111,0.0,0.2768665530851909,nan,0.01997726521612708,0.0,0.3377118025507246,nan,7.109357160459111,1.7763568394002505e-15,2.445,0.9042596203277525,nan
trust-aware,scale,mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,144,7.188733361329623,0.8859376454353333,0.39294512063264847,1.0,0.011204131370918318,nan,1000.0,1.0,1.0,30370,470,0,54,42.72727272727273,151.85,7.188733361329623,0.0,0.2644075873223218,nan,0.021308672544507922,0.0,0.4276539385318756,nan,7.188733361329623,0.0,2.4599999999999995,0.9040173432421479,nan
trust-aware,scale,mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,145,7.269669957295138,0.8859516441822052,0.3931895407040914,0.9901951496779083,0.010924709087703377,nan,1000.0,0.653956228956229,1.0,30213,321,0,152,20.0625,151.065,7.269669957295138,0.0,0.2009077649563551,nan,0.019386451489690086,0.0,0.2764938287436962,nan,7.269669957295138,0.0,2.475,0.903292391824575,nan
trust-aware,scale,mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,146,7.352207370071938,0.8859706441561381,0.3934659879406293,0.9988123904532573,0.011225265812956624,nan,1000.0,0.8551218161683278,1.0,30477,582,0,161,32.333333333333336,152.385,7.352207370071939,0.0,0.2346906637152036,nan,0.020247907070379198,0.0,0.31095308396551347,nan,7.352207370071939,8.881784197001252e-16,2.49,0.9024964203963397,nan
trust-aware,scale,mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,147,7.436387402381476,0.8859336425860723,0.39381011019150414,0.994299889314497,0.011194881002761815,nan,1000.0,0.8367074393860109,1.0,30516,623,0,181,32.78947368421053,152.58,7.4363874023814756,0.0,0.20108122260946976,nan,0.01889843885502394,0.0,0.28608135722185435,nan,7.4363874023814756,8.881784197001252e-16,2.5050000000000003,0.9015612373481159,nan
trust-aware,scale,mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,148,7.522253289750495,0.8859049765268961,0.394145638247331,0.9943947886683837,0.011117438253547465,nan,1000.0,0.9066320014595877,1.0,30602,706,0,74,50.42857142857143,153.01,7.522253289750496,0.0,0.2724075402532305,nan,0.021665718576722455,0.0,0.3749769244875227,nan,7.522253289750496,8.881784197001252e-16,2.52,0.9012394237456,nan
trust-aware,scale,mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,149,7.609849754221228,0.8859189776579539,0.39436384429534277,1.0,0.010845719304467951,nan,1000.0,0.9090909090909091,1.0,30389,490,0,93,35.0,151.945,7.609849754221229,0.0,0.2182611290897642,nan,0.01815831987766262,0.0,0.3334818972008569,nan,7.609849754221229,8.881784197001252e-16,2.5349999999999997,0.9008120873072427,nan
