algorithm,attack_type,dataset,seed,n_nodes,n_attackers,noise_mult,clip_bound,sampling_rate,split_mode,dirichlet_alpha,start_round,round,epsilon,accuracy,test_loss,f1_score,mean_update_norm_honest,mean_update_norm_attacker,best_alpha,precision,recall,total_tp_all,total_fp_all,total_fn_all,total_tn_all,noise_norm_honest,noise_norm_attacker,trust_honest,trust_attacker,krum_score_honest,krum_score_attacker,sigma_n_honest,sigma_n_attacker,sigma_dp_honest,sigma_dp_attacker,n_dp_norm_honest,n_dp_norm_attacker,eps_n_honest,eps_n_attacker,nsr_honest,nsr_attacker,eps_avg,eps_std,avg_trust,avg_sigma_dp_precap,avg_n_dp_norm_postcap,avg_nsr
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,24,3.795681659354435,0.8715949777762095,0.4707306988040606,nan,0.6659508347511292,5.821908473968506,1000.0,0.0,nan,0,30719,0,211,204.56868794759114,206.11422966003417,0.8462844173113505,0.8389713114500046,0.27476978302001953,12.931802549362182,0.907544821089525,0.9132975139109886,0.907544821089525,0.9132975139109886,204.56868794759114,206.11422966003417,1.6713265493507652,3.6722390740466904,4789.969824674579,565.2217820239499,2.4716915592291353,1.3293853551384385,0.8394815281380055,0.912896163249026,88.58275250244141,369.7878075498174
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,25,3.843507337245227,0.872661312619845,0.4641330880920092,nan,0.5968260342876116,5.890419704914093,1000.0,0.0,nan,0,30651,0,207,188.44024658203125,205.31975929260253,0.9272645910580953,0.831552702486515,0.25272178649902344,8.859156969040633,0.8354471765123792,0.9099876702811688,0.8354471765123792,0.9099876702811688,188.44024658203125,205.31975929260253,1.749405286118791,3.7083183708818526,4568.731219772092,556.7870106390332,2.532970520024016,1.3118394031832512,0.8369703565566045,0.9057683970489732,86.65046963500977,332.36435353014343
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,26,3.9033047737161413,0.8735163122415542,0.4580664055546125,nan,0.7519892637546246,6.0013067293167115,1000.0,0.0,nan,0,30684,0,210,197.8329103910006,203.3266625213623,0.8630677874271686,0.8310164901614189,0.33007808373524594,14.916084351837634,0.8766333854554388,0.9013465890392567,0.8766333854554388,0.9013465890392567,197.8329103910006,203.3266625213623,1.8101309939781467,3.7470980457011,4836.2738254305405,539.2182758148361,2.584917814667328,1.3024248182993705,0.8329726726236478,0.8998382714496339,86.47432067871094,341.43042978712845
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,27,3.9616874524717183,0.8742679790655772,0.4527783233920733,nan,0.7860366333933437,6.003479301929474,1000.0,0.0,nan,0,31156,0,212,200.52589685776655,203.78019027709962,0.8365044734057259,0.8164243665337563,0.24279742556459763,18.976470038443804,0.8881886267547278,0.9035173685848819,0.8881886267547278,0.9035173685848819,200.52589685776655,203.78019027709962,1.8619137474941074,3.784333983632584,5123.3146460044545,526.1095947062514,2.6308818419494977,1.2960652337759444,0.8179974624638184,0.9023164994092476,88.32995660400391,384.636535846652
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,28,4.012002882677484,0.8750623126824697,0.44773646324872973,nan,0.7515827417373657,6.014008276462555,1000.0,0.0,nan,0,31024,0,214,188.42817149442786,203.87463081359863,0.8945444576880511,0.8041015130281448,0.3168042845585767,9.89183121919632,0.8354853257814928,0.90384063288483,0.8354853257814928,0.90384063288483,188.42817149442786,203.87463081359863,1.9199683034948407,3.8209697579089403,4962.937609729412,509.2745548688701,2.6803688852604806,1.2897344893403977,0.8111869050061098,0.8984856088260431,87.95641015625,372.449700678348
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,29,4.076641837392254,0.875810309847196,0.44291927258173625,nan,0.6802733838558197,6.0693806099891665,1000.0,0.0,nan,0,31208,0,210,196.68051528930664,202.80874809265137,0.8337092474102974,0.798658971786499,0.2785426042973995,6.846355488151312,0.8726928793666606,0.898919723649536,0.8726928793666606,0.898919723649536,196.68051528930664,202.80874809265137,1.9660760354754045,3.8587843693362935,5302.721638713752,503.0347557498231,2.7231593690197595,1.2866426842530752,0.801255288499373,0.8969769944433973,87.41727572631837,370.90099473876927
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,30,4.114710447068746,0.8764156440893809,0.43874690810839334,nan,0.7262449752200734,6.1308013486862185,1000.0,0.0,nan,0,31286,0,218,193.53403056751597,201.3599105834961,0.8420782021500848,0.7947442835569382,0.2274200814691457,8.605712227672338,0.8578095659717501,0.8928753953218183,0.8578095659717501,0.8928753953218183,193.53403056751597,201.3599105834961,2.0470976397971397,3.897935619910916,5258.150144553357,494.4939575724475,2.7874328318426507,1.2667975883018074,0.799435032246349,0.8894004032240637,89.05946157836914,429.1561893893267
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,31,4.169009607357012,0.8770009781916936,0.4348148004213969,nan,0.9125597377618154,6.106571617126465,1000.0,0.0,nan,0,30682,0,206,192.78829065958658,201.78433448791503,0.8331481069326401,0.780546210706234,0.522253729403019,14.041153805404901,0.855823969334805,0.8944046700136884,0.855823969334805,0.8944046700136884,192.78829065958658,201.78433448791503,2.081194878030631,3.937076210015929,5387.43639989895,483.2432618440913,2.82354741082475,1.2682780555654865,0.7835236765303701,0.8922208567677139,85.34065277099609,322.5957783352113
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,32,4.22039452206132,0.8775666443506877,0.4311332959930102,nan,0.8307728950793927,6.051380693912506,1000.0,0.0,nan,0,30647,0,209,178.45447951096756,202.55148979187013,0.910220205783844,0.7632884991168976,0.3269777252123906,11.105623908340931,0.7913425481924269,0.898036865504224,0.7913425481924269,0.898036865504224,178.45447951096756,202.55148979187013,2.1404941458922075,3.975252614892057,5118.668360685239,476.2656714822876,2.8743975334921474,1.2573552092654285,0.7722561619651149,0.8915250057621895,85.66041238403321,323.59164597073124
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,33,4.2595461150939125,0.87803597788016,0.4277784698208173,nan,0.828573577105999,6.114149858951569,1000.0,0.0,nan,0,30601,0,209,189.16022491455078,200.85342742919923,0.8329759836196899,0.7615845489501953,0.23936967551708221,17.350652284622193,0.839001262860854,0.8903262596085084,0.839001262860854,0.8903262596085084,189.16022491455078,200.85342742919923,2.183523610654332,4.016181487139712,5365.969232568223,466.48464223029055,2.9165867612484844,1.252583741478391,0.765625573554129,0.8874210711133581,84.8812163696289,315.37711847375357
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,34,4.306127732792017,0.8785113094250361,0.42481843769550326,nan,0.9167702185071033,5.998965849876404,1000.0,0.0,nan,0,32136,0,220,191.35546012546706,202.54910957336426,0.8089240400687508,0.7384327667951583,0.32686589852623316,3.9253825533390043,0.8477725204350505,0.8979461167649427,0.8477725204350505,0.8979461167649427,191.35546012546706,202.54910957336426,2.2282313876522784,4.054833543210993,5562.552306456017,458.09450637573286,2.9588722498757645,1.2519309093477724,0.7457031671776365,0.8927712615380927,89.8219949951172,439.1152086472699
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,35,4.372844209725689,0.8790339781840643,0.42181632538636527,nan,0.836011104285717,6.06200445652008,1000.0,0.0,nan,0,30566,0,208,189.05195109049478,200.59229614257814,0.8098147114117941,0.737917207479477,0.35474978884061176,21.43053911164403,0.8387093974265386,0.8893747121281469,0.8387093974265386,0.8893747121281469,189.05195109049478,200.59229614257814,2.2661405636292637,4.097748914044431,5655.65263280167,456.6063223185518,2.998783903795331,1.2520558515659386,0.7419868775133817,0.8865068641261691,84.77416528320313,318.3781921146608
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,36,4.513650682467386,0.8793939781188965,0.4190159680445989,nan,0.6330634380380312,5.951571221351624,1000.0,0.0,nan,0,30723,0,207,184.71768188476562,202.0041018676758,0.825041800737381,0.7168787589669228,0.26085910201072693,16.518250855505467,0.8197405197485783,0.8952033133476591,0.8197405197485783,0.8952033133476591,184.71768188476562,202.0041018676758,2.3100476146044144,4.13829897925236,5893.241838475848,449.03963177771635,3.041348160463593,1.2458333913001978,0.7230011952935524,0.8909318344646924,85.23486511230469,321.0536568345069
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,37,4.630719254230463,0.8798176451524099,0.4165396277109782,nan,0.8773594336076216,5.907861032485962,1000.0,0.0,nan,0,30060,0,208,183.4196541526101,201.94748359680176,0.822375476360321,0.7045672616362572,0.22829611599445343,26.49541801452637,0.8134256870783872,0.8947998654193953,0.8134256870783872,0.8947998654193953,183.4196541526101,201.94748359680176,2.3581702419013384,4.178071521046195,5650.836965376275,446.0766980999067,3.086130753559281,1.237759637013609,0.7107089221195022,0.8905576096764991,84.81422583007813,302.7490924782407
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,38,4.696622349384575,0.8800986456871033,0.41440634240706764,nan,0.8846788642307123,5.826326742172241,1000.0,0.0,nan,0,31182,0,220,192.97720336914062,202.27735801696778,0.7500681752959887,0.6883275619149208,0.3211834505200386,6.885312881767749,0.8547801390614564,0.897002161933869,0.8547801390614564,0.897002161933869,192.97720336914062,202.27735801696778,2.394562187945583,4.2176145792617605,6096.852920701905,431.6279454092776,3.123783144472054,1.2422407862806146,0.6949426276343209,0.8924783737689675,90.17384896850587,465.3001183574024
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,39,4.778681339265377,0.8804253111282985,0.4120670619606972,nan,0.8151945013266343,5.795872707366943,1000.0,0.0,nan,0,30448,0,210,173.70185734675482,201.74969787597655,0.8615945302523099,0.6786434912681579,0.28749681321474224,10.992571607530117,0.7707652492589859,0.8946335078997878,0.7707652492589859,0.8946335078997878,173.70185734675482,201.74969787597655,2.436650106500385,4.2588486619602435,5609.748280533323,438.2564218831815,3.1655295286843286,1.2413671295842963,0.6898095171216508,0.8870734733348561,85.21612744140624,321.156024047139
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,40,4.874641709280425,0.8807496428489685,0.4099662760893504,nan,0.9496787051359813,5.7269365596771244,1000.0,0.0,nan,0,30855,0,211,178.28824055989583,201.8703249359131,0.819590163230896,0.6649322515726089,0.5899934927622478,8.31881070703268,0.7912523761239874,0.8949226745865463,0.7912523761239874,0.8949226745865463,178.28824055989583,201.8703249359131,2.4797227658344307,4.299942580555697,5858.748925239097,434.3720348046957,3.2078106917229365,1.2402430602263048,0.6757223384324894,0.8876898630659026,86.0967771911621,349.51128167905125
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,41,4.953120059039957,0.8810283114512761,0.4083253441254298,nan,1.1424250550892041,5.696803840398789,1000.0,0.0,nan,0,31206,0,220,178.0957741115404,201.1763427734375,0.810259241124858,0.6561387200653553,0.6735248176947884,8.174964110553265,0.7895717522248624,0.8918538745771414,0.7895717522248624,0.8918538745771414,178.0957741115404,201.1763427734375,2.514208017654124,4.342154974471846,5915.3587153074905,434.36365825947576,3.2453868003812127,1.252409216348624,0.6720345585602816,0.881304597383857,88.66294271850586,445.85196420793494
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,42,5.000324211678666,0.8812999778985977,0.40644840747117994,nan,0.7853645065001079,5.637781190872192,1000.0,0.0,nan,0,31106,0,210,174.64666857038225,200.968037109375,0.8196480401924678,0.6444651706516743,0.5292470497744424,5.978190531432628,0.7755465014540086,0.890649848771863,0.7755465014540086,0.890649848771863,174.64666857038225,200.968037109375,2.563143241980326,4.3859068615157435,5948.159835343233,430.11640874118746,3.292248689794493,1.2488177360645751,0.6559257322104177,0.8831197232463959,85.2773215637207,338.5950388860855
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,43,5.101129661862337,0.8813906453053156,0.40495211015144983,nan,1.0003711415661707,5.592066307067871,1000.0,0.0,nan,0,31009,0,215,170.78670671251086,200.38599327087402,0.8345000015364753,0.6346496576070786,0.27788036564985913,9.034607200622558,0.7581683489005342,0.8881728152101896,0.7581683489005342,0.8881728152101896,170.78670671251086,200.38599327087402,2.629477974485138,4.431573494572639,5716.5038783140635,425.3345056529985,3.350316182520138,1.238753676938278,0.6511510621517076,0.8774385014781996,86.30271875,375.92794188050567
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,44,5.207515132577176,0.8816476446390152,0.4034207634131114,nan,0.8891637805435393,5.493244403600693,1000.0,0.0,nan,0,31098,0,214,174.57657453748914,200.63890922546386,0.7973510026931763,0.6192069453001022,0.19608606149752936,9.098059815764428,0.7745497560447155,0.8892810172053806,0.7745497560447155,0.8892810172053806,174.57657453748914,200.63890922546386,2.693790576400411,4.476154704647585,6095.538100901676,425.72714244565867,3.4067362276992808,1.2278277989801871,0.6339160876536588,0.8798077938067935,86.54032037353515,389.7302286107239
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,45,5.3062211773080605,0.881833976705869,0.4021645868817965,nan,1.0569727222124736,5.4061266911029815,1000.0,0.0,nan,0,31568,0,218,176.68847002301897,200.554609375,0.7730590332122076,0.6054500991106033,0.4851185381412506,4.243448435068131,0.7823321008019318,0.8892042756484332,0.7823321008019318,0.8892042756484332,176.68847002301897,200.554609375,2.7266764000378556,4.520701967949138,6161.55114810589,420.687989974332,3.444286627202368,1.2405294260456023,0.6213767399075883,0.8790490011155077,87.6427594909668,427.06034421018023
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,46,5.410683119255904,0.8821536441644032,0.4005759741862615,nan,1.0410552539608695,5.263641754388809,1000.0,0.0,nan,0,30773,0,205,169.8153728138317,201.4282085418701,0.805470504543998,0.5858845992386341,1.4636376175013455,4.805287667512894,0.7540869345570139,0.8927079253601227,0.7540869345570139,0.8927079253601227,169.8153728138317,201.4282085418701,2.7625602069887636,4.564126954977347,6195.85829913407,423.8645563165342,3.4831869061841974,1.2428583841078844,0.5973322056763545,0.8854812386357899,84.30722161865235,305.8547051075632
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,47,5.455796518133103,0.8821639776229858,0.39965167572100957,nan,1.190523121286841,5.171422786712647,1000.0,0.0,nan,0,31543,0,213,168.91802260454963,201.2245728302002,0.8016709755448734,0.5722996068000793,0.4425860766102286,2.1173637798428535,0.7489583584334502,0.8923159841780541,0.7489583584334502,0.8923159841780541,168.91802260454963,201.2245728302002,2.818590064137131,4.607248914677029,5697.060880357964,422.44741245916447,3.5340536043530895,1.2408708120750205,0.590268792369948,0.8810852024376935,86.23304190063476,362.67903491583667
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,48,5.550891309496857,0.8824529786904652,0.3983075573047002,nan,1.0423255102200941,5.018822910189629,1000.0,0.0,nan,0,30387,0,209,182.85536748712713,202.04065795898438,0.6897679133848711,0.5523525010049343,0.6759480075402693,7.666598798036575,0.8107498546089468,0.8957802295678436,0.8107498546089468,0.8957802295678436,182.85536748712713,202.04065795898438,2.833208698895376,4.648542889985849,6464.44988587056,424.84398427201216,3.5593423753315654,1.2522533502570736,0.5595163376692912,0.8913473664183277,84.83908126831055,312.15549119795725
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,49,5.613781418836136,0.8826753103733063,0.39704046189785,nan,1.2780096368356184,4.995840419530868,1000.0,0.0,nan,0,30482,0,206,168.00039811567828,200.82997062683106,0.7854215773669156,0.5469569628685713,1.6860079656947742,7.8337553226947785,0.7440827995119023,0.8901725164325999,0.7440827995119023,0.8901725164325999,168.00039811567828,200.82997062683106,2.847689676359911,4.691444205429632,5949.640072153528,422.4006242500288,3.585191487987799,1.271017911497756,0.5593887674158783,0.8825564648395776,84.02799700927734,299.8523312873891
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,50,5.144182150257596,0.8826896437009175,0.39624234626690547,0.8574733959783974,1.1176810839346476,4.821657705307007,1000.0,0.6775750063083443,1.0,30340,466,71,139,164.63668605259485,0.0,0.7966282836028508,0.0,0.2943405828305653,7.772715915888548,0.7298818410258868,0.0,0.7298818410258868,0.0,164.63668605259485,0.0,2.9076584102440743,0.0,6038.759147300371,0.0,2.9076584102440743,1.1399161016783113,0.7966282836028508,0.7298818410258868,7.683045349121094,281.80876020735064
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,51,5.189122391698059,0.8828969768683116,0.39524636725584666,0.9722616610845198,1.1009233539754695,6.189725624322891,1000.0,0.6022846787076006,1.0,30327,381,57,149,162.16967634721235,0.0,0.802944004535675,0.0,0.7608796466480602,5.846749398708344,0.718826832867043,0.0,0.718826832867043,0.0,162.16967634721235,0.0,2.9464685462305655,0.0,6119.365798312173,0.0,2.9464685462305655,1.1437495501395125,0.802944004535675,0.718826832867043,5.946221466064453,224.376745938113
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,52,5.194253122102357,0.8830236438910166,0.39439775149027506,0.8985219816583047,1.1684413025012383,7.662479628324508,1000.0,0.5856451998219993,1.0,30328,443,72,137,156.70301349346454,0.0,0.8336129647034866,0.0,0.43325497324650103,9.90228494167328,0.6943192938585785,0.0,0.6943192938585785,0.0,156.70301349346454,0.0,3.005280789564676,0.0,5780.181455105746,0.0,3.005280789564676,1.1511281274869578,0.8336129647034866,0.6943192938585785,6.79046391805013,250.47452972124904
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,53,5.194253122102357,0.8831383130947749,0.3935179143150647,0.8953090170208716,0.8611854687333107,9.324562087059022,1000.0,0.6811793560663729,1.0,30237,462,118,89,162.48047892252603,0.0,0.7760189324617386,0.0,0.2677473997076352,14.608047604635358,0.7214100143509734,0.0,0.7214100143509734,0.0,162.48047892252603,0.0,3.0505332316710434,0.0,6456.984897966705,0.0,3.0505332316710434,1.1590680445573238,0.7760189324617386,0.7214100143509734,6.499219156901042,258.27939591866823
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,54,5.194253122102357,0.8832723120848338,0.39283983091513314,0.9066271951194274,1.1859090538585888,12.688194541931152,1000.0,0.5472425539425069,1.0,30490,590,38,176,161.21521175608916,0.0,0.7736639625885907,0.0,0.7267015699078055,7.187639416456222,0.7146451826247422,0.0,0.7146451826247422,0.0,161.21521175608916,0.0,3.100913777598102,0.0,6306.9475819896625,0.0,3.100913777598102,1.1779108371069398,0.7736639625885907,0.7146451826247422,9.135528666178386,357.3936963127476
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,55,5.282587690936505,0.8834079772233963,0.3921175713340441,0.9350743765580631,1.1069268194528727,12.6847696185112,1000.0,0.6099313404354538,1.0,30212,390,102,108,158.24728510929987,0.0,0.7827093142729539,0.0,0.6382347712149987,16.507156934142113,0.7023156303081518,0.0,0.7023156303081518,0.0,158.24728510929987,0.0,3.138412304301535,0.0,6138.563616987694,0.0,3.138412304301535,1.1983797748467335,0.7827093142729539,0.7023156303081518,6.857382354736328,266.00442340280006
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,56,5.387102109771749,0.8835699754953384,0.39123994976282117,0.9464514276428023,0.8320080071687699,13.465010631084443,1000.0,0.6300180405608036,1.0,30105,254,103,104,156.1747055053711,0.0,0.7940925717353821,0.0,0.35684266984462737,18.141225071549414,0.6917272540171995,0.0,0.6917272540171995,0.0,156.1747055053711,0.0,3.1818165176189517,0.0,6456.275645317454,0.0,3.1818165176189517,1.1956995308796987,0.7940925717353821,0.6917272540171995,5.205823516845703,215.20918817724848
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,57,5.403424502941117,0.8837063133716583,0.3904657232761383,0.8459826242307452,0.8739199489355087,14.810858373641969,1000.0,0.34848472625342214,1.0,30282,556,74,144,148.21376953125,0.0,0.8504360914230347,0.0,0.1752938874065876,9.895288102477789,0.6570483604006687,0.0,0.6570483604006687,0.0,148.21376953125,0.0,3.305172849486991,0.0,6221.229199064512,0.0,3.305172849486991,1.1929837348889905,0.8504360914230347,0.6570483604006687,9.88091796875,414.7486132709675
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,58,5.403424502941117,0.8837616433699925,0.389903993109862,0.9023953653682456,0.9885327195127805,16.141892610788346,1000.0,0.48179312583423717,1.0,30617,939,68,152,153.44220987955728,0.0,0.7911342233419418,0.0,0.28663118928670883,13.610207027643918,0.6802028658794765,0.0,0.6802028658794765,0.0,153.44220987955728,0.0,3.425563942640597,0.0,6387.704413214408,0.0,3.425563942640597,1.1886257799532634,0.7911342233419418,0.6802028658794765,12.275376790364584,511.0163530571527
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,59,5.403424502941117,0.883878977894783,0.3892156938711802,0.9115946002181412,0.8647704243659973,18.051473693847655,1000.0,0.5084766314623085,1.0,30269,421,74,138,156.07752787272136,0.0,0.7577859441439311,0.0,0.5174978931744894,19.497419440746306,0.691653263802578,0.0,0.691653263802578,0.0,156.07752787272136,0.0,3.4828342788849493,0.0,6587.033915433289,0.0,3.4828342788849493,1.184292247525749,0.7577859441439311,0.691653263802578,7.8038763936360676,329.35169577166437
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,60,5.6184993255824685,0.8840136454502742,0.38869183907906213,0.9368635611329705,1.312153548002243,21.157802634239196,1000.0,0.6641147364302987,1.0,30294,402,73,135,154.37074025472006,0.0,0.7510724365711212,0.0,1.4712117711702983,19.027141242027284,0.6854259794483287,0.0,0.6854259794483287,0.0,154.37074025472006,0.0,3.5130704455064006,0.0,6254.205822515346,0.0,3.5130704455064006,1.1988998786774336,0.7510724365711212,0.6854259794483287,6.1748296101888025,250.1682329006139
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,61,5.6184993255824685,0.8840566438436508,0.3884126208225886,0.8405714430424642,1.183621445670724,24.16750759482384,1000.0,0.42602721891669093,1.0,30171,419,101,111,151.2720775604248,0.0,0.771365899592638,0.0,0.383405695669353,27.870059167444705,0.6711342939229481,0.0,0.6711342939229481,0.0,151.2720775604248,0.0,3.5729463342863284,0.0,6379.648965200358,0.0,3.5729463342863284,1.197410357627336,0.771365899592638,0.6711342939229481,8.067844136555989,340.2479448106858
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,62,5.6184993255824685,0.8840443098545074,0.38798849751551945,0.9302391594894217,1.0290508102625608,28.5475181555748,1000.0,0.5456632319511165,1.0,30436,563,56,157,144.70261573791504,0.0,0.8227097131311893,0.0,0.4003178644925356,8.773939470648765,0.6415066125241338,0.0,0.6415066125241338,0.0,144.70261573791504,0.0,3.6560840624109203,0.0,6126.131404291407,0.0,3.6560840624109203,1.1947201785636816,0.8227097131311893,0.6415066125241338,7.717472839355469,326.72700822887504
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,63,5.6184993255824685,0.8840766455729803,0.3877518585324287,0.8854522462110084,1.080261712011538,29.144962680339813,1000.0,0.5544029137814325,1.0,30464,691,77,138,153.33824478952508,0.0,0.7247733379665174,0.0,0.6542844662540838,9.944001955091954,0.6797308011153113,0.0,0.6797308011153113,0.0,153.33824478952508,0.0,3.716319164481177,0.0,6511.448025349619,0.0,3.716319164481177,1.2119452793206165,0.7247733379665174,0.6797308011153113,9.711422170003255,412.3917082721425
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,64,5.6184993255824685,0.8839896442492803,0.38776747941970824,0.9235906766053744,1.4044362008571625,30.485449953079225,1000.0,0.7200042102861554,1.0,30895,960,13,202,149.34283362494574,0.0,0.7529933717515733,0.0,1.1716499808761809,4.02622613132,0.6615891838126459,0.0,0.6615891838126459,0.0,149.34283362494574,0.0,3.7908637299124863,0.0,6404.5799327221375,0.0,3.7908637299124863,1.1979305062984125,0.7529933717515733,0.6615891838126459,8.960570017496744,384.2747959633283
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,65,5.6184993255824685,0.8840333110094071,0.3874324875076612,0.8937759537483241,1.0471940385667902,30.4627752161026,1000.0,0.6437176449349217,1.0,30575,757,59,157,144.41849477667557,0.0,0.7759744148505362,0.0,0.46970803643527786,8.657554347813129,0.6409808115537515,0.0,0.6409808115537515,0.0,144.41849477667557,0.0,3.842800365521662,0.0,6366.011288430083,0.0,3.842800365521662,1.2265150306307415,0.7759744148505362,0.6409808115537515,9.146504669189452,403.18071493390534
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,66,5.836374429801821,0.8840593093633652,0.3871944618225098,0.8887228321153164,1.2074707262217999,31.357274396419527,1000.0,0.5136295648389021,1.0,30360,574,94,118,143.7213592529297,0.0,0.7769284956157207,0.0,0.8448697477579117,11.45571932554245,0.6370587832237556,0.0,0.6370587832237556,0.0,143.7213592529297,0.0,3.8819232728411954,0.0,6159.310171932799,0.0,3.8819232728411954,1.2496919116432972,0.7769284956157207,0.6370587832237556,7.66513916015625,328.4965425030826
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,67,5.836374429801821,0.8839893094698588,0.3872610731919606,0.8369847240198195,1.0971095159649848,32.881074562072754,1000.0,0.4505826041967677,1.0,30383,630,71,146,144.57911834716796,0.0,0.7821560621261596,0.0,0.23035715892910957,8.741480088829995,0.6410558828002818,0.0,0.6410558828002818,0.0,144.57911834716796,0.0,3.9885119318166864,0.0,6452.09474748785,0.0,3.9885119318166864,1.2099811515601533,0.7821560621261596,0.6410558828002818,9.638607889811198,430.13964983252345
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,68,5.987258242527832,0.88391097843647,0.3873037553826968,0.8278107692055815,1.2923499672185808,34.14930215001106,1000.0,0.5691733407219386,1.0,30675,823,23,195,143.5652858189174,0.0,0.763008006981441,0.0,0.4655046150797889,3.5795230385661125,0.6364758143326835,0.0,0.6364758143326835,0.0,143.5652858189174,0.0,4.082803003223811,0.0,6332.450532633074,0.0,4.082803003223811,1.202026635676125,0.763008006981441,0.6364758143326835,10.049570007324219,443.2715372843152
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,69,5.987258242527832,0.8841833118597666,0.3866112835208575,0.9888851324789684,0.7614629864692688,34.52149161815643,1000.0,0.4347543228899161,1.0,30110,249,107,96,140.5329878065321,0.0,0.7859245671166314,0.0,2.381005346775055,12.1531489649415,0.6225184986896853,0.0,0.6225184986896853,0.0,140.5329878065321,0.0,4.116860946498562,0.0,6347.863062132551,0.0,4.116860946498562,1.1901803564077387,0.7859245671166314,0.6225184986896853,4.215989634195964,190.43589186397654
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,70,5.987258242527832,0.8842003117005031,0.3864077558120092,0.9396491228070175,1.3825783878564835,36.535194194316865,1000.0,0.3331326929218977,1.0,29875,155,172,30,141.47991752624512,0.0,0.742632694542408,0.0,1.6797920167446136,77.06684601426124,0.6257775195585976,0.0,0.6257775195585976,0.0,141.47991752624512,0.0,4.150392139148882,0.0,6322.777815276702,0.0,4.150392139148882,1.1919440876800032,0.742632694542408,0.6257775195585976,3.7727978006998697,168.60740840737873
