algorithm,attack_type,dataset,seed,n_nodes,n_attackers,noise_mult,clip_bound,sampling_rate,split_mode,dirichlet_alpha,start_round,round,epsilon,accuracy,test_loss,f1_score,mean_update_norm_honest,mean_update_norm_attacker,best_alpha,precision,recall,total_tp_all,total_fp_all,total_fn_all,total_tn_all,n_dp_norm_honest,n_dp_norm_attacker,krum_score_honest,krum_score_attacker,noise_norm_honest,noise_norm_attacker,nsr_honest,nsr_attacker,trust_honest,trust_attacker,eps_n_honest,eps_n_attacker,sigma_n_honest,sigma_n_attacker,sigma_dp_honest,sigma_dp_attacker,eps_avg,eps_std,avg_trust,avg_sigma_dp_precap,avg_n_dp_norm_postcap,avg_nsr
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,98,7.441932089044895,0.8792833124597867,23035.956558637223,0.9100075568063373,1.978113740682602,323193.0037887573,1000.0,0.5344934782234987,1.0,30024,180,115,89,135.76144790649414,0.0,5.396465986967087,7071722.8995411685,135.76144790649414,0.0,7057.050025912314,0.0,0.7365473993122578,0.0,5.289599574619411,0.0,0.6013857605604414,0.0,0.6013857605604414,0.0,5.289599574619411,1.0666723399737206,0.7365473993122578,0.6013857605604414,3.6203052775065103,188.18800069099504
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,99,7.441932089044895,0.8799529767036438,10094.868949929178,0.8961763498206752,1.6832789182662964,397309.0998373413,1000.0,0.489609448522492,1.0,30219,303,61,147,135.38251368204752,0.0,2.242850124835968,556.017301762104,135.38251368204752,0.0,7245.456606590826,0.0,0.7113809088865916,0.0,5.306388665124222,0.0,0.6002290721471661,0.0,0.6002290721471661,0.0,5.306388665124222,1.072985256193619,0.7113809088865916,0.6002290721471661,5.415300547281901,289.81826426363307
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,100,7.441932089044895,0.880174975792567,7731.859209327499,0.8943014933825049,2.0040253400802612,399110.39052078244,1000.0,0.4679958894507214,1.0,30153,353,100,112,135.6151384626116,0.0,3.5832174675805226,2592866.1273063435,135.6151384626116,0.0,7887.885421353541,0.0,0.7707989513874054,0.0,5.335349912824671,0.0,0.6002290721471661,0.0,0.6002290721471661,0.0,5.335349912824671,1.0701097279959146,0.7707989513874054,0.6002290721471661,6.328706461588542,368.10131966316527
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,101,7.441932089044895,0.880044310092926,11276.94049014608,0.8201741217457835,1.6669770112404456,429994.1793437195,1000.0,0.5139261287362774,1.0,30191,336,84,125,135.52828392615686,0.0,1.9463457694420447,368234.5834019554,135.52828392615686,0.0,7692.427435751305,0.0,0.7124936030461237,0.0,5.362840892441103,0.0,0.6002290721471661,0.0,0.6002290721471661,0.0,5.362840892441103,1.0670882432358522,0.7124936030461237,0.6002290721471661,5.872892303466797,333.33852221588984
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,102,7.441932089044895,0.8797863105932872,7841.111991005937,0.9250512672703706,1.7453613141003776,436267.67743423465,1000.0,0.6657432865978047,1.0,30711,801,42,172,135.44053919175093,0.0,1.3850643775042366,198816.78656510593,135.44053919175093,0.0,7505.697655058324,0.0,0.7074480652809143,0.0,5.3972309171508,0.0,0.6002290721471661,0.0,0.6002290721471661,0.0,5.3972309171508,1.0620086556077881,0.7074480652809143,0.6002290721471661,7.674963887532552,425.3228671199717
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,103,7.441932089044895,0.8799999769528707,6121.579443906049,0.8447286520371894,1.7053651743465,444671.85757461545,1000.0,0.5451329659657592,1.0,30487,583,25,189,135.2670839097765,0.0,1.4701672080490324,239.959962028265,135.2670839097765,0.0,8303.69430643915,0.0,0.7483519315719604,0.0,5.448162134391228,0.0,0.600229072147166,0.0,0.600229072147166,0.0,5.448162134391228,1.0101577809504132,0.7483519315719604,0.600229072147166,8.116025034586588,498.2216583863491
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,104,7.441932089044895,0.8799866437911987,4027.8329826090735,0.9011757432514065,1.5657220164934793,442880.0759333801,1000.0,0.6727476693430492,1.0,30503,610,57,154,136.30670471191405,0.0,2.0851118405659994,6355.0716971075535,136.30670471191405,0.0,8203.113537053034,0.0,0.6714229270815849,0.0,5.476263294809859,0.0,0.6045695475867149,0.0,0.6045695475867149,0.0,5.476263294809859,1.0093524961658664,0.6714229270815849,0.6045695475867149,6.815335235595703,410.1556768526517
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,105,7.441932089044895,0.8802313111225764,3686.4447771257164,0.9219708900023861,2.038274271147592,444338.5214718628,1000.0,0.4940084586466166,1.0,29887,169,180,24,135.45674569266183,0.0,3.1352913039071217,13151252.716142502,135.45674569266183,0.0,7695.399249798392,0.0,0.7825096930776324,0.0,5.493050718297159,0.0,0.6002290721471661,0.0,0.6002290721471661,0.0,5.493050718297159,1.0015318187098237,0.7825096930776324,0.6002290721471661,3.1606573994954426,179.55931582862914
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,106,7.441932089044895,0.8800573114554088,3823.538172371189,0.8422102594740511,1.8174928095605638,533282.3197962951,1000.0,0.42429390865505934,1.0,30298,493,64,151,135.32955169677734,0.0,1.4239173001713223,534.5975120931864,135.32955169677734,0.0,8186.41482368175,0.0,0.7347712583012052,0.0,5.518232269556403,0.0,0.600229072147166,0.0,0.600229072147166,0.0,5.518232269556403,1.0139820747772934,0.7347712583012052,0.600229072147166,8.11977310180664,491.184889420905
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,107,7.441932089044895,0.8794049777587255,5918.5773869434,0.8675134868843996,2.1111292615532875,535020.4216893006,1000.0,0.586483478173387,1.0,30300,518,98,116,135.43526363372803,0.0,3.4306897968053818,154824.965734725,135.43526363372803,0.0,7804.970838008297,0.0,0.7333813793957233,0.0,5.540662968552654,0.0,0.6002290721471661,0.0,0.6002290721471661,0.0,5.540662968552654,1.0246438220917917,0.7333813793957233,0.6002290721471661,7.223214060465494,416.26511136044246
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,108,7.441932089044895,0.8789633105198542,15304.83765073965,0.9498724438602146,2.1792101164658866,536070.687433319,1000.0,0.6057106002461142,1.0,30379,388,26,181,135.26618576049805,0.0,5.043793161710103,1393.8754585266113,135.26618576049805,0.0,7716.857047418507,0.0,0.7199010203282038,0.0,5.557286379175242,0.0,0.6002290721471661,0.0,0.6002290721471661,0.0,5.557286379175242,1.033214116037029,0.7199010203282038,0.6002290721471661,5.410647430419922,308.67428189674024
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,109,7.441932089044895,0.8789786448081335,4701.044999798536,0.8800336573082527,1.9876381617326002,539699.730989685,1000.0,0.5796615836876523,1.0,30885,1147,33,189,135.45279341477615,0.0,1.6693533108784602,276.9918065005541,135.45279341477615,0.0,7883.922963883657,0.0,0.7453161432192876,0.0,5.609338517527409,0.0,0.600229072147166,0.0,0.600229072147166,0.0,5.609338517527409,1.0213911465863632,0.7453161432192876,0.600229072147166,11.739242095947265,683.2733235365836
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,110,7.441932089044895,0.8783766446510951,5533.768925143878,0.8256183742259983,2.079551637172699,540104.070037384,1000.0,0.48711871917055305,1.0,30605,888,39,182,135.42169761657715,0.0,3.2493490974108377,200192.75710858582,135.42169761657715,0.0,8307.04214828951,0.0,0.7386000628272692,0.0,5.659019216354892,0.0,0.6002290721471661,0.0,0.6002290721471661,0.0,5.659019216354892,1.0063545899200337,0.7386000628272692,0.6002290721471661,10.833735809326171,664.5633718631609
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,111,7.441932089044895,0.8786646457513173,3470.9518685098487,0.8161361522344002,2.130909161908286,545023.2500816345,1000.0,0.4831306257672478,1.0,30267,368,55,156,135.3447505405971,0.0,3.3745101264544894,28409.774326696395,135.3447505405971,0.0,8465.077230353218,0.0,0.7564529861722674,0.0,5.687081935818426,0.0,0.6002290721471661,0.0,0.6002290721471661,0.0,5.687081935818426,0.9975064493037169,0.7564529861722674,0.6002290721471661,6.316088358561198,395.0369374164835
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,112,7.441932089044895,0.8787026447057724,3895.6880838697157,0.956336395445267,1.9910330325365067,546545.1913619995,1000.0,0.8041192899623621,1.0,30171,242,76,129,135.34190368652344,0.0,6.16308006644249,51862.79412422895,135.34190368652344,0.0,7133.879768798217,0.0,0.731621190905571,0.0,5.697893927592004,0.0,0.6002290721471661,0.0,0.6002290721471661,0.0,5.697893927592004,1.005242783021996,0.731621190905571,0.6002290721471661,3.609117431640625,190.2367938346191
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,113,7.441932089044895,0.8782479784886043,3348.505835567216,0.7650534111353955,2.288250908255577,546738.6168788146,1000.0,0.5071019004596132,1.0,30146,403,115,98,135.37492084503174,0.0,2.8491017520427704,1693301.551233344,135.37492084503174,0.0,7896.024298130134,0.0,0.7188401576131582,0.0,5.724951902354202,0.0,0.6002290721471661,0.0,0.6002290721471661,0.0,5.724951902354202,1.008306091381245,0.7188401576131582,0.6002290721471661,7.219995778401692,421.1212959002738
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,114,7.441932089044895,0.8782689770062765,4341.87246080627,0.9338974500773468,1.8484750747680665,571737.2101374817,1000.0,0.7621880512650111,1.0,30607,712,55,158,136.02369079589843,0.0,2.7953264633814494,446.49451914846895,136.02369079589843,0.0,7812.710972926981,0.0,0.6687783678372701,0.0,5.752080295258252,0.0,0.6027298902166099,0.0,0.6027298902166099,0.0,5.752080295258252,1.0027562436773538,0.6687783678372701,0.6027298902166099,6.801184539794922,390.6355486463491
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,115,7.441932089044895,0.8783913129568099,3053.9699876773357,0.9206144793954046,1.8442882935206095,571497.6481736755,1000.0,0.5169570554264703,1.0,30383,464,41,170,135.295122273763,0.0,2.122080373764038,78743.16503143549,135.295122273763,0.0,8273.532873255863,0.0,0.6835930705070495,0.0,5.776203184969257,0.0,0.6002290721471663,0.0,0.6002290721471663,0.0,5.776203184969257,1.0068579673675304,0.6835930705070495,0.6002290721471663,6.764756113688151,413.67664366279314
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,116,7.512465560808563,0.8779003125429153,2967.592207116584,0.7186496314159248,2.1899390708316457,573576.870821991,1000.0,0.4465207951675327,1.0,30314,644,81,137,135.28425181995738,0.0,2.9406286369670522,2449269.776689904,135.28425181995738,0.0,7976.221137705899,0.0,0.7170392708344893,0.0,5.811219243921699,0.0,0.6002290721471659,0.0,0.6002290721471659,0.0,5.811219243921699,1.0106807765699548,0.7170392708344893,0.6002290721471659,9.920845133463542,584.922883431766
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,117,7.512465560808563,0.8781326425075531,2868.964979412357,0.9026539751434147,1.811763270334764,602809.7040086365,1000.0,0.46717579559374384,1.0,30228,292,58,148,135.43773165616122,0.0,3.0803452621806753,246353.4128679347,135.43773165616122,0.0,8861.390600892819,0.0,0.7395364750515331,0.0,5.842341285681956,0.0,0.6002290721471661,0.0,0.6002290721471661,0.0,5.842341285681956,0.9765992719424661,0.7395364750515331,0.6002290721471661,4.966050160725912,324.91765536606994
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,118,7.540553463814996,0.8767853105068206,3934.160247930586,0.8293849511393749,2.4153145360946655,607180.6727836609,1000.0,0.5063360124746742,1.0,30821,1064,22,199,135.47645568847656,0.0,3.0256933784484863,190.43448380947112,135.47645568847656,0.0,7428.426760321746,0.0,0.7403725576400757,0.0,5.8858230908069045,0.0,0.6002290721471661,0.0,0.6002290721471661,0.0,5.8858230908069045,0.9680031070291618,0.7403725576400757,0.6002290721471661,11.28970464070638,619.0355633601455
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,119,7.540553463814996,0.8773526440064112,2967.005003678799,0.8849986161179118,1.75103440284729,609203.0278034973,1000.0,0.48636949301592597,1.0,30457,673,59,157,135.33269882202148,0.0,1.7950258195400237,953013.2375218511,135.33269882202148,0.0,8672.038190521942,0.0,0.7298505298793316,0.0,5.91788694814363,0.0,0.6002290721471659,0.0,0.6002290721471659,0.0,5.91788694814363,0.9617851554582422,0.7298505298793316,0.6002290721471659,9.0221799214681,578.1358793681295
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,120,7.540553463814996,0.8766383101542791,3237.017748542428,0.8496180446811351,2.1560740556035722,621733.0326689148,1000.0,0.548268245120609,1.0,30625,808,39,178,135.3567134312221,0.0,3.3798435642605735,373.01866376519206,135.3567134312221,0.0,8201.871542281366,0.0,0.7203498383363088,0.0,5.945690735876329,0.0,0.6002290721471659,0.0,0.6002290721471659,0.0,5.945690735876329,0.9710831690642834,0.7203498383363088,0.6002290721471659,9.474969940185547,574.1310079596956
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,121,7.594761318657346,0.8764889796574911,3339.591015824576,0.866103042239083,2.226373448091395,621353.1080534363,1000.0,0.507720018617305,1.0,30295,512,86,129,135.20000771915213,0.0,3.060831266291001,63325.980579719544,135.20000771915213,0.0,7197.246340723319,0.0,0.6793318460969364,0.0,5.96730535426315,0.0,0.6002290721471661,0.0,0.6002290721471661,0.0,5.96730535426315,0.9814344516958169,0.6793318460969364,0.6002290721471661,7.661333770751953,407.8439593076547
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,122,7.594761318657346,0.8764679767688115,2656.7856883446375,0.8669863622075361,2.5561231191341696,626189.6976948547,1000.0,0.5574481858826774,1.0,30263,369,68,142,135.39461576021634,0.0,6.080954404977652,95136.55287909866,135.39461576021634,0.0,8039.961203733157,0.0,0.7714301668680631,0.0,5.984659775935339,0.0,0.6002290721471661,0.0,0.6002290721471661,0.0,5.984659775935339,0.9829074436317768,0.7714301668680631,0.6002290721471661,5.867100016276042,348.3983188284368
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,123,7.594761318657346,0.8764529786507289,2573.3244083839654,0.8806965174129353,2.6136648522482977,632260.964326477,1000.0,0.4605873768346197,1.0,30044,222,120,86,135.50725809733072,0.0,4.811285230848524,22708988.079583395,135.50725809733072,0.0,7201.861034555074,0.0,0.7153665059142642,0.0,5.9951559029934876,0.0,0.6002290721471661,0.0,0.6002290721471661,0.0,5.9951559029934876,0.9873735428802497,0.7153665059142642,0.6002290721471661,4.065217742919922,216.05583103665222
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,124,7.594761318657346,0.8763693122069041,2658.2978148922325,0.9711940275339153,1.8210357791847653,758237.2627919007,1000.0,0.5245880549340367,1.0,30123,222,82,123,135.40757412380643,0.0,2.8255810737609863,1311306.8894622494,135.40757412380643,0.0,8123.9650784768,0.0,0.6736520197656419,0.0,6.010686067999889,0.0,0.6002290721471661,0.0,0.6002290721471661,0.0,6.010686067999889,0.9831254464591364,0.6736520197656419,0.6002290721471661,4.062227223714193,243.718952354304
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,125,7.594761318657346,0.8760589764515558,4110.748292141855,0.9406848561059465,2.170183046658834,772847.3389941406,1000.0,0.7117874476445178,1.0,30452,581,72,139,135.3237782796224,0.0,4.202746899922689,593186.1846719455,135.3237782796224,0.0,9686.94275858449,0.0,0.7886903564135234,0.0,6.031670694049258,0.0,0.6002290721471663,0.0,0.6002290721471663,0.0,6.031670694049258,0.9866005572925259,0.7886903564135234,0.6002290721471663,6.76618891398112,484.3471379292244
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,126,7.594761318657346,0.8760829782485962,3411.3229902205862,0.9158983053316537,2.328893482685089,784557.302059021,1000.0,0.6375080695019553,1.0,30011,225,139,65,135.08853912353516,0.0,6.124138653278351,485140.007632184,135.08853912353516,0.0,8949.579948293158,0.0,0.7532297372817993,0.0,6.041146297436592,0.0,0.6002290721471661,0.0,0.6002290721471661,0.0,6.041146297436592,0.9881267137386632,0.7532297372817993,0.6002290721471661,3.602361043294271,238.65546528781755
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,127,7.594761318657346,0.8749893112977346,3377.7227401650944,0.8692447900648377,2.414229430258274,793528.8582141113,1000.0,0.4934811723904792,1.0,30278,454,78,136,135.44738674163818,0.0,3.0310749858617783,34712.33555261612,135.44738674163818,0.0,8568.746197255494,0.0,0.7020319998264313,0.0,6.071281820789568,0.0,0.6002290721471661,0.0,0.6002290721471661,0.0,6.071281820789568,0.9692161974767867,0.7020319998264313,0.6002290721471661,7.223860626220703,456.99979718695965
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,128,7.594761318657346,0.8761806442340215,2881.848512599965,0.8400892132334139,1.5632304201523464,805016.224654541,1000.0,0.580815330788228,1.0,30146,370,127,81,135.49770736694336,0.0,2.419744551181793,1915002.9494868242,135.49770736694336,0.0,10840.725809986741,0.0,0.7545887430508932,0.0,6.093713624471963,0.0,0.6002290721471661,0.0,0.6002290721471661,0.0,6.093713624471963,0.9585255536204855,0.7545887430508932,0.6002290721471661,5.419908294677734,433.6290323994697
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,129,7.685243595489466,0.875900643269221,2897.388903630078,0.8724983264621825,2.108272625340356,853086.4518945313,1000.0,0.5368323276608303,1.0,30488,623,45,170,135.49195777045355,0.0,3.2383513583077326,207132.73905929207,135.49195777045355,0.0,9387.045481659603,0.0,0.7655735380119748,0.0,6.116469624526747,0.0,0.600229072147166,0.0,0.600229072147166,0.0,6.116469624526747,0.96406494064741,0.7655735380119748,0.600229072147166,8.129517466227213,563.2227288995762
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,130,7.685243595489466,0.8756526434421539,3100.6127353534102,0.942245289920517,2.269331382079558,865194.6521350098,1000.0,0.5698129214906096,1.0,30199,336,91,116,135.5126620205966,0.0,3.895704074339433,1185558.2995439672,135.5126620205966,0.0,8580.09937958821,0.0,0.711083559827371,0.0,6.1327368623069765,0.0,0.6002290721471661,0.0,0.6002290721471661,0.0,6.1327368623069765,0.9617592104215225,0.711083559827371,0.6002290721471661,4.968797607421875,314.60364391823435
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,131,7.685243595489466,0.8755689771970113,2897.7420927984517,0.8596036928485933,2.4411870566281406,922177.4830395508,1000.0,0.7166454251413994,1.0,30302,353,53,154,135.32919172807172,0.0,6.512819030068138,3115831.7106588986,135.32919172807172,0.0,8430.410432721705,0.0,0.7132308049635454,0.0,6.145980355605045,0.0,0.6002290721471661,0.0,0.6002290721471661,0.0,6.145980355605045,0.9662214031827961,0.7132308049635454,0.6002290721471661,4.96207036336263,309.11504919979586
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,132,7.723437656111214,0.8753776450951894,2759.3131595405935,0.7570422607933329,2.077523347209482,999293.3245935058,1000.0,0.30417007397337864,1.0,29988,382,151,63,135.11445079130286,0.0,3.6905913703581867,10906408.279486066,135.11445079130286,0.0,8930.795243862225,0.0,0.692438658545999,0.0,6.175251780715027,0.0,0.6002290721471661,0.0,0.6002290721471661,0.0,6.175251780715027,0.9562041629821637,0.692438658545999,0.6002290721471661,7.6564855448404945,506.0783971521928
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,133,7.733824891572718,0.8745796436071396,3927.6267046522103,0.9166519613525264,2.5415740854599895,1211331.6824450684,1000.0,0.5559464707709101,1.0,30503,619,47,167,135.4266985724954,0.0,4.713460796019611,2708667.7353468705,135.4266985724954,0.0,8545.996289331062,0.0,0.7385955277611228,0.0,6.197663799214488,0.0,0.6002290721471661,0.0,0.6002290721471661,0.0,6.197663799214488,0.9557759760563894,0.7385955277611228,0.6002290721471661,7.6741795857747395,484.27312306209353
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,134,7.733824891572718,0.8746496444940567,2613.6330783410867,0.9279587099788354,2.3137596289316815,1286350.1752160646,1000.0,0.6960869956253826,1.0,30472,591,65,146,135.32593383789063,0.0,3.144576986630758,2310225.9254611325,135.32593383789063,0.0,8442.968083226053,0.0,0.7131155977646509,0.0,6.22375562355232,0.0,0.6002290721471663,0.0,0.6002290721471663,0.0,6.22375562355232,0.9391274106951372,0.7131155977646509,0.6002290721471663,6.7662966918945315,422.14840416130255
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,135,7.733824891572718,0.8746456442276637,2572.642252443532,0.9027491590356964,2.090761951605479,1347571.0779870606,1000.0,0.4457005449294021,1.0,30269,392,56,155,135.37616984049478,0.0,2.7439796129862466,2843911.762092209,135.37616984049478,0.0,8215.31894851014,0.0,0.6488795106609663,0.0,6.241020521500795,0.0,0.6002290721471663,0.0,0.6002290721471663,0.0,6.241020521500795,0.9463085320401365,0.6488795106609663,0.6002290721471663,6.76880849202474,410.7659474255069
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,136,7.812846152164006,0.8740529755751292,3685.8896922791005,0.9500912885785264,1.9435568551222484,1396067.3454101563,1000.0,0.6800778922349493,1.0,30323,463,90,118,135.39739863077799,0.0,4.276571333408356,12329802.35737725,135.39739863077799,0.0,9834.549662208776,0.0,0.6853190859158834,0.0,6.25675851622099,0.0,0.6002290721471661,0.0,0.6002290721471661,0.0,6.25675851622099,0.945677368543476,0.6853190859158834,0.6002290721471661,5.41589594523112,393.38198648835095
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,137,7.93727897495439,0.874103977282842,2673.602624644935,0.8622224228336819,2.757958306985743,1587285.2639208985,1000.0,0.6120822093930285,1.0,30667,722,19,194,135.32290918686812,0.0,7.341272354125977,7838.075084419251,135.32290918686812,0.0,8518.394646898996,0.0,0.7102361356510836,0.0,6.278021118244075,0.0,0.6002290721471661,0.0,0.6002290721471661,0.0,6.278021118244075,0.9464295788289527,0.7102361356510836,0.6002290721471661,7.66829818725586,482.70902999094307
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,138,7.93727897495439,0.8739649794499079,2517.0803927705683,0.9231553408874945,2.556158047456008,1593609.9248962402,1000.0,0.5960100531563091,1.0,30189,350,96,113,135.47448143592248,0.0,8.145267266493578,611490.2818506383,135.47448143592248,0.0,9518.375794498408,0.0,0.7207037485562838,0.0,6.296207794153529,0.0,0.6002290721471661,0.0,0.6002290721471661,0.0,6.296207794153529,0.9484573226271452,0.7207037485562838,0.6002290721471661,5.870560862223307,412.46295109493104
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,139,7.93727897495439,0.8736873135964076,2550.6116555970907,0.9206411877582746,2.5083123024772194,1606542.856036377,1000.0,0.6055204313341503,1.0,30504,618,47,167,135.4554874195772,0.0,5.10677225449506,209691.57694232464,135.4554874195772,0.0,9545.067733065875,0.0,0.7397522470530342,0.0,6.318865154130555,0.0,0.6002290721471661,0.0,0.6002290721471661,0.0,6.318865154130555,0.9471754771196209,0.7397522470530342,0.6002290721471661,7.6758109537760415,540.8871715403995
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,140,7.93727897495439,0.8741726430257162,2522.8504471206666,0.8989488169348101,1.7972676916555925,1619045.4693151854,1000.0,0.38975630792164323,1.0,30224,232,30,176,135.21609219637784,0.0,2.9826089468869297,984438.0797912455,135.21609219637784,0.0,10494.25819153971,0.0,0.7137008526108481,0.0,6.332803451886897,0.0,0.6002290721471661,0.0,0.6002290721471661,0.0,6.332803451886897,0.9501958159077485,0.7137008526108481,0.6002290721471661,4.957923380533854,384.7894670231227
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,141,8.061711797744776,0.8735343112548193,2597.666873028179,0.8073074353748291,2.5229787677526474,1626981.406278076,1000.0,0.40290226019592557,1.0,30126,337,85,128,135.3476734161377,0.0,4.673750251531601,8191996.015400624,135.3476734161377,0.0,9189.240316290548,0.0,0.7500786446034908,0.0,6.352979555832429,0.0,0.6002290721471661,0.0,0.6002290721471661,0.0,6.352979555832429,0.9567961066167565,0.7500786446034908,0.6002290721471661,7.218542582194011,490.09281686882923
