algorithm,attack_type,dataset,seed,n_nodes,n_attackers,noise_mult,clip_bound,sampling_rate,split_mode,dirichlet_alpha,start_round,round,epsilon,accuracy,test_loss,f1_score,mean_update_norm_honest,mean_update_norm_attacker,best_alpha,precision,recall,total_tp_all,total_fp_all,total_fn_all,total_tn_all,eps_n_honest,eps_n_attacker,V_agg_norm_honest,V_agg_norm_attacker,n_rejected_honest,n_rejected_attacker,S_agg_norm_honest,S_agg_norm_attacker,D_threshold_honest,D_threshold_attacker,eps_avg,eps_std,rho_t,trust_toward_honest,trust_toward_attacker
trust-aware,scale,fashion_mnist,42,500,100,1.1,2.0,0.05,iid,1.0,50,25,1.255370164114324,0.7654032301902771,0.6737670855224133,nan,0.04208483254270894,0.04391614023596049,1000.0,nan,nan,0,28,0,10766,1.2553701641143242,1.2553701641143242,0.6218369847961834,0.23617875725030898,0.0,0.28,1.225001301084246,0.4609453797340393,0.111398829018718,0.09599296554618089,1.2553701641143242,2.220446049250313e-16,0.6749999999999999,0.9820219617512647,0.7261924499145116
trust-aware,scale,fashion_mnist,42,500,100,1.1,2.0,0.05,iid,1.0,50,26,1.2882265209338715,0.7668497312068939,0.6682874023914337,nan,0.04184927309260649,0.04357762549072504,1000.0,0.0,nan,0,85,0,10341,1.2882265209338717,1.2882265209338717,1.095047668499105,0.22236662358045578,0.29411764705882354,0.8,1.4853137819206013,0.42294946044683457,0.16011977791236906,0.09290427092896256,1.288226520933872,4.440892098500626e-16,0.69,0.9814345059869045,0.7273684981861849
trust-aware,scale,fashion_mnist,42,500,100,1.1,2.0,0.05,iid,1.0,50,27,1.3223351707503768,0.768240482211113,0.6634055435657501,nan,0.04091617691776027,0.042341116592288015,1000.0,0.0,nan,0,76,0,10624,1.3223351707503763,1.322335170750376,0.8864082305327706,0.215823113322258,0.2608695652173913,0.7,1.1866061013677847,0.4208694049715996,0.13945053036236377,0.08987186725877376,1.3223351707503765,2.220446049250313e-16,0.705,0.980200793412876,0.726012138921309
trust-aware,scale,fashion_mnist,42,500,100,1.1,2.0,0.05,iid,1.0,50,28,1.3577503788831171,0.7696367290616035,0.6585373868048191,nan,0.04111783421383454,0.04146154798567295,1000.0,0.0,nan,0,244,0,11402,1.3577503788831173,1.3577503788831171,0.6689097921435649,0.2216631714999676,0.07692307692307693,2.42,0.9736824528529093,0.44582260996103285,0.12111026984356009,0.08706214220393434,1.3577503788831173,2.220446049250313e-16,0.7200000000000001,0.9790594210249254,0.7195868752379081
trust-aware,scale,fashion_mnist,42,500,100,1.1,2.0,0.05,iid,1.0,50,29,1.3945327218869124,0.7707639810442924,0.6542297084629536,nan,0.039807931002643376,0.04087856497615576,1000.0,nan,nan,0,213,0,10571,1.3945327218869124,1.3945327218869128,0.7839849243561426,0.20429834306240083,0.0,2.13,1.1896294603745143,0.38424565076828004,0.12523691022008634,0.08454460754992126,1.3945327218869124,0.0,0.735,0.9784906337449463,0.7190556212480486
trust-aware,scale,fashion_mnist,42,500,100,1.1,2.0,0.05,iid,1.0,50,30,1.4327504734265042,0.7719202280044556,0.6502398842573166,nan,0.038831768987270504,0.04028560448437929,1000.0,0.0,nan,0,250,0,10856,1.432750473426504,1.4327504734265037,0.7914067220229369,0.19645165160298347,0.19230769230769232,2.45,1.0033294890935605,0.38295953631401064,0.1299145506997334,0.08215542246612668,1.4327504734265044,2.220446049250313e-16,0.75,0.9771792481861972,0.7174289961905902
trust-aware,scale,fashion_mnist,42,500,100,1.1,2.0,0.05,iid,1.0,50,31,1.4724814279430891,0.7732319809496403,0.6460051235556602,nan,0.039645586601075006,0.0400405914708972,1000.0,0.0,nan,0,129,0,10709,1.4724814279430891,1.4724814279430887,0.7762624805464464,0.18981770426034927,0.17647058823529413,1.26,1.1207317780045902,0.36855327010154726,0.13551338447585684,0.07993287500429576,1.472481427943089,2.220446049250313e-16,0.7649999999999999,0.976724094356676,0.7175956583986831
trust-aware,scale,fashion_mnist,42,500,100,1.1,2.0,0.05,iid,1.0,50,32,1.5138153326430999,0.7740992327034474,0.6425278496742248,nan,0.03862330410629511,0.039541580118238925,1000.0,0.0,nan,0,344,0,11096,1.5138153326430999,1.5138153326431,0.6350091062486172,0.1892328728735447,0.2,3.4,0.9245632797479629,0.3726160484552383,0.12805204679392507,0.07796477861878355,1.5138153326430996,2.220446049250313e-16,0.78,0.9760572497143695,0.7154110468029564
trust-aware,scale,fashion_mnist,42,500,100,1.1,2.0,0.05,iid,1.0,50,33,1.5568571736316952,0.7751927304267884,0.6389968179166317,nan,0.03732684006293615,0.03890768334269524,1000.0,0.0,nan,0,171,0,10631,1.556857173631695,1.5568571736316952,0.7393848631117079,0.18075344502925872,0.16666666666666666,1.68,1.1625236339039273,0.34670801788568495,0.11721093250177048,0.0760977103845998,1.5568571736316952,0.0,0.795,0.9754963023615908,0.7150765439225877
trust-aware,scale,fashion_mnist,42,500,100,1.1,2.0,0.05,iid,1.0,50,34,1.5961356544147973,0.7762362292408943,0.635651815533638,nan,0.037862653747714796,0.03821434270590544,1000.0,0.0,nan,0,310,0,11616,1.5961356544147975,1.596135654414798,0.692554850002815,0.1788306339085102,0.06896551724137931,3.08,0.8805033636504206,0.35245132088661196,0.12023798176427242,0.07424865640942198,1.5961356544147978,4.440892098500626e-16,0.81,0.9741103046032885,0.711611423108715
trust-aware,scale,fashion_mnist,42,500,100,1.1,2.0,0.05,iid,1.0,50,35,1.6303152389904,0.7771479804813862,0.6325307816267014,nan,0.03686532215215266,0.03790139567106962,1000.0,0.0,nan,0,187,0,10919,1.6303152389903997,1.6303152389903994,0.6517036305740476,0.17760720431804658,0.0625,1.86,0.9939364232122898,0.3523144307732582,0.11039309444688514,0.07262153391122127,1.6303152389903999,2.220446049250313e-16,0.825,0.9737009799192714,0.7071595827314453
trust-aware,scale,fashion_mnist,42,500,100,1.1,2.0,0.05,iid,1.0,50,36,1.6656394806877934,0.7777457304298878,0.6300179643929005,nan,0.03586293502964757,0.037406035624444486,1000.0,0.0,nan,0,134,0,10896,1.6656394806877939,1.6656394806877934,0.6609563366933302,0.17917415782809257,0.09090909090909091,1.32,0.9153721847317435,0.3570500507950783,0.10415832437928749,0.07098138647284444,1.6656394806877939,4.440892098500626e-16,0.84,0.972672768847979,0.700984412868026
trust-aware,scale,fashion_mnist,42,500,100,1.1,2.0,0.05,iid,1.0,50,37,1.7021545775828013,0.7787309812009334,0.6273578007519245,nan,0.03597548683839185,0.03717839203774929,1000.0,nan,nan,0,176,0,10446,1.7021545775828013,1.7021545775828013,0.6813126674720219,0.1698927591741085,0.0,1.76,1.1564026091779982,0.32412843614816667,0.09794635478597179,0.06946468640164216,1.7021545775828018,4.440892098500626e-16,0.855,0.9722890293646038,0.6989713548465784
trust-aware,scale,fashion_mnist,42,500,100,1.1,2.0,0.05,iid,1.0,50,38,1.7399113538860758,0.7793367323279381,0.62477823138237,nan,0.035611101251561195,0.036748853661119935,1000.0,0.0,nan,0,704,0,11336,1.7399113538860758,1.7399113538860755,0.7972994111478329,0.16141427904367447,0.21875,6.97,0.8376628663390875,0.3080477133393288,0.12784606140027432,0.06807960539034473,1.7399113538860753,4.440892098500626e-16,0.8700000000000001,0.9705777876495209,0.7018361633397329
trust-aware,scale,fashion_mnist,42,500,100,1.1,2.0,0.05,iid,1.0,50,39,1.7789660529514504,0.7801612293720246,0.6221752744913102,nan,0.035557133704423906,0.035940533876419066,1000.0,0.0,nan,0,278,0,10916,1.7789660529514504,1.7789660529514506,0.6542859204113484,0.1607135732471943,0.4,2.7,0.8629276424646377,0.31808330029249193,0.1115352172048105,0.06672448190200767,1.7789660529514502,2.220446049250313e-16,0.885,0.9699198572873396,0.6999842131170088
trust-aware,scale,fashion_mnist,42,500,100,1.1,2.0,0.05,iid,1.0,50,40,1.8193813121440443,0.7808784811198711,0.6199856542050839,nan,0.03572078592454394,0.03567315544933081,1000.0,0.0,nan,0,296,0,11210,1.8193813121440445,1.8193813121440439,0.590402835359176,0.15467795252799987,0.125,2.93,0.7977075502276421,0.2993733933568001,0.10294550463533277,0.06539711701914425,1.8193813121440445,2.220446049250313e-16,0.8999999999999999,0.9689296236928513,0.6999463961689499
trust-aware,scale,fashion_mnist,42,500,100,1.1,2.0,0.05,iid,1.0,50,41,1.8612273687051577,0.7817647306621075,0.6174692890048027,nan,0.035085042876501875,0.0356790965422988,1000.0,0.0,nan,0,358,0,11466,1.8612273687051581,1.8612273687051581,0.5554054744541645,0.15807484745979308,0.13333333333333333,3.54,0.824349045753479,0.31729150146245955,0.09751148632777444,0.06419222584070905,1.861227368705158,2.220446049250313e-16,0.915,0.9675462946236568,0.6949477746279551
trust-aware,scale,fashion_mnist,42,500,100,1.1,2.0,0.05,iid,1.0,50,42,1.904583560352156,0.7821029804646968,0.6157631359994411,nan,0.034292746116133296,0.035251638237386945,1000.0,0.0,nan,0,208,0,10696,1.9045835603521555,1.9045835603521561,0.5757362658486647,0.15346756771206857,0.058823529411764705,2.07,0.9209729994044584,0.2999155712127686,0.09261624081344888,0.06299937115539725,1.9045835603521557,2.220446049250313e-16,0.9299999999999999,0.9670985138929347,0.6930605369679463
trust-aware,scale,fashion_mnist,42,500,100,1.1,2.0,0.05,iid,1.0,50,43,1.9495402035165759,0.7829147282242775,0.6135164099931717,nan,0.034004619419574736,0.035035185795277354,1000.0,0.0,nan,0,224,0,11096,1.9495402035165765,1.9495402035165759,0.4802764129638672,0.14576588630676268,0.2,2.19,0.7271924579143524,0.27917735040187835,0.08235270251572802,0.061899275899023595,1.9495402035165765,6.661338147750939e-16,0.945,0.9660551352434439,0.6903503497711267
trust-aware,scale,fashion_mnist,42,500,100,1.1,2.0,0.05,iid,1.0,50,44,1.9962009572946733,0.7833969803154468,0.6116618999838829,nan,0.03404566404168253,0.03455444063991308,1000.0,0.0,nan,0,178,0,10914,1.9962009572946733,1.9962009572946726,0.6101434457081335,0.14429383024573325,0.18518518518518517,1.73,0.798513341833044,0.28288210183382034,0.09241939656377111,0.06090577364496168,1.9962009572946728,4.440892098500626e-16,0.96,0.9645573802666866,0.6879098546155176
trust-aware,scale,fashion_mnist,42,500,100,1.1,2.0,0.05,iid,1.0,50,45,2.044685814238566,0.7841099789738655,0.6098605571687221,nan,0.03368459515273571,0.034243913721293213,1000.0,0.0,nan,0,548,0,11270,2.044685814238566,2.0446858142385658,0.5409341895580292,0.140032891780138,0.24,5.42,0.7832487559318543,0.27154474943876267,0.0949742458318303,0.059931546636294936,2.0446858142385658,4.440892098500626e-16,0.975,0.9635329315832838,0.6895633500572251
trust-aware,scale,fashion_mnist,42,500,100,1.1,2.0,0.05,iid,1.0,50,46,2.0786677031269156,0.7847329802811146,0.6081174412369728,nan,0.03317551650106907,0.03356297405436635,1000.0,0.0,nan,0,380,0,10442,2.078667703126915,2.078667703126915,0.6496703505516053,0.1365016807615757,0.06666666666666667,3.79,1.0512382328510284,0.26656084895133975,0.095095510717542,0.058825081949611085,2.0786677031269156,0.0,0.99,0.9632375124279411,0.6910703936677672
trust-aware,scale,fashion_mnist,42,500,100,1.1,2.0,0.05,iid,1.0,50,47,2.1134879265457753,0.7852869801223278,0.6064641469717026,nan,0.03319072523819549,0.03414468863978982,1000.0,0.0,nan,0,582,0,11632,2.113487926545776,2.113487926545776,0.4636286731277193,0.1386501607298851,0.21428571428571427,5.76,0.668145127594471,0.2768537190556526,0.08565056315011985,0.057994924785262275,2.1134879265457758,4.440892098500626e-16,1.005,0.961920637663572,0.6866856582571783
trust-aware,scale,fashion_mnist,42,500,100,1.1,2.0,0.05,iid,1.0,50,48,2.1493007737632155,0.78582873031497,0.6048703633248806,nan,0.033652459969744086,0.03369764132425189,1000.0,0.0,nan,0,161,0,10367,2.1493007737632155,2.149300773763216,0.7375768907368183,0.13332532867789268,0.1875,1.58,1.0047552287578583,0.2601094055175781,0.10494785490729477,0.05710098518155121,2.1493007737632155,0.0,1.02,0.961451682335995,0.6871489990662202
trust-aware,scale,fashion_mnist,42,500,100,1.1,2.0,0.05,iid,1.0,50,49,2.1861402047376153,0.7863484808802604,0.6033665685355664,nan,0.033426448004320264,0.03294300323352218,1000.0,0.0,nan,0,226,0,10506,2.1861402047376153,2.1861402047376157,0.4683727202937007,0.1302451668679714,0.125,2.24,0.8191791996359825,0.2535116121172905,0.07248738742095934,0.056168823533674944,2.1861402047376153,0.0,1.035,0.9610648413368552,0.6865386479961021
trust-aware,scale,fashion_mnist,42,500,100,1.1,2.0,0.05,iid,1.0,50,50,2.2240427388792705,0.7866207285225392,0.6023226390779018,0.8923778178855976,0.03443610818967933,0.6659652471542359,1000.0,0.8554421768707483,0.8141000186239461,10447,684,132,159,2.22404273887927,0.0,0.4995359249767803,0.19202330380678176,26.285714285714285,105.79,0.7417156213805789,0.4661756736040115,0.09113025024103069,0.0,2.22404273887927,4.440892098500626e-16,1.05,0.9604360800135258,0.6671740194977647
trust-aware,scale,fashion_mnist,42,500,100,1.1,2.0,0.05,iid,1.0,50,51,2.2630477569582963,0.7865599793195724,0.6026951265335083,0.5999677350581133,0.0327749612795956,2.062945989370346,1000.0,0.8308080808080808,0.4337695953173907,10100,487,284,101,2.2630477569582967,0.0,0.6027828253367368,0.6627185752987862,11.941176470588236,103.84,0.8260454640668982,1.44406219124794,0.09607540879695471,0.0,2.2630477569582967,4.440892098500626e-16,1.065,0.9600268479421903,0.6641032038579807
trust-aware,scale,fashion_mnist,42,500,100,1.1,2.0,0.05,iid,1.0,50,52,2.303197848143191,0.7856757313013076,0.6095015712082386,0.6227737104231365,0.03352463585050667,11.682714748382569,1000.0,0.8571428571428571,0.4323472633584224,10028,285,156,127,2.3031978481431916,0.0,0.5476357533651239,3.6064775466918944,7.588235294117647,101.84,1.020593871088589,8.177900190353393,0.06883938539000538,0.0,2.3031978481431916,4.440892098500626e-16,1.08,0.9595403136570766,0.6589868645270106
trust-aware,scale,fashion_mnist,42,500,100,1.1,2.0,0.05,iid,1.0,50,53,2.344539209861966,0.7876769791543484,0.5991800986230373,0.9601075747220352,0.03295760777675443,53.917070388793945,1000.0,0.9296875,0.9390617913832201,10574,690,14,128,2.344539209861967,0.0,0.6677846444977654,16.74808915615082,37.55555555555556,105.88,1.3203131556510925,37.741948432922364,0.08498829073593207,0.0,2.344539209861967,8.881784197001252e-16,1.095,0.9589979788652593,0.6352358372433147
trust-aware,scale,fashion_mnist,42,500,100,1.1,2.0,0.05,iid,1.0,50,54,2.3871221095865076,0.7878929786384106,0.6001992973685265,0.9995450409463149,0.03398999349715618,277.4503800201416,1000.0,0.8227848101265822,1.0,10701,805,0,260,2.387122109586507,0.0,0.6721908748149872,86.5352511024475,30.96153846153846,107.01,1.1338792489125178,194.21526176452636,0.090864571674765,0.0,2.387122109586507,4.440892098500626e-16,1.11,0.9579888303763403,0.6070987791903549
trust-aware,scale,fashion_mnist,42,500,100,1.1,2.0,0.05,iid,1.0,50,55,2.431001419315337,0.7881039814651012,0.5977555258572101,0.99812734082397,0.032715351010362305,1433.946011352539,1000.0,0.7472222222222222,1.0,10092,195,0,101,2.431001419315337,0.0,0.7238025943438212,446.6691096496582,13.0,100.92,1.2415531158447266,1003.762194519043,0.08281712936824234,0.0,2.431001419315337,0.0,1.125,0.9575774775091843,0.6004653501163665
