algorithm,attack_type,dataset,seed,n_nodes,n_attackers,noise_mult,clip_bound,sampling_rate,split_mode,dirichlet_alpha,start_round,round,epsilon,accuracy,test_loss,f1_score,mean_update_norm_honest,mean_update_norm_attacker,best_alpha,precision,recall,total_tp_all,total_fp_all,total_fn_all,total_tn_all,D_threshold_honest,D_threshold_attacker,n_rejected_honest,n_rejected_attacker,eps_n_honest,eps_n_attacker,V_agg_norm_honest,V_agg_norm_attacker,S_agg_norm_honest,S_agg_norm_attacker,eps_avg,eps_std,rho_t,trust_toward_honest,trust_toward_attacker
trust-aware,scale,fashion_mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,116,5.4388664510187725,0.7973369803031286,0.5886638488372167,0.9743475860580655,0.026910497722300617,nan,1000.0,0.8078185135202679,1.0,30395,505,0,276,0.04083455404655366,0.0,22.954545454545453,151.975,5.438866451018774,0.0,0.35609111325307324,nan,0.5070517754012888,nan,5.438866451018774,1.7763568394002505e-15,2.04,0.9197405438647237,nan
trust-aware,scale,fashion_mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,117,5.48749013258289,0.7976986461877823,0.5882283753156662,0.9979919678714859,0.026040148159319706,nan,1000.0,0.7470238095238095,1.0,30286,389,0,51,0.0442802645857229,0.0,35.36363636363637,151.43,5.487490132582891,0.0,0.5965433012355458,nan,1.0133539654991843,nan,5.487490132582891,8.881784197001252e-16,2.055,0.919469860485725,nan
trust-aware,scale,fashion_mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,118,5.536958684228259,0.797648646235466,0.588721761504809,0.9980915443100316,0.02407724715769291,nan,1000.0,0.9962639109697934,1.0,30843,945,0,318,0.036462529751186905,0.0,37.8,154.215,5.536958684228259,0.0,0.33510953724384307,nan,0.49451458096504214,nan,5.536958684228259,0.0,2.07,0.9179975602069507,nan
trust-aware,scale,fashion_mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,119,5.5872893005602045,0.7973899807532628,0.5893753202756246,0.9970561842858746,0.025924964249134062,nan,1000.0,0.9941935405418553,1.0,30516,619,0,211,0.04165722219621475,0.0,30.95,152.58,5.587289300560204,0.0,0.3544083297252655,nan,0.5680383637547493,nan,5.587289300560204,8.881784197001252e-16,2.085,0.9168946453667766,nan
trust-aware,scale,fashion_mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,120,5.638499691921221,0.7976836456855139,0.5893441657225291,1.0,0.026313084044626782,nan,1000.0,1.0,1.0,30664,764,0,222,0.03715592323121192,0.0,36.38095238095238,153.32,5.63849969192122,0.0,0.3421242577689035,nan,0.5385069605850038,nan,5.63849969192122,8.881784197001252e-16,2.1,0.9158400215959238,nan
trust-aware,scale,fashion_mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,121,5.690608103126535,0.7974666462341944,0.5905681276321411,0.9966318415718072,0.023971933433238196,nan,1000.0,0.9933862433862434,1.0,30381,483,0,158,0.034574329410706005,0.0,28.41176470588235,151.905,5.690608103126535,0.0,0.31344811004750867,nan,0.5657180232160232,nan,5.690608103126535,0.0,2.115,0.9151661450244596,nan
trust-aware,scale,fashion_mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,122,5.743633332930533,0.7980196483929952,0.5899418864647548,0.9753086419753088,0.025283555142008342,nan,1000.0,0.9581320450885669,1.0,30331,433,0,78,0.0426436106607389,0.0,33.30769230769231,151.655,5.743633332930534,0.0,0.4232329221872183,nan,0.7818668026190537,nan,5.743633332930534,8.881784197001252e-16,2.13,0.914773176456366,nan
trust-aware,scale,fashion_mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,123,5.797594754252546,0.797799978852272,0.5904152868191401,1.0,0.02410484953886933,nan,1000.0,1.0,1.0,30164,264,0,44,0.03320508123684604,0.0,29.333333333333332,150.82,5.797594754252545,0.0,0.3966228763262431,nan,0.7450142171647813,nan,5.797594754252545,8.881784197001252e-16,2.145,0.9145757639499408,nan
trust-aware,scale,fashion_mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,124,5.852512335191406,0.7979256453116735,0.5906615875164668,0.9985185185185184,0.0253859410683314,nan,1000.0,0.9970588235294118,1.0,30205,306,0,39,0.035634114090923444,0.0,34.0,151.025,5.852512335191406,0.0,0.4174547923935784,nan,0.7833801176812913,nan,5.852512335191406,0.0,2.16,0.9143684204271596,nan
trust-aware,scale,fashion_mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,125,5.908406660859312,0.7977246461311976,0.591378746231397,1.0,0.025902308896183966,nan,1000.0,1.0,1.0,30524,624,0,96,0.038061585247812,0.0,41.6,152.62,5.908406660859312,0.0,0.38684030771255495,nan,0.6762480735778809,nan,5.908406660859312,0.0,2.175,0.9138766775480741,nan
trust-aware,scale,fashion_mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,126,5.9652989560665395,0.7978733140230179,0.591450497508049,1.0,0.023409046698361635,nan,1000.0,1.0,1.0,30150,250,0,40,0.03921286250427376,0.0,31.25,150.75,5.9652989560665395,0.0,0.40365317836403847,nan,0.8040570095181465,nan,5.9652989560665395,0.0,2.19,0.9136720958603023,nan
trust-aware,scale,fashion_mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,127,6.023211108889667,0.7977546467383703,0.5923094592491785,0.9979857528862688,0.025545016629621387,nan,1000.0,0.8300160513643658,1.0,30356,461,0,129,0.03787251084343962,0.0,28.8125,151.78,6.023211108889668,0.0,0.3645474649965763,nan,0.6196654662489891,nan,6.023211108889668,8.881784197001252e-16,2.205,0.913010469838036,nan
trust-aware,scale,fashion_mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,128,6.0821656951570935,0.7976329793532689,0.5933542821804683,1.0,0.025869297950218122,nan,1000.0,1.0,1.0,30273,373,0,78,0.036176587778412976,0.0,31.083333333333332,151.365,6.0821656951570935,0.0,0.4033704573909442,nan,0.7305861463149389,nan,6.0821656951570935,0.0,2.22,0.9125877863324493,nan
trust-aware,scale,fashion_mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,129,6.142186003886753,0.7977676451206207,0.5934810411930084,1.0,0.024408920771545835,nan,1000.0,1.0,1.0,30533,633,0,160,0.03377567219075417,0.0,35.166666666666664,152.665,6.142186003886753,0.0,0.3115590438246727,nan,0.5362912813822428,nan,6.142186003886753,0.0,2.235,0.9117709849085529,nan
trust-aware,scale,fashion_mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,130,6.203296063712107,0.7978416452805202,0.5944950725634893,1.0,0.02670167691328309,nan,1000.0,1.0,1.0,30290,390,0,62,0.0359151751282162,0.0,35.45454545454545,151.45,6.203296063712108,0.0,0.39133507013320923,nan,0.7916785424405878,nan,6.203296063712108,1.7763568394002505e-15,2.25,0.9114766197281682,nan
trust-aware,scale,fashion_mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,131,6.26552067033368,0.7977933118740718,0.5944639792044958,0.9991150442477876,0.029208849946206265,nan,1000.0,0.9982456140350877,1.0,30355,456,0,51,0.03567807629399737,0.0,41.45454545454545,151.775,6.26552067033368,0.0,0.3913933607664975,nan,0.7262579907070507,nan,6.26552067033368,0.0,2.265,0.9112257979123601,nan
trust-aware,scale,fashion_mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,132,6.328885415034608,0.7977633132537206,0.5946131241321564,1.0,0.023183997172643158,nan,1000.0,1.0,1.0,30139,239,0,206,0.03448220694865499,0.0,14.058823529411764,150.695,6.328885415034607,0.0,0.3281906466273701,nan,0.4612989408128402,nan,6.328885415034607,8.881784197001252e-16,2.2800000000000002,0.9102369658027901,nan
trust-aware,scale,fashion_mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,133,6.393416714299886,0.7978239800532659,0.5952037048339843,1.0,0.02384322531083051,nan,1000.0,1.0,1.0,30550,650,0,136,0.032928842922369514,0.0,38.23529411764706,152.75,6.393416714299887,0.0,0.3145846759571749,nan,0.565376762081595,nan,6.393416714299887,8.881784197001252e-16,2.295,0.9096238411930403,nan
trust-aware,scale,fashion_mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,134,6.459141840580268,0.7977343126138051,0.5959956471125285,1.0,0.02527883549531301,nan,1000.0,1.0,1.0,30537,637,0,100,0.03358445460812352,0.0,42.46666666666667,152.685,6.459141840580267,0.0,0.34706011215845745,nan,0.6005487600962321,nan,6.459141840580267,8.881784197001252e-16,2.31,0.9091311079124793,nan
trust-aware,scale,fashion_mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,135,6.526088954243005,0.7979239787658056,0.5962086089452108,0.9976415094339622,0.02404371884961923,nan,1000.0,0.9953703703703703,1.0,30325,426,0,121,0.030825770854770965,0.0,28.4,151.625,6.526088954243007,0.0,0.3093348860740662,nan,0.5678353448708852,nan,6.526088954243007,1.7763568394002505e-15,2.3249999999999997,0.9085987242706668,nan
trust-aware,scale,fashion_mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,136,6.594287136752883,0.798121979435285,0.5960944310824077,0.9984350547730829,0.022783486638218164,nan,1000.0,0.8972222222222221,1.0,30413,515,0,66,0.03230270597738563,0.0,42.916666666666664,152.065,6.594287136752884,0.0,0.3478215883175532,nan,0.6696531623601913,nan,6.594287136752884,8.881784197001252e-16,2.3400000000000003,0.9082728135646487,nan
trust-aware,scale,fashion_mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,137,6.663766425128326,0.7979533131917318,0.5971051845947901,0.9969593380987374,0.026733953177052384,nan,1000.0,0.993972183866197,1.0,30686,791,0,125,0.03647161760794189,0.0,46.529411764705884,153.43,6.663766425128328,0.0,0.35358362864045534,nan,0.6077474916682524,nan,6.663766425128328,1.7763568394002505e-15,2.355,0.9077868301437569,nan
trust-aware,scale,fashion_mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,138,6.734557847718581,0.7980779786904653,0.5974104563395183,1.0,0.02261314670053812,nan,1000.0,1.0,1.0,30285,385,0,78,0.03089839925840165,0.0,29.615384615384617,151.425,6.734557847718584,0.0,0.3455445468425751,nan,0.6204738341844999,nan,6.734557847718584,2.6645352591003757e-15,2.37,0.907465413188226,nan
trust-aware,scale,fashion_mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,139,6.80669346134933,0.7980059802532196,0.5976813127597173,0.9981348777854128,0.024703019024694666,nan,1000.0,0.9963197644649258,1.0,30551,653,0,132,0.03451121248616439,0.0,38.411764705882355,152.755,6.806693461349332,0.0,0.3321550383287318,nan,0.5766184084555682,nan,6.806693461349332,1.7763568394002505e-15,2.385,0.9068672836062843,nan
trust-aware,scale,fashion_mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,140,6.880206389885328,0.797942645351092,0.5985648099581401,1.0,0.025381406091830948,nan,1000.0,1.0,1.0,30254,354,0,54,0.02955675916091621,0.0,32.18181818181818,151.27,6.880206389885328,0.0,0.4112949588082053,nan,0.7388957386667078,nan,6.880206389885328,0.0,2.4,0.9065954166584391,nan
trust-aware,scale,fashion_mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,141,6.95513086425999,0.7977679787079494,0.6001866749922434,1.0,0.024164504138752818,nan,1000.0,1.0,1.0,30211,311,0,154,0.03107626515509532,0.0,19.4375,151.055,6.95513086425999,0.0,0.301105884835124,nan,0.5126147773116827,nan,6.95513086425999,0.0,2.415,0.9058271360942015,nan
trust-aware,scale,fashion_mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,142,7.031502264023105,0.798064647714297,0.5993191274007161,1.0,0.02279533166438341,nan,1000.0,1.0,1.0,30288,388,0,68,0.029379875949490857,0.0,32.333333333333336,151.44,7.0315022640231035,0.0,0.3027316828568776,nan,0.5718693162004153,nan,7.0315022640231035,1.7763568394002505e-15,2.43,0.9054926232909111,nan
trust-aware,scale,fashion_mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,143,7.109357160459109,0.798102980852127,0.599870424469312,1.0,0.024240772505956038,nan,1000.0,1.0,1.0,30371,471,0,98,0.031945303748843405,0.0,33.642857142857146,151.855,7.109357160459111,0.0,0.3651862165757588,nan,0.572362631559372,nan,7.109357160459111,1.7763568394002505e-15,2.445,0.9049984957153168,nan
trust-aware,scale,fashion_mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,144,7.188733361329623,0.7980099789301555,0.6007490434249242,1.0,0.02148757248439572,nan,1000.0,1.0,1.0,30370,470,0,54,0.031425218110010734,0.0,42.72727272727273,151.85,7.188733361329623,0.0,0.3700964234092019,nan,0.6933480988849293,nan,7.188733361329623,0.0,2.4599999999999995,0.9047613678809572,nan
trust-aware,scale,fashion_mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,145,7.269669957295138,0.7978653120994568,0.6013548686107,0.9980769230769231,0.022089338744990528,nan,1000.0,0.9962121212121212,1.0,30213,314,0,159,0.030554086146364394,0.0,19.625,151.065,7.269669957295138,0.0,0.28725088853389025,nan,0.46885364316403866,nan,7.269669957295138,0.0,2.475,0.9040461121777551,nan
trust-aware,scale,fashion_mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,146,7.352207370071938,0.7980193120241165,0.6020234719912211,1.0,0.02360915703078111,nan,1000.0,1.0,1.0,30477,577,0,166,0.03087628414130999,0.0,32.05555555555556,152.385,7.352207370071939,0.0,0.318667921755049,nan,0.5025435421201918,nan,7.352207370071939,8.881784197001252e-16,2.49,0.9032570319511838,nan
trust-aware,scale,fashion_mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,147,7.436387402381476,0.7980753103892009,0.6019424434502919,0.9994921279837481,0.021564963910924762,nan,1000.0,0.9157407407407407,1.0,30516,618,0,186,0.02937258977312741,0.0,32.526315789473685,152.58,7.4363874023814756,0.0,0.2816643699219352,nan,0.46486469005283554,nan,7.4363874023814756,8.881784197001252e-16,2.5050000000000003,0.9023295999258519,nan
trust-aware,scale,fashion_mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,148,7.522253289750495,0.797979981303215,0.60312945942084,0.9977827050997784,0.020012278242834976,nan,1000.0,0.9956709956709957,1.0,30602,703,0,77,0.030938246929508702,0.0,50.214285714285715,153.01,7.522253289750496,0.0,0.36708246384348187,nan,0.6130513612713132,nan,7.522253289750496,8.881784197001252e-16,2.52,0.9020110063865875,nan
trust-aware,scale,fashion_mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,149,7.609849754221228,0.7978689801692963,0.6036386807759603,1.0,0.025627858005464077,nan,1000.0,1.0,1.0,30389,489,0,94,0.03275377578706256,0.0,34.92857142857143,151.945,7.609849754221229,0.0,0.32221823717866627,nan,0.5619179861886161,nan,7.609849754221229,8.881784197001252e-16,2.5349999999999997,0.9015804012509023,nan
