algorithm,attack_type,dataset,seed,n_nodes,n_attackers,noise_mult,clip_bound,sampling_rate,split_mode,dirichlet_alpha,start_round,round,epsilon,accuracy,test_loss,f1_score,mean_update_norm_honest,mean_update_norm_attacker,best_alpha,precision,recall,total_tp_all,total_fp_all,total_fn_all,total_tn_all,D_threshold_honest,D_threshold_attacker,n_rejected_honest,n_rejected_attacker,eps_n_honest,eps_n_attacker,V_agg_norm_honest,V_agg_norm_attacker,S_agg_norm_honest,S_agg_norm_attacker,eps_avg,eps_std,rho_t,trust_toward_honest,trust_toward_attacker
trust-aware,scale,fashion_mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,21,1.1045192595593831,0.7587189835309982,0.6992834617694219,nan,0.0458261085053285,0.04778482658788562,1000.0,nan,nan,0,97,0,30713,0.15827086818211708,0.11313448867617198,0.0,0.485,1.1045192595593833,1.1045192595593836,0.7974037304520607,0.22685252107679843,1.2964302003383636,0.4267000100016594,1.1045192595593836,4.440892098500626e-16,0.6149999999999999,0.9850540502407682,0.7561793215709065
trust-aware,scale,fashion_mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,22,1.148899646893674,0.7607503139972687,0.6916149334112803,nan,0.045869506307338416,0.04677312834188342,1000.0,nan,nan,0,212,0,31166,0.14474329548841272,0.1081492425353368,0.0,1.06,1.148899646893674,1.1488996468936743,0.6986786205517618,0.217761809527874,1.1107967903739528,0.4181130309402943,1.1488996468936743,2.220446049250313e-16,0.63,0.9840394897813666,0.7525784859851133
trust-aware,scale,fashion_mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,23,1.1932226547715872,0.762393981218338,0.6849897756179174,nan,0.04521295571556458,0.04567688113078475,1000.0,0.0,nan,0,149,0,30525,0.15569839314458084,0.1036021694964686,0.15384615384615385,0.735,1.193222654771587,1.1932226547715867,0.8320392565085337,0.20910769946873187,1.3447045271213238,0.4026628696918488,1.193222654771587,2.220446049250313e-16,0.6450000000000001,0.9835485586709213,0.7479693988431799
trust-aware,scale,fashion_mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,24,1.2237170788729461,0.7642259802420934,0.6785614031553269,nan,0.04263133058945338,0.04443564144894481,1000.0,0.0,nan,0,175,0,30755,0.14300825507951054,0.09951449734521489,0.13333333333333333,0.865,1.2237170788729463,1.2237170788729461,0.7049500207106273,0.20109025187790394,1.0746424039204916,0.3882417373359203,1.2237170788729463,2.220446049250313e-16,0.66,0.9828753517790887,0.7437362794734174
trust-aware,scale,fashion_mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,25,1.255370164114324,0.7655549794435501,0.6731548768281936,nan,0.04201644534866015,0.043605583887547254,1000.0,nan,nan,0,28,0,30830,0.11503793365869701,0.09584702139374265,0.0,0.14,1.2553701641143242,1.2553701641143242,0.568759402881066,0.19564768202602864,1.0580286160111427,0.3784201385080814,1.2553701641143242,2.220446049250313e-16,0.6749999999999999,0.9824646058482566,0.7357248396723676
trust-aware,scale,fashion_mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,26,1.2882265209338715,0.7669736460844676,0.6674936842918396,nan,0.04269377371439567,0.04288347216323018,1000.0,0.0,nan,0,184,0,30710,0.15352287948881116,0.09264226606234122,0.38461538461538464,0.895,1.2882265209338717,1.2882265209338717,0.705276513328919,0.18682301849126814,1.0816863018732805,0.3585922507941723,1.288226520933872,4.440892098500626e-16,0.69,0.9819666918672294,0.7333159278863061
trust-aware,scale,fashion_mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,27,1.3223351707503768,0.7684879791736603,0.6625432999928792,nan,0.04025378363097415,0.0423340729996562,1000.0,0.0,nan,0,260,0,31108,0.14646824791409,0.08971931340733579,0.17647058823529413,1.285,1.3223351707503765,1.3223351707503763,0.7365008355940089,0.18011177703738213,0.999678397879881,0.349022875726223,1.3223351707503765,2.220446049250313e-16,0.705,0.9809340770322276,0.7292151800534531
trust-aware,scale,fashion_mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,28,1.3577503788831171,0.769881979227066,0.657613249818484,nan,0.04098987995701678,0.04128887383267284,1000.0,0.0,nan,0,150,0,31088,0.11064688757008892,0.08699642568617434,0.11764705882352941,0.74,1.3577503788831171,1.3577503788831173,0.5261456563192255,0.17531734511256217,0.886104562703301,0.33986985981464385,1.3577503788831173,2.220446049250313e-16,0.7200000000000001,0.980112133376658,0.7220264452361884
trust-aware,scale,fashion_mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,29,1.3945327218869124,0.7711623148123423,0.6532388724883398,nan,0.03970945719629526,0.04045601330697537,1000.0,nan,nan,0,268,0,31150,0.12977352311302148,0.08451495481764157,0.0,1.34,1.3945327218869126,1.3945327218869124,0.5853504603728652,0.16759790860116483,0.8380593154579401,0.32119244053959844,1.3945327218869124,0.0,0.735,0.9794343601782118,0.7195429361716056
trust-aware,scale,fashion_mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,30,1.4327504734265042,0.7723639812072118,0.6490230097373326,nan,0.039224873381582176,0.040069050416350366,1000.0,nan,nan,0,243,0,31261,0.12243887253008122,0.08222161731537886,0.0,1.215,1.432750473426504,1.432750473426504,0.6674172316085208,0.16655852064490317,0.8259942612864755,0.325682465583086,1.4327504734265044,2.220446049250313e-16,0.75,0.9778902966392955,0.7126203050482871
trust-aware,scale,fashion_mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,31,1.4724814279430891,0.7734766467412313,0.64509996453921,nan,0.0397902000695467,0.03955155374482274,1000.0,0.0,nan,0,140,0,30748,0.13651452430370417,0.08009354756690704,0.16666666666666666,0.69,1.4724814279430893,1.4724814279430891,0.6283635621269544,0.15778118804097174,0.8956408773859342,0.30059728533029556,1.472481427943089,2.220446049250313e-16,0.7649999999999999,0.9775459777035365,0.7125281353660079
trust-aware,scale,fashion_mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,32,1.5138153326430999,0.7744919780890147,0.641477038860321,nan,0.037667340670640655,0.039146904833614826,1000.0,0.0,nan,0,89,0,30767,0.10907638072239238,0.07807900129852642,0.07692307692307693,0.44,1.5138153326430999,1.5138153326430999,0.5564161149355081,0.15442320480942726,0.8880294240438021,0.3020102420449257,1.5138153326430996,2.220446049250313e-16,0.78,0.9770294570614977,0.70757161968416
trust-aware,scale,fashion_mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,33,1.5568571736316952,0.7756423141558965,0.6378780271609624,nan,0.03768774742881457,0.038401958625763656,1000.0,nan,nan,0,132,0,30678,0.1068243241575993,0.07616995947367848,0.0,0.66,1.556857173631695,1.556857173631695,0.5357070118188858,0.1491500034928322,0.9406505475441614,0.2874605841189623,1.5568571736316952,0.0,0.795,0.9766152888602847,0.7053500186275746
trust-aware,scale,fashion_mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,34,1.5961356544147973,0.7766099820534388,0.6346696017185847,nan,0.0380967724258485,0.037857205010950565,1000.0,0.0,nan,0,462,0,31894,0.11908450303790509,0.07437002533378129,0.13043478260869565,2.295,1.5961356544147975,1.5961356544147975,0.49760811484378314,0.1462582825496793,0.6632942583249963,0.2844793419539928,1.5961356544147978,4.440892098500626e-16,0.81,0.9752242133592767,0.703189153753679
trust-aware,scale,fashion_mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,35,1.6303152389904,0.7775059811274211,0.6315505466858546,nan,0.0366107573111852,0.037400707099586726,1000.0,nan,nan,0,81,0,30693,0.11463493725072532,0.07267061650216484,0.0,0.405,1.6303152389903999,1.6303152389903997,0.6980878127117952,0.1425953847169876,1.0165464480717976,0.27700439020991324,1.6303152389903999,2.220446049250313e-16,0.825,0.9747343027897644,0.7016650164332091
trust-aware,scale,fashion_mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,36,1.6656394806877934,0.7779603139559428,0.6290793810288111,nan,0.03458062062660853,0.03683257158845663,1000.0,0.0,nan,0,180,0,30750,0.10327762676030632,0.0710077380411942,0.25,0.885,1.6656394806877937,1.6656394806877939,0.5449592247605324,0.140549792163074,0.8314198056856791,0.2745677036046982,1.6656394806877939,4.440892098500626e-16,0.84,0.9743494277021849,0.6974607942893741
trust-aware,scale,fashion_mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,37,1.7021545775828013,0.7789749813079834,0.6265486502647399,nan,0.03603548996827819,0.036560466587543486,1000.0,nan,nan,0,83,0,30185,0.09913718612416446,0.06943489782644176,0.0,0.415,1.702154577582801,1.7021545775828013,0.7363297058777376,0.13708609856665135,1.1754623543132434,0.2660357616841793,1.7021545775828018,4.440892098500626e-16,0.855,0.9738574308307709,0.6955616516800404
trust-aware,scale,fashion_mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,38,1.7399113538860758,0.7796066462993622,0.6238999970753988,nan,0.03600886076067885,0.03627093771472573,1000.0,0.0,nan,0,322,0,31080,0.12649225104000625,0.06803654449740522,0.16666666666666666,1.59,1.7399113538860755,1.7399113538860758,0.8218468024084965,0.13305250953882933,0.808095016827186,0.25616978339850904,1.7399113538860753,4.440892098500626e-16,0.8700000000000001,0.9719083692654134,0.6957911935490423
trust-aware,scale,fashion_mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,39,1.7789660529514504,0.780488314429919,0.6211942249536514,nan,0.03659585447838673,0.0355141257494688,1000.0,0.0,nan,0,87,0,30571,0.0880137414168808,0.06663019601697644,0.07692307692307693,0.43,1.7789660529514504,1.7789660529514504,0.4686664342880249,0.1299904565513134,0.844021194256269,0.2528889787942171,1.7789660529514502,2.220446049250313e-16,0.885,0.9713531980178193,0.694057293315873
trust-aware,scale,fashion_mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,40,1.8193813121440443,0.7812389800945918,0.6191223231951396,nan,0.03568219318985939,0.035714764883741736,1000.0,0.0,nan,0,285,0,30781,0.09877100295120567,0.06542581879323225,0.06666666666666667,1.42,1.8193813121440439,1.8193813121440445,0.5304097364346186,0.1280211215093732,0.7591127971808116,0.24950374335050582,1.8193813121440445,2.220446049250313e-16,0.8999999999999999,0.9706896973277471,0.693100533221353
trust-aware,scale,fashion_mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,41,1.8612273687051577,0.7820853130022685,0.6168054008483886,nan,0.03528792070953742,0.03511817250400782,1000.0,0.0,nan,0,220,0,31206,0.09652672536642243,0.06423774199057884,0.13043478260869565,1.085,1.861227368705158,1.8612273687051581,0.49912400997203327,0.12415565494447947,0.7331718569216521,0.240700863301754,1.861227368705158,2.220446049250313e-16,0.915,0.9691627704302899,0.6923844182517314
trust-aware,scale,fashion_mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,42,1.904583560352156,0.7824116462469101,0.6149335819482803,nan,0.034655902800815444,0.03490279805846512,1000.0,0.0,nan,0,205,0,31111,0.0937836978756618,0.06310072410664867,0.07142857142857142,1.02,1.9045835603521566,1.9045835603521555,0.43115977730069843,0.12414783496409655,0.640491640993527,0.2435145416855812,1.9045835603521557,2.220446049250313e-16,0.9299999999999999,0.9686591204226153,0.6860953551983513
trust-aware,scale,fashion_mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,43,1.9495402035165759,0.7832703143358231,0.6126250523328781,nan,0.034569831668502755,0.034858637945726516,1000.0,0.0,nan,0,260,0,30964,0.08783945503285985,0.0620515845544173,0.2777777777777778,1.275,1.949540203516576,1.9495402035165765,0.4564722999930382,0.12017192494124174,0.6517653067906698,0.23162878021597863,1.9495402035165765,6.661338147750939e-16,0.945,0.9677221535100072,0.6850062710697175
trust-aware,scale,fashion_mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,44,1.9962009572946733,0.7838426478703817,0.6105831976731618,nan,0.03420301371564468,0.034443834088742735,1000.0,0.0,nan,0,329,0,30983,0.09764779096028836,0.06113403376446245,0.2222222222222222,1.625,1.9962009572946735,1.9962009572946733,0.4546016330520312,0.1185795982554555,0.6716641667816374,0.2320921841263771,1.9962009572946728,4.440892098500626e-16,0.96,0.9667810057418716,0.6846351694673457
trust-aware,scale,fashion_mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,45,2.044685814238566,0.7843759779135386,0.6088983766237894,nan,0.0342736059711093,0.03424428100697696,1000.0,0.0,nan,0,518,0,31268,0.09488190167546061,0.060136790579347815,0.23809523809523808,2.565,2.044685814238566,2.044685814238566,0.499009323262033,0.11676604982465505,0.6714957030046553,0.22585303671658039,2.0446858142385658,4.440892098500626e-16,0.975,0.965495049196849,0.6851862453933566
trust-aware,scale,fashion_mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,46,2.0786677031269156,0.7850943112373352,0.6071055529514948,nan,0.031335408206690445,0.03383268410339951,1000.0,nan,nan,0,398,0,30580,0.09610589894501262,0.059202179326986445,0.0,1.99,2.078667703126915,2.078667703126915,0.5324327065186067,0.11552082605659962,0.8175730109214783,0.22569452188909053,2.0786677031269156,0.0,0.99,0.965273274943209,0.6861854607325634
trust-aware,scale,fashion_mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,47,2.1134879265457753,0.7855126458406448,0.6056006703774134,nan,0.033230656867518145,0.033713207803666594,1000.0,0.0,nan,0,319,0,31437,0.08051056157914734,0.05832747365214965,0.058823529411764705,1.59,2.1134879265457758,2.113487926545776,0.37242940418860493,0.11445936471223832,0.5973288136370042,0.22371574081480503,2.1134879265457758,4.440892098500626e-16,1.005,0.964581129297559,0.6818581977388287
trust-aware,scale,fashion_mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,48,2.1493007737632155,0.7861309802532196,0.6039354431629181,nan,0.03197732601653446,0.0333178533334285,1000.0,0.0,nan,0,153,0,30443,0.1048026349505573,0.05738142840407374,0.18181818181818182,0.755,2.1493007737632155,2.1493007737632155,0.7275621850382198,0.11092873714864254,0.8856216235594316,0.21464388459920883,2.1493007737632155,0.0,1.02,0.9642081531911764,0.682073189460502
trust-aware,scale,fashion_mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,49,2.1861402047376153,0.7866919809579849,0.6024068613847097,nan,0.03233940984037789,0.03300251158885658,1000.0,nan,nan,0,192,0,30496,0.06777082231490951,0.05648884935516513,0.0,0.96,2.1861402047376153,2.1861402047376153,0.37639260021123017,0.10921034205704927,0.6821628510951996,0.2115076720714569,2.1861402047376153,0.0,1.035,0.9638980264092173,0.6809397878240997
trust-aware,scale,fashion_mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,50,2.2240427388792705,0.7870233128468196,0.6011532912651698,0.9139035431425316,0.03345882160855191,0.16583748340606688,1000.0,0.9208144796380091,0.8477217172382853,30323,515,88,90,0.09145317685145479,0.0,30.5,152.055,2.2240427388792696,0.0,0.41671918598668917,0.07395631376653909,0.5353315445993628,0.11608623836189508,2.2240427388792696,8.881784197001252e-16,1.05,0.9633938018888776,0.6648756868266726
trust-aware,scale,fashion_mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,51,2.2630477569582963,0.7874486470222473,0.599692973891894,0.8174463631380059,0.03251974538645961,0.21886505648493768,1000.0,0.8702570379436965,0.6986096223660814,30239,487,145,43,0.09110481436829788,0.0,31.09090909090909,151.92,2.2630477569582967,0.0,0.4738214612007141,0.09022141225636006,0.6169452264227651,0.15320553906261922,2.2630477569582967,4.440892098500626e-16,1.065,0.9631375996084348,0.6551216529882946
trust-aware,scale,fashion_mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,52,2.303197848143191,0.7877846469481786,0.5988605566819509,0.6347711962983057,0.03192951515890085,0.45662242501974104,1000.0,1.0,0.48564022654309524,30119,500,281,80,0.06910806425798172,0.0,16.846153846153847,152.0,2.3031978481431916,0.0,0.32953819217017066,0.17435802668333053,0.4995586092655475,0.3196356974542141,2.3031978481431916,4.440892098500626e-16,1.08,0.9626927581875875,0.6514245198437163
trust-aware,scale,fashion_mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,53,2.344539209861966,0.7876953134934107,0.5987095395723979,0.4859674445342363,0.030519023692856233,1.1721918162703515,1000.0,0.9090909090909091,0.33014428203971324,30065,456,290,95,0.07921540119692957,0.0,13.833333333333334,151.775,2.3445392098619666,0.0,0.3826388871918122,0.42693955428898334,0.41940445887545746,0.8205342684686184,2.3445392098619666,4.440892098500626e-16,1.095,0.9621318842469537,0.6496978575899182
trust-aware,scale,fashion_mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,54,2.3871221095865076,0.7876999801397324,0.5991780660549799,0.36578541556745653,0.031434276524712056,2.8731408816576005,1000.0,0.8261904761904763,0.23635225839169197,30058,632,470,134,0.0949952467159364,0.0,9.529411764705882,152.64,2.3871221095865067,0.0,0.4904613600057714,1.0456427332758904,0.5869494466220632,2.011198591887951,2.3871221095865067,8.881784197001252e-16,1.11,0.9613791516402549,0.649157042662825
trust-aware,scale,fashion_mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,55,2.431001419315337,0.7858926465113958,0.6053576135635376,0.3087632712802525,0.03444769075856759,6.279865212440491,1000.0,0.89375,0.20349181579962325,29984,416,330,82,0.08311811709305278,0.0,6.615384615384615,151.57,2.431001419315337,0.0,0.5583669955913837,2.3139099216461183,0.9473598691133353,4.395905566215515,2.431001419315337,0.0,1.125,0.9609014946052516,0.6495068460792346
