algorithm,attack_type,dataset,seed,n_nodes,n_attackers,noise_mult,clip_bound,sampling_rate,split_mode,dirichlet_alpha,start_round,round,epsilon,accuracy,test_loss,f1_score,mean_update_norm_honest,mean_update_norm_attacker,best_alpha,precision,recall,total_tp_all,total_fp_all,total_fn_all,total_tn_all,D_threshold_honest,D_threshold_attacker,n_rejected_honest,n_rejected_attacker,V_agg_norm_honest,V_agg_norm_attacker,S_agg_norm_honest,S_agg_norm_attacker,eps_n_honest,eps_n_attacker,eps_avg,eps_std,rho_t,trust_toward_honest,trust_toward_attacker
trust-aware,scale,fashion_mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,114,5.344087390883105,0.7976469823718071,0.5864692193269729,1.0,0.026442396369847385,nan,1000.0,1.0,1.0,50578,678,0,88,0.041893099419232686,0.0,61.63636363636363,168.59333333333333,0.4234620955857364,nan,0.709776602008126,nan,5.3440873908831055,0.0,5.3440873908831055,8.881784197001252e-16,2.01,0.9255572253425747,nan
trust-aware,scale,fashion_mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,115,5.391070942635641,0.7979749804735183,0.5867680898308754,1.0,0.02660637330263853,nan,1000.0,1.0,1.0,50467,567,0,64,0.03852390291819332,0.0,56.7,168.22333333333333,0.4071346312761307,nan,0.7303386747837066,nan,5.3910709426356425,0.0,5.3910709426356425,1.7763568394002505e-15,2.025,0.9250235202644845,nan
trust-aware,scale,fashion_mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,116,5.4388664510187725,0.7980224812030792,0.5863607233762741,0.9919611886715081,0.02545836066397337,nan,1000.0,0.9841950497907347,1.0,50447,554,0,129,0.04147642661041484,0.0,42.61538461538461,168.15666666666667,0.3520634862092825,nan,0.5634358800374545,nan,5.438866451018773,0.0,5.438866451018773,8.881784197001252e-16,2.04,0.9239903395904776,nan
trust-aware,scale,fashion_mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,117,5.48749013258289,0.7979494786262512,0.5871800211071968,0.998689384010485,0.025468204968741963,nan,1000.0,0.9974025974025974,1.0,50319,420,0,23,0.047240564201296756,0.0,60.0,167.73,0.6155483552387783,nan,1.2048563190868922,nan,5.487490132582891,0.0,5.487490132582891,8.881784197001252e-16,2.055,0.9237761018979475,nan
trust-aware,scale,fashion_mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,118,5.536958684228259,0.7979389795660973,0.5876260340213776,0.9981684981684982,0.025435493593769416,nan,1000.0,0.9964285714285713,1.0,50646,747,0,127,0.03836064425358949,0.0,53.357142857142854,168.82,0.3318289177758353,nan,0.5815515773636954,nan,5.536958684228259,0.0,5.536958684228259,0.0,2.07,0.9227934652781248,nan
trust-aware,scale,fashion_mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,119,5.5872893005602045,0.7977829787135124,0.5879857212305069,0.9978802806389014,0.025383437717599527,nan,1000.0,0.9958256029684601,1.0,50592,694,0,138,0.039879699312972326,0.0,49.57142857142857,168.64,0.34083637808050427,nan,0.5595149844884872,nan,5.587289300560204,0.0,5.587289300560204,8.881784197001252e-16,2.085,0.9215554064679328,nan
trust-aware,scale,fashion_mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,120,5.638499691921221,0.7980009800195694,0.5886032101511955,1.0,0.02503496652039198,nan,1000.0,1.0,1.0,50547,647,0,122,0.03619243797453991,0.0,49.76923076923077,168.49,0.37867283821105957,nan,0.5650607599661901,nan,5.63849969192122,0.0,5.63849969192122,8.881784197001252e-16,2.1,0.9206380833583772,nan
trust-aware,scale,fashion_mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,121,5.690608103126535,0.7980774798989296,0.588660396039486,0.9956533776301217,0.02508546393364668,nan,1000.0,0.9915649867374006,1.0,50391,494,0,63,0.03596012851684263,0.0,49.4,167.97,0.37528056204319,nan,0.6928685963153839,nan,5.690608103126535,0.0,5.690608103126535,0.0,2.115,0.9202239782081402,nan
trust-aware,scale,fashion_mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,122,5.743633332930533,0.798053483068943,0.5892318841814995,0.9800000000000001,0.023933179304003717,nan,1000.0,0.9666666666666666,1.0,50421,522,0,61,0.04498585127590484,0.0,52.2,168.07,0.4293552339076996,nan,0.8116875350475311,nan,5.743633332930534,0.0,5.743633332930534,8.881784197001252e-16,2.13,0.9196940295463184,nan
trust-aware,scale,fashion_mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,123,5.797594754252546,0.7978589782118797,0.5898678800463677,1.0,0.022829627618193626,nan,1000.0,1.0,1.0,50213,313,0,26,0.033434843457419296,0.0,52.166666666666664,167.37666666666667,0.40342293679714203,nan,0.774922380844752,nan,5.797594754252544,0.0,5.797594754252544,1.7763568394002505e-15,2.145,0.9195059056597632,nan
trust-aware,scale,fashion_mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,124,5.852512335191406,0.7981744784116745,0.5899468958377838,1.0,0.026737734941499575,nan,1000.0,1.0,1.0,50282,382,0,30,0.037365200919087606,0.0,54.57142857142857,167.60666666666665,0.4172687530517578,nan,0.8149241294179644,nan,5.852512335191407,0.0,5.852512335191407,8.881784197001252e-16,2.16,0.9192467751441931,nan
trust-aware,scale,fashion_mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,125,5.908406660859312,0.7978839775919915,0.5909218895435333,1.0,0.025886075757443904,nan,1000.0,1.0,1.0,50513,613,0,48,0.036197699601374256,0.0,61.3,168.37666666666667,0.4521103709936142,nan,0.8540367424488068,nan,5.9084066608593115,0.0,5.9084066608593115,8.881784197001252e-16,2.175,0.9188344481368133,nan
trust-aware,scale,fashion_mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,126,5.9652989560665395,0.798125978410244,0.5907067942619324,1.0,0.024742930329271724,nan,1000.0,1.0,1.0,50222,322,0,36,0.04067536009524166,0.0,46.0,167.40666666666667,0.4121385727609907,nan,0.8011547582490104,nan,5.965298956066539,0.0,5.965298956066539,8.881784197001252e-16,2.19,0.9185159618951425,nan
trust-aware,scale,fashion_mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,127,6.023211108889667,0.7979419779777527,0.5917665001749992,0.9944330949948927,0.026351999322121792,nan,1000.0,0.9893217893217894,1.0,50497,600,0,71,0.04023298631511036,0.0,54.54545454545455,168.32333333333332,0.4165083007379012,nan,0.7225885228677229,nan,6.023211108889668,0.0,6.023211108889668,8.881784197001252e-16,2.205,0.9178944971064994,nan
trust-aware,scale,fashion_mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,128,6.0821656951570935,0.7983264788985253,0.5916635462641716,1.0,0.023239737004041673,nan,1000.0,1.0,1.0,50345,445,0,70,0.0350155872318396,0.0,44.5,167.81666666666666,0.38767048716545105,nan,0.6344279229640961,nan,6.0821656951570935,0.0,6.0821656951570935,0.0,2.22,0.9172527627943152,nan
trust-aware,scale,fashion_mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,129,6.142186003886753,0.7979414793848991,0.5927114552259445,1.0,0.024276636202226986,nan,1000.0,1.0,1.0,50439,539,0,82,0.03383526654399426,0.0,49.0,168.13,0.3385433961044658,nan,0.574743081222881,nan,6.142186003886752,0.0,6.142186003886752,8.881784197001252e-16,2.235,0.916498317023707,nan
trust-aware,scale,fashion_mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,130,6.203296063712107,0.7984434822201729,0.5923044997453689,1.0,0.025265443449219067,nan,1000.0,1.0,1.0,50323,423,0,54,0.03229428856759761,0.0,47.0,167.74333333333334,0.33272915416293675,nan,0.5983633332782321,nan,6.2032960637121075,0.0,6.2032960637121075,8.881784197001252e-16,2.25,0.9160733224361028,nan
trust-aware,scale,fashion_mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,131,6.26552067033368,0.798324479162693,0.5930990707874298,1.0,0.022214969620108604,nan,1000.0,1.0,1.0,50106,206,0,18,0.03199998297603844,0.0,41.2,167.02,0.4058012843132019,nan,0.7881028771400451,nan,6.2655206703336805,0.0,6.2655206703336805,8.881784197001252e-16,2.265,0.9159208445663937,nan
trust-aware,scale,fashion_mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,132,6.328885415034608,0.7981699788570404,0.5933404922485351,1.0,0.023744240270129273,nan,1000.0,1.0,1.0,50461,561,0,158,0.03347110594710961,0.0,40.07142857142857,168.20333333333335,0.31354535477502005,nan,0.4527778668063028,nan,6.328885415034606,0.0,6.328885415034606,1.7763568394002505e-15,2.2800000000000002,0.9146437164339712,nan
trust-aware,scale,fashion_mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,133,6.393416714299886,0.7980299785733223,0.5944476908445359,0.9955140186915888,0.02691665715114637,nan,1000.0,0.9913234913234913,1.0,50411,513,0,82,0.034942305189920427,0.0,46.63636363636363,168.03666666666666,0.32668469981713727,nan,0.6048975776542317,nan,6.393416714299888,0.0,6.393416714299888,1.7763568394002505e-15,2.295,0.9140387698137046,nan
trust-aware,scale,fashion_mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,134,6.459141840580268,0.7983414790034294,0.5945241150259971,1.0,0.024125565050376788,nan,1000.0,1.0,1.0,50376,476,0,52,0.03490050454795968,0.0,52.888888888888886,167.92,0.3331618640157912,nan,0.6535149878925748,nan,6.459141840580269,0.0,6.459141840580269,8.881784197001252e-16,2.31,0.913627668808019,nan
trust-aware,scale,fashion_mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,135,6.526088954243005,0.798476979136467,0.5947193336486817,1.0,0.024762052365324715,nan,1000.0,1.0,1.0,50298,398,0,94,0.031004765418751343,0.0,36.18181818181818,167.66,0.29996606978503143,nan,0.5308706137267026,nan,6.526088954243007,0.0,6.526088954243007,1.7763568394002505e-15,2.3249999999999997,0.9129463843287997,nan
trust-aware,scale,fashion_mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,136,6.594287136752883,0.7983864793181419,0.5950201609730721,1.0,0.023241475224494934,nan,1000.0,1.0,1.0,50250,350,0,16,0.03130029565649128,0.0,58.333333333333336,167.5,0.4304625441630681,nan,0.9009458323319753,nan,6.594287136752883,0.0,6.594287136752883,0.0,2.3400000000000003,0.9128009476474386,nan
trust-aware,scale,fashion_mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,137,6.663766425128326,0.7983159816265106,0.5955882042646408,0.9947368421052631,0.024449934624135493,nan,1000.0,0.99,1.0,50490,591,0,61,0.031905438326720714,0.0,59.1,168.3,0.36979074478149415,nan,0.6596130311489106,nan,6.663766425128329,0.0,6.663766425128329,2.6645352591003757e-15,2.355,0.9124787702800151,nan
trust-aware,scale,fashion_mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,138,6.734557847718581,0.7983434784412384,0.5962255293130875,1.0,0.02443941454920504,nan,1000.0,1.0,1.0,50462,562,0,42,0.03183905262367501,0.0,62.44444444444444,168.20666666666668,0.38694914513164097,nan,0.7462104625172086,nan,6.734557847718581,0.0,6.734557847718581,0.0,2.37,0.9121715177622721,nan
trust-aware,scale,fashion_mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,139,6.80669346134933,0.7983139801025391,0.5968817377090454,0.9941666238171588,0.022607863259812195,nan,1000.0,0.9887440068891681,1.0,50499,602,0,91,0.0352018428222742,0.0,50.166666666666664,168.33,0.34843816856543225,nan,0.6099750200907389,nan,6.8066934613493295,0.0,6.8066934613493295,8.881784197001252e-16,2.385,0.9115272245643837,nan
trust-aware,scale,fashion_mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,140,6.880206389885328,0.798283980190754,0.5977528703212738,1.0,0.025259075919166207,nan,1000.0,1.0,1.0,50498,598,0,32,0.029749341127375945,0.0,74.75,168.32666666666665,0.4154352657496929,nan,0.8046765550971031,nan,6.88020638988533,0.0,6.88020638988533,1.7763568394002505e-15,2.4,0.9112642463829093,nan
trust-aware,scale,fashion_mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,141,6.95513086425999,0.7983349785208702,0.5976730978488922,1.0,0.025470975941667955,nan,1000.0,1.0,1.0,50196,296,0,128,0.03141276123824313,0.0,24.666666666666668,167.32,0.29003534217675525,nan,0.44692347943782806,nan,6.955130864259989,0.0,6.955130864259989,8.881784197001252e-16,2.415,0.9101550076786012,nan
trust-aware,scale,fashion_mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,142,7.031502264023105,0.7980879789590836,0.5986579743027687,1.0,0.025879199749657085,nan,1000.0,1.0,1.0,50157,257,0,38,0.03115215071265202,0.0,36.714285714285715,167.19,0.3226523058755057,nan,0.616434667791639,nan,7.031502264023104,0.0,7.031502264023104,8.881784197001252e-16,2.43,0.9098184835248342,nan
trust-aware,scale,fashion_mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,143,7.109357160459109,0.7983699804544448,0.5989208880066872,1.0,0.021943693980574608,nan,1000.0,1.0,1.0,50399,499,0,70,0.03085636890982949,0.0,49.9,167.99666666666667,0.3788484901189804,nan,0.5578279376029969,nan,7.10935716045911,0.0,7.10935716045911,8.881784197001252e-16,2.445,0.9092426063861303,nan
trust-aware,scale,fashion_mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,144,7.188733361329623,0.7984059804677963,0.5996212315559387,1.0,0.022602858554039682,nan,1000.0,1.0,1.0,50287,387,0,38,0.03303461242315659,0.0,55.285714285714285,167.62333333333333,0.37922434721674236,nan,0.6841755339077541,nan,7.188733361329623,0.0,7.188733361329623,0.0,2.4599999999999995,0.9089569577755706,nan
trust-aware,scale,fashion_mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,145,7.269669957295138,0.7982749804854393,0.6000462621450424,0.9986013986013986,0.02393403175202283,nan,1000.0,0.9972451790633609,1.0,50424,525,0,89,0.029904083390158362,0.0,47.72727272727273,168.08,0.30114302987402136,nan,0.5023018338463523,nan,7.269669957295137,0.0,7.269669957295137,8.881784197001252e-16,2.475,0.9082903075968396,nan
trust-aware,scale,fashion_mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,146,7.352207370071938,0.7982029810547828,0.6009032720327377,1.0,0.022824957120147617,nan,1000.0,1.0,1.0,50542,642,0,66,0.0312579875075445,0.0,58.36363636363637,168.47333333333333,0.3542149635878476,nan,0.6036183671517805,nan,7.352207370071938,0.0,7.352207370071938,0.0,2.49,0.9077546255378859,nan
trust-aware,scale,fashion_mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,147,7.436387402381476,0.7984114784002304,0.6008093586564064,0.9955555555555555,0.022776214530070622,nan,1000.0,0.9916666666666667,1.0,50690,791,0,151,0.030564777083123384,0.0,52.733333333333334,168.96666666666667,0.28789688646793365,nan,0.45557666222254434,nan,7.436387402381474,0.0,7.436387402381474,2.6645352591003757e-15,2.5050000000000003,0.9064639214607376,nan
trust-aware,scale,fashion_mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,148,7.522253289750495,0.7982744807004929,0.6019056430459022,1.0,0.023654401861131193,nan,1000.0,1.0,1.0,50634,734,0,50,0.03397997757111419,0.0,73.4,168.78,0.3942143887281418,nan,0.7518728494644165,nan,7.522253289750495,0.0,7.522253289750495,0.0,2.52,0.9061125687167331,nan
trust-aware,scale,fashion_mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,149,7.609849754221228,0.7983369785547256,0.6020802342891693,1.0,0.02396813179883692,nan,1000.0,1.0,1.0,50299,399,0,58,0.02951964590311175,0.0,44.333333333333336,167.66333333333333,0.305869374010298,nan,0.5728354189130995,nan,7.609849754221229,0.0,7.609849754221229,8.881784197001252e-16,2.5349999999999997,0.9056652942878199,nan
