algorithm,attack_type,dataset,seed,n_nodes,n_attackers,noise_mult,clip_bound,sampling_rate,split_mode,dirichlet_alpha,start_round,round,epsilon,accuracy,test_loss,f1_score,mean_update_norm_honest,mean_update_norm_attacker,best_alpha,precision,recall,total_tp_all,total_fp_all,total_fn_all,total_tn_all,krum_score_honest,krum_score_attacker,nsr_honest,nsr_attacker,sigma_n_honest,sigma_n_attacker,noise_norm_honest,noise_norm_attacker,eps_n_honest,eps_n_attacker,n_dp_norm_honest,n_dp_norm_attacker,sigma_dp_honest,sigma_dp_attacker,trust_honest,trust_attacker,eps_avg,eps_std,avg_trust,avg_sigma_dp_precap,avg_n_dp_norm_postcap,avg_nsr
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,140,7.8478704789016,0.874077310959498,31.328694016536076,0.8989702855781232,1.861119189045646,84524.34151062011,1000.0,0.3897748243056546,1.0,30224,232,30,176,3.4344760938124224,2905.8332059431077,10697.613305252335,0.0,0.6002290721471661,0.0,135.21609219637784,0.0,6.313172870925146,0.0,135.21609219637784,0.0,0.6002290721471661,0.0,0.7361200776967135,0.0,6.313172870925146,0.9521971325099535,0.7361200776967135,0.6002290721471661,4.957923380533854,392.2458211925856
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,141,7.869761953959102,0.8737019785245259,38.66624778320392,0.8064846713941702,2.309297651052475,85120.95620437623,1000.0,0.4020105788965401,1.0,30126,338,85,127,3.494045704603195,27819.55594032407,9595.269045533301,0.0,0.6002290721471661,0.0,135.3476734161377,0.0,6.333349710338194,0.0,135.3476734161377,0.0,0.6002290721471661,0.0,0.7189186848700047,0.0,6.333349710338194,0.9591138429123199,0.7189186848700047,0.6002290721471661,7.218542582194011,511.7476824284427
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,142,7.869761953959102,0.8736106459299723,44.99889364083608,0.8681415358651391,1.783432883520921,88163.46644073486,1000.0,0.6560442524529931,1.0,30216,319,72,137,1.6557272672653198,31250.776407814024,10160.52593927152,0.0,0.6002290721471661,0.0,135.31000645955405,0.0,6.365229227182899,0.0,135.31000645955405,0.0,0.6002290721471661,0.0,0.6784760026882092,0.0,6.365229227182899,0.8949774364271458,0.6784760026882092,0.6002290721471661,5.412400258382162,406.4210375708608
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,143,7.869761953959102,0.873656977613767,34.72501979539792,0.8241222499397768,2.253332210438592,91446.33951538085,1000.0,0.5798810586582247,1.0,30271,458,100,111,3.902224693979536,2302.927093112469,9954.011899996998,0.0,0.6002290721471661,0.0,135.35058920724052,0.0,6.383697194658228,0.0,135.35058920724052,0.0,0.6002290721471661,0.0,0.6795030374612127,0.0,6.383697194658228,0.8966645679494941,0.6795030374612127,0.6002290721471661,6.316360829671224,464.5205553331932
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,144,7.869761953959102,0.8738579773902893,30.895198419690132,0.9205059203663843,2.1824613863771614,91982.74287902832,1000.0,0.7831644378270951,1.0,30283,404,87,120,3.5801432566209273,329.48457924366,10295.178307946757,0.0,0.6002290721471661,0.0,135.4998585094105,0.0,6.40643492696609,0.0,135.4998585094105,0.0,0.6002290721471661,0.0,0.6900629455393011,0.0,6.40643492696609,0.8723884934108369,0.6900629455393011,0.6002290721471661,4.968328145345052,377.4898712913811
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,145,7.869761953959102,0.8735446443160375,30.747035870750747,0.8391255663587811,2.3212107345461845,92484.02587631225,1000.0,0.37582507971377355,1.0,30116,356,97,117,4.441130131483078,95092.58763129711,10109.040280111825,0.0,0.6002290721471661,0.0,135.38268661499023,0.0,6.425795763972042,0.0,135.38268661499023,0.0,0.6002290721471661,0.0,0.7213857602328062,0.0,6.425795763972042,0.8721331376440182,0.7213857602328062,0.6002290721471661,7.220409952799479,539.1488149392974
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,146,7.869761953959102,0.8733689775069554,31.48350244929393,0.7922464746353755,2.0395512779553733,98683.40139526367,1000.0,0.4780298957575375,1.0,30421,585,56,158,2.2699589331944785,417.09034169316294,10527.855867616156,0.0,0.600229072147166,0.0,135.31803046332465,0.0,6.449133714648204,0.0,135.31803046332465,0.0,0.600229072147166,0.0,0.695385217666626,0.0,6.449133714648204,0.8641540673019745,0.695385217666626,0.600229072147166,8.119081827799478,631.6713520569693
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,147,7.869761953959102,0.8727563120921453,43.63800636003415,0.882448298798678,2.2902373200968693,99066.09599182129,1000.0,0.46784844879699794,1.0,30492,612,24,192,2.588073441856786,214.94244245946408,9584.53168873225,0.0,0.600229072147166,0.0,135.25190253006784,0.0,6.471566258521116,0.0,135.25190253006784,0.0,0.600229072147166,0.0,0.7116368977647078,0.0,6.471566258521116,0.8661590042445888,0.7116368977647078,0.600229072147166,8.565953826904297,607.0203402863758
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,148,7.869761953959102,0.8727923115094502,34.022131074269616,0.9376198794783147,2.361024694783347,99025.37311782836,1000.0,0.6976760230794172,1.0,30571,601,31,179,3.1952993273735046,172.79428351700307,9384.203282878487,0.0,0.6002290721471661,0.0,135.39454977852958,0.0,6.4887693321597935,0.0,135.39454977852958,0.0,0.6002290721471661,0.0,0.6731816562158721,0.0,6.4887693321597935,0.8665771899338469,0.6731816562158721,0.6002290721471661,6.3184123229980464,437.92948653432927
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,149,7.869761953959102,0.8724536468585332,31.814539566338063,0.9346982289160174,2.5869321397372653,99290.90901077271,1000.0,0.6277865124676917,1.0,30328,434,61,149,4.898076176643372,93181.14290518999,9324.400268439855,0.0,0.6002290721471661,0.0,135.3980429513114,0.0,6.504443609302798,0.0,135.3980429513114,0.0,0.6002290721471661,0.0,0.7245866826602391,0.0,6.504443609302798,0.8683005967737774,0.7245866826602391,0.6002290721471661,6.318575337727864,435.13867919385984
