algorithm,attack_type,dataset,seed,n_nodes,n_attackers,noise_mult,clip_bound,sampling_rate,split_mode,dirichlet_alpha,start_round,round,epsilon,accuracy,test_loss,f1_score,mean_update_norm_honest,mean_update_norm_attacker,best_alpha,precision,recall,total_tp_all,total_fp_all,total_fn_all,total_tn_all,D_threshold_honest,D_threshold_attacker,S_agg_norm_honest,S_agg_norm_attacker,eps_n_honest,eps_n_attacker,n_rejected_honest,n_rejected_attacker,V_agg_norm_honest,V_agg_norm_attacker,eps_avg,eps_std,rho_t,trust_toward_honest,trust_toward_attacker
trust-aware,scale,mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,115,5.391070942635641,0.8861974769830704,0.384904295951128,0.9993865030674847,0.01443306179717183,nan,1000.0,0.998780487804878,1.0,50467,568,0,63,0.028609406502624606,0.0,0.4957406848669052,nan,5.3910709426356425,0.0,56.8,168.22333333333333,0.3172623425722122,nan,5.3910709426356425,1.7763568394002505e-15,2.025,0.9245482472881791,nan
trust-aware,scale,mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,116,5.4388664510187725,0.8863129782676696,0.3849112847447395,0.9900874214131256,0.013933744926292162,nan,1000.0,0.9807151963108811,1.0,50447,555,0,128,0.03322612692520429,0.0,0.39800663407032305,nan,5.438866451018773,0.0,42.69230769230769,168.15666666666667,0.28192347517380345,nan,5.438866451018773,8.881784197001252e-16,2.04,0.923498945190297,nan
trust-aware,scale,mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,117,5.48749013258289,0.8862984776496887,0.38537348970770835,0.9913154610184046,0.013676971197128296,nan,1000.0,0.9829503643053474,1.0,50319,424,0,19,0.041683136476412905,0.0,0.9865073391369411,nan,5.487490132582891,0.0,60.57142857142857,167.73,0.5500824153423309,nan,5.487490132582891,8.881784197001252e-16,2.055,0.9232813944455188,nan
trust-aware,scale,mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,118,5.536958684228259,0.8863299772143364,0.3853823509812355,0.9932187960516815,0.014013331449989761,nan,1000.0,0.9869333061863242,1.0,50646,751,0,123,0.027715064809453634,0.0,0.3705542939049857,nan,5.536958684228259,0.0,53.642857142857146,168.82,0.24742561365876878,nan,5.536958684228259,0.0,2.07,0.9222839119944596,nan
trust-aware,scale,mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,119,5.5872893005602045,0.8859834748506547,0.3867359624803066,0.9953927025355597,0.013763044628181629,nan,1000.0,0.991038703253078,1.0,50592,697,0,135,0.03233625327930777,0.0,0.42929711299283163,nan,5.587289300560204,0.0,49.785714285714285,168.64,0.30177286693028044,nan,5.587289300560204,8.881784197001252e-16,2.085,0.9210318848029242,nan
trust-aware,scale,mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,120,5.638499691921221,0.8862819746136665,0.3858163914084434,0.9914529914529915,0.013911324696472058,nan,1000.0,0.9846153846153847,1.0,50547,648,0,121,0.02596850722507144,0.0,0.36378034949302673,nan,5.63849969192122,0.0,49.84615384615385,168.49,0.29576339629980236,nan,5.63849969192122,8.881784197001252e-16,2.1,0.9201001684426567,nan
trust-aware,scale,mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,121,5.690608103126535,0.886272474527359,0.38615885183215143,0.9925911386164014,0.013798166252672672,nan,1000.0,0.985546468218882,1.0,50391,496,0,61,0.02609565742159901,0.0,0.46657816469669344,nan,5.690608103126535,0.0,49.6,167.97,0.28023084700107576,nan,5.690608103126535,0.0,2.115,0.919680099941478,nan
trust-aware,scale,mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,122,5.743633332930533,0.8863349765539169,0.386397205889225,0.9783333333333333,0.013821892719715834,nan,1000.0,0.9633879781420764,1.0,50421,524,0,59,0.038355187357303346,0.0,0.6400489449501038,nan,5.743633332930534,0.0,52.4,168.07,0.3500865787267685,nan,5.743633332930534,8.881784197001252e-16,2.13,0.9191415038460163,nan
trust-aware,scale,mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,123,5.797594754252546,0.8861819767951965,0.38704696387052534,1.0,0.013900402622918287,nan,1000.0,1.0,1.0,50213,313,0,26,0.024991375746775454,0.0,0.5608908832073212,nan,5.797594754252544,0.0,52.166666666666664,167.37666666666667,0.33187830944856006,nan,5.797594754252544,1.7763568394002505e-15,2.145,0.918952344096394,nan
trust-aware,scale,mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,124,5.852512335191406,0.8863584783673286,0.3868069005012512,1.0,0.013500030285545759,nan,1000.0,1.0,1.0,50282,382,0,30,0.028553561029208148,0.0,0.5774693616798946,nan,5.852512335191407,0.0,54.57142857142857,167.60666666666665,0.3194080037730081,nan,5.852512335191407,8.881784197001252e-16,2.16,0.9186893305952373,nan
trust-aware,scale,mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,125,5.908406660859312,0.88629497975111,0.38717070400714876,0.9990291262135923,0.013278089743107558,nan,1000.0,0.998076923076923,1.0,50513,614,0,47,0.027275886338437576,0.0,0.6090358525514603,nan,5.9084066608593115,0.0,61.4,168.37666666666667,0.34395486414432525,nan,5.9084066608593115,8.881784197001252e-16,2.175,0.9182748461959006,nan
trust-aware,scale,mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,126,5.9652989560665395,0.8863069772720337,0.387343922406435,1.0,0.013046885574502605,nan,1000.0,1.0,1.0,50222,322,0,36,0.03089126878889046,0.0,0.5728015005588531,nan,5.965298956066539,0.0,46.0,167.40666666666667,0.30799445509910583,nan,5.965298956066539,8.881784197001252e-16,2.19,0.9179525933583499,nan
trust-aware,scale,mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,127,6.023211108889667,0.8863464748859405,0.3875983504951,0.9927764326069412,0.01290166267955845,nan,1000.0,0.9860922110726136,1.0,50497,602,0,69,0.03159477304154594,0.0,0.4974989213726737,nan,6.023211108889668,0.0,54.72727272727273,168.32333333333332,0.3398654948581349,nan,6.023211108889668,8.881784197001252e-16,2.205,0.9173148388072642,nan
trust-aware,scale,mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,128,6.0821656951570935,0.8862479776144028,0.388224858045578,0.9986696621294217,0.0128832190297544,nan,1000.0,0.99735698139454,1.0,50345,447,0,68,0.02676655322010264,0.0,0.4581719130277634,nan,6.0821656951570935,0.0,44.7,167.81666666666666,0.3147823289036751,nan,6.0821656951570935,0.0,2.22,0.9166632364247217,nan
trust-aware,scale,mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,129,6.142186003886753,0.8862529775500297,0.38819794401526453,0.9993979530403372,0.012301774356852879,nan,1000.0,0.9988038277511961,1.0,50439,540,0,81,0.022523371201034946,0.0,0.3718186860734766,nan,6.142186003886752,0.0,49.09090909090909,168.13,0.25407141853462567,nan,6.142186003886752,8.881784197001252e-16,2.235,0.9159058441465291,nan
trust-aware,scale,mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,130,6.203296063712107,0.8862949776649475,0.3885117670893669,1.0,0.012595645772914091,nan,1000.0,1.0,1.0,50323,423,0,54,0.02317009479498759,0.0,0.39624282717704773,nan,6.2032960637121075,0.0,47.0,167.74333333333334,0.24385713206397164,nan,6.2032960637121075,8.881784197001252e-16,2.25,0.9154763686924865,nan
trust-aware,scale,mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,131,6.26552067033368,0.8863799765706062,0.3886033472418785,1.0,0.01309734433889389,nan,1000.0,1.0,1.0,50106,206,0,18,0.020915748774707865,0.0,0.48544623255729674,nan,6.2655206703336805,0.0,41.2,167.02,0.2867828279733658,nan,6.2655206703336805,8.881784197001252e-16,2.265,0.9153224795433059,nan
trust-aware,scale,mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,132,6.328885415034608,0.8863839775323867,0.388881488442421,0.9835417324482243,0.01217949902638793,nan,1000.0,0.9681830594024241,1.0,50461,571,0,148,0.023818719433583577,0.0,0.28401890822819303,nan,6.328885415034606,0.0,40.785714285714285,168.20333333333335,0.2336474284529686,nan,6.328885415034606,1.7763568394002505e-15,2.2800000000000002,0.9140373304268274,nan
trust-aware,scale,mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,133,6.393416714299886,0.8863219782710076,0.3892164482176304,0.9984591679506933,0.013100089081986383,nan,1000.0,0.996969696969697,1.0,50411,512,0,83,0.022551473364601612,0.0,0.3659276068210602,nan,6.393416714299888,0.0,46.54545454545455,168.03666666666666,0.22654969854788345,nan,6.393416714299888,1.7763568394002505e-15,2.295,0.9134272180704646,nan
trust-aware,scale,mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,134,6.459141840580268,0.8863179770112037,0.3894454352557659,1.0,0.012136876065697935,nan,1000.0,1.0,1.0,50376,476,0,52,0.026004118413677474,0.0,0.42002442479133606,nan,6.459141840580269,0.0,52.888888888888886,167.92,0.24339121083418527,nan,6.459141840580269,8.881784197001252e-16,2.31,0.9130097570722561,nan
trust-aware,scale,mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,135,6.526088954243005,0.8863714751601219,0.3896539433300495,0.9946747019917752,0.012094590982252901,nan,1000.0,0.9895847090762344,1.0,50298,401,0,91,0.019366332506205643,0.0,0.32562903382561426,nan,6.526088954243007,0.0,36.45454545454545,167.66,0.21044967933134598,nan,6.526088954243007,1.7763568394002505e-15,2.3249999999999997,0.9123252142804138,nan
trust-aware,scale,mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,136,6.594287136752883,0.8863684785366058,0.38995440423488614,1.0,0.011524089456846317,nan,1000.0,1.0,1.0,50250,350,0,16,0.020418681435692417,0.0,0.5820592939853668,nan,6.594287136752883,0.0,58.333333333333336,167.5,0.2954306478301684,nan,6.594287136752883,0.0,2.3400000000000003,0.912179888028084,nan
trust-aware,scale,mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,137,6.663766425128326,0.886357477903366,0.39021638453006746,1.0,0.011879361048340798,nan,1000.0,1.0,1.0,50490,590,0,62,0.02014967430315194,0.0,0.40695602297782896,nan,6.663766425128329,0.0,59.0,168.3,0.2630162909626961,nan,6.663766425128329,2.6645352591003757e-15,2.355,0.9118550161483492,nan
trust-aware,scale,mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,138,6.734557847718581,0.8863429769873619,0.3904693359136581,1.0,0.012206049118604925,nan,1000.0,1.0,1.0,50462,562,0,42,0.019676497205059408,0.0,0.4290106130970849,nan,6.734557847718581,0.0,62.44444444444444,168.20666666666668,0.25640662345621323,nan,6.734557847718581,0.0,2.37,0.9115447910305997,nan
trust-aware,scale,mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,139,6.80669346134933,0.886336977481842,0.39071030855178834,0.9886009541228412,0.011708266412218412,nan,1000.0,0.9780251477382532,1.0,50499,607,0,86,0.02499767614684903,0.0,0.37724970032771427,nan,6.8066934613493295,0.0,50.583333333333336,168.33,0.2550581370790799,nan,6.8066934613493295,8.881784197001252e-16,2.385,0.9108797498705643,nan
trust-aware,scale,mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,140,6.880206389885328,0.8863619768619537,0.39096629664301874,0.9978813559322034,0.011324205435812473,nan,1000.0,0.9958333333333333,1.0,50498,599,0,31,0.018517816500605674,0.0,0.49816805869340897,nan,6.88020638988533,0.0,74.875,168.32666666666665,0.2819748055189848,nan,6.88020638988533,1.7763568394002505e-15,2.4,0.9106167451903922,nan
trust-aware,scale,mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,141,6.95513086425999,0.8863774779438972,0.39127286314964294,0.9944444444444445,0.011450029288729032,nan,1000.0,0.9895833333333334,1.0,50196,297,0,127,0.019341018180598808,0.0,0.26191721359888714,nan,6.955130864259989,0.0,24.75,167.32,0.20994420225421587,nan,6.955130864259989,8.881784197001252e-16,2.415,0.9094963917344676,nan
trust-aware,scale,mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,142,7.031502264023105,0.8863289779424668,0.3916089032590389,0.989010989010989,0.011589010512190205,nan,1000.0,0.979591836734694,1.0,50157,258,0,37,0.019745932608614482,0.0,0.3573961002486093,nan,7.031502264023104,0.0,36.857142857142854,167.19,0.21764200712953294,nan,7.031502264023104,8.881784197001252e-16,2.43,0.9091550448084073,nan
trust-aware,scale,mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,143,7.109357160459109,0.8863799768686295,0.39182725265622137,1.0,0.01127461064606905,nan,1000.0,1.0,1.0,50399,499,0,70,0.021075308109519166,0.0,0.36062670648097994,nan,7.10935716045911,0.0,49.9,167.99666666666667,0.3022511497139931,nan,7.10935716045911,8.881784197001252e-16,2.445,0.9085737775539396,nan
trust-aware,scale,mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,144,7.188733361329623,0.8863749769330025,0.3920864263176918,1.0,0.011198935498084341,nan,1000.0,1.0,1.0,50287,387,0,38,0.022120688490795033,0.0,0.41000992485455107,nan,7.188733361329623,0.0,55.285714285714285,167.62333333333333,0.28060097353799,nan,7.188733361329623,0.0,2.4599999999999995,0.9082788614487838,nan
trust-aware,scale,mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,145,7.269669957295138,0.8864009770750999,0.3924004638195038,0.9970147078580814,0.010841521011157469,nan,1000.0,0.9941031597923093,1.0,50424,527,0,87,0.0191254395526568,0.0,0.28825769505717536,nan,7.269669957295137,0.0,47.90909090909091,168.08,0.20050477981567383,nan,7.269669957295137,8.881784197001252e-16,2.475,0.9076005063140162,nan
trust-aware,scale,mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,146,7.352207370071938,0.8863649743795395,0.3926152108609676,0.9978548082769604,0.011155222796581009,nan,1000.0,0.9957442643489155,1.0,50542,645,0,63,0.020878552854763806,0.0,0.3731560869650407,nan,7.352207370071938,0.0,58.63636363636363,168.47333333333333,0.25513258982788434,nan,7.352207370071938,0.0,2.49,0.907057125478186,nan
trust-aware,scale,mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,147,7.436387402381476,0.8863539764285088,0.39297120958566667,0.9903586027499072,0.01076341283818086,nan,1000.0,0.9826001511715797,1.0,50690,794,0,148,0.0191204020208847,0.0,0.26844141681989037,nan,7.436387402381474,0.0,52.93333333333333,168.96666666666667,0.2015750507513682,nan,7.436387402381474,2.6645352591003757e-15,2.5050000000000003,0.9057572704376455,nan
trust-aware,scale,mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,148,7.522253289750495,0.8863419777154923,0.3932249087095261,0.999476439790576,0.011044309381395579,nan,1000.0,0.9989583333333334,1.0,50634,735,0,49,0.022957807466221912,0.0,0.4498840689659119,nan,7.522253289750495,0.0,73.5,168.78,0.26384539902210236,nan,7.522253289750495,0.0,2.52,0.9054018868513102,nan
trust-aware,scale,mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,149,7.609849754221228,0.8863939779996872,0.3934697876870632,0.9983896940418681,0.010994983009166188,nan,1000.0,0.9968253968253968,1.0,50299,400,0,57,0.018686124365262728,0.0,0.34251534938812256,nan,7.609849754221229,0.0,44.44444444444444,167.66333333333333,0.2043540378411611,nan,7.609849754221229,8.881784197001252e-16,2.5349999999999997,0.9049496035559164,nan
