algorithm,attack_type,dataset,seed,n_nodes,n_attackers,noise_mult,clip_bound,sampling_rate,split_mode,dirichlet_alpha,start_round,round,epsilon,accuracy,test_loss,f1_score,mean_update_norm_honest,mean_update_norm_attacker,best_alpha,precision,recall,total_tp_all,total_fp_all,total_fn_all,total_tn_all,n_rejected_honest,n_rejected_attacker,eps_n_honest,eps_n_attacker,D_threshold_honest,D_threshold_attacker,V_agg_norm_honest,V_agg_norm_attacker,S_agg_norm_honest,S_agg_norm_attacker,eps_avg,eps_std,rho_t,trust_toward_honest,trust_toward_attacker
trust-aware,scale,mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,53,2.344539209861966,0.8833499791224798,0.39286038676897683,0.8398882521447273,0.02525771378229062,0.540021653175354,1000.0,0.9090909090909091,0.730673497118085,30232,456,123,95,27.75,151.775,2.3445392098619666,0.0,0.07791973021963522,0.0,0.41516618244349957,0.20842176288366318,0.4636104858169953,0.37801515489816667,2.3445392098619666,4.440892098500626e-16,1.095,0.9620284787660368,0.6106855922966754
trust-aware,scale,mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,54,2.3871221095865076,0.8829319773117701,0.39319986522197725,0.7319131521289424,0.025381551836343372,1.3462196645140647,1000.0,0.8275641025641025,0.5954273591192825,30290,632,238,134,23.176470588235293,152.64,2.3871221095865067,0.0,0.09263682916199235,0.0,0.46361157035126405,0.4960636477917433,0.542116303654278,0.9423537565767766,2.3871221095865067,8.881784197001252e-16,1.11,0.961272788345784,0.5993491729216925
trust-aware,scale,mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,55,2.431001419315337,0.8821193116903305,0.3951334031422933,0.6587875249774563,0.029646596369835045,3.194397920966148,1000.0,0.9941520467836258,0.5082699005716997,30117,415,197,83,16.76923076923077,151.57,2.431001419315337,0.0,0.08032963671711507,0.0,0.49847747729374814,1.1746373841166495,0.6573270834409274,2.23607852101326,2.431001419315337,0.0,1.125,0.9607914600582153,0.5965750468963485
trust-aware,scale,mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,56,2.4762372355197746,0.8805156447490057,0.39984342535336814,0.4545767274414913,0.024426889419555665,7.23820610165596,1000.0,0.9931972789115646,0.3025437935859882,29991,309,217,49,9.2,151.04,2.476237235519775,0.0,0.08058366752265123,0.0,0.6404438376426697,2.6591073834896086,1.02432382106781,5.066744178533554,2.476237235519775,4.440892098500626e-16,1.1400000000000001,0.96050160670224,0.5917514149788108
trust-aware,scale,mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,57,2.5228955996813527,0.8812329782048861,0.40203590015570323,0.8059117997466071,0.0341261051595211,17.365081934928895,1000.0,0.8606239253254728,0.7571324919628295,30223,460,133,240,16.35,151.78,2.5228955996813522,0.0,0.0727835586726192,0.0,0.5249834567308426,6.372337901592255,0.7803242355585098,12.155557076931,2.5228955996813522,4.440892098500626e-16,1.155,0.9590525065552649,0.5845716267883433
trust-aware,scale,mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,58,2.5710493373515257,0.8814546449979146,0.39654054363568625,0.915653733088677,0.02422675824103256,42.75085547447205,1000.0,0.8730354532163742,0.8601614487445551,30555,790,130,301,27.5,153.425,2.5710493373515253,0.0,0.08042869214683496,0.0,0.585358497997125,15.710438482761383,0.9355306526025137,29.925598373413084,2.5710493373515253,4.440892098500626e-16,1.1700000000000002,0.9573169453694748,0.5604770241518845
trust-aware,scale,mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,59,2.620779036985648,0.8831569784879685,0.3912916585803032,0.9974603174603174,0.026283689712484678,106.43853551864623,1000.0,0.8954816285998014,1.0,30343,446,0,113,29.733333333333334,151.715,2.6207790369856485,0.0,0.07119706662642836,0.0,0.6639934102694194,39.10367644309998,0.9893931031227112,74.50697366714478,2.6207790369856485,4.440892098500626e-16,1.185,0.9566316175210836,0.5471442917948687
trust-aware,scale,mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,60,2.672174193730253,0.8828813101847967,0.3943902606765429,0.9973644206896556,0.03931444433207313,267.7426250457764,1000.0,0.994772067871483,1.0,30367,470,0,67,39.166666666666664,151.835,2.672174193730253,0.0,0.08036066204958313,0.0,0.705273412168026,98.12909002304077,1.390184794863065,187.41983295440673,2.672174193730253,0.0,1.2,0.9562553407479555,0.5363719868734904
trust-aware,scale,mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,61,2.7253345479753266,0.8842363119125366,0.3876796320080757,0.996296360406381,0.023654088960029185,673.975802078247,1000.0,0.812211106278092,1.0,30272,378,0,152,23.625,151.36,2.725334547975326,0.0,0.07133200713165841,0.0,0.5667480118572712,246.74307079315184,0.8367689996957779,471.7830554580689,2.725334547975326,4.440892098500626e-16,1.215,0.9553598064751934,0.5212145638313972
trust-aware,scale,mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,62,2.7803716539313506,0.8843106444676717,0.38689382125933963,0.9992592592592592,0.023796723340637982,1697.658846130371,1000.0,0.7680995475113122,1.0,30492,596,0,124,37.25,152.46,2.78037165393135,0.0,0.06304573988659803,0.0,0.477924345061183,620.8940589141846,0.8481878004968166,1188.3611643981933,2.78037165393135,4.440892098500626e-16,1.2299999999999998,0.9546465554654351,0.5011737037170925
trust-aware,scale,mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,63,2.8374107198726692,0.8844316440820694,0.38641528417666754,0.9907003520370116,0.023625190222733898,4270.896137084961,1000.0,0.8513736263736262,1.0,30541,647,0,182,34.05263157894737,152.705,2.837410719872669,0.0,0.07426426058922879,0.0,0.6159621869262896,1561.3157814025878,0.9221871746213812,2989.62725189209,2.837410719872669,4.440892098500626e-16,1.245,0.9536295304093143,0.4818096309584543
trust-aware,scale,mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,64,2.8797317800857956,0.8845056448380152,0.38598626931508384,0.9888899996786914,0.022921957489517,10769.153928222657,1000.0,0.9788503501507253,1.0,30908,1023,0,139,56.833333333333336,154.54,2.879731780085795,0.0,0.07654620631487187,0.0,0.5866717596848806,3932.5505920410155,0.9877590338389078,7538.407619628906,2.879731780085795,4.440892098500626e-16,1.26,0.9528500369990698,0.4556639965580343
trust-aware,scale,mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,65,2.9146882802902803,0.8840289775530498,0.3869392900665601,1.0,0.02266362338866058,27093.970546875,1000.0,1.0,1.0,30634,734,0,180,38.63157894736842,153.17,2.9146882802902807,0.0,0.049082095060903386,0.0,0.38951733551527323,9892.382971191406,0.6974165408234847,18965.779111328124,2.9146882802902807,4.440892098500626e-16,1.275,0.9518850678536654,0.4383166557341294
trust-aware,scale,mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,66,2.9504496656185593,0.8839063123861949,0.3877377714713415,1.0,0.029756698408164084,68138.61456054688,1000.0,1.0,1.0,30454,554,0,138,34.625,152.27,2.9504496656185597,0.0,0.0557016350736704,0.0,0.4351846370846033,24869.240498046875,0.8257916234433651,47697.02947265625,2.9504496656185597,4.440892098500626e-16,1.2900000000000003,0.9511390620228355,0.4275754153467261
trust-aware,scale,mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,67,2.9870369056922645,0.8848529781897863,0.38461037119229635,0.973952258295537,0.021898720134049653,171134.89109375,1000.0,0.7173513104838709,1.0,30454,564,0,212,28.2,152.27,2.9870369056922645,0.0,0.057413543092344074,0.0,0.40416893884539606,62453.378837890625,0.6641750186681747,119794.4212890625,2.9870369056922645,0.0,1.305,0.949912187842464,0.4103117294411979
trust-aware,scale,mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,68,3.0244720059477888,0.8849056452512741,0.384306644598643,0.9930426716141002,0.022283479837434634,430375.5966015625,1000.0,0.8312280701754385,1.0,30698,807,0,211,38.42857142857143,153.49,3.0244720059477888,0.0,0.0617270236138545,0.0,0.4530456378346398,156959.43041015626,0.7581273970149812,301262.912109375,3.0244720059477888,0.0,1.32,0.9487499473119262,0.3878047973842489
trust-aware,scale,mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,69,3.062778081137312,0.8850096422433853,0.38387572040160495,1.0,0.022173121571540833,1079211.948671875,1000.0,1.0,1.0,30217,317,0,28,35.22222222222222,151.085,3.062778081137313,0.0,0.042325955123926645,0.0,0.466212617026435,393712.26890625,0.9209344990344511,755448.356328125,3.062778081137313,8.881784197001252e-16,1.335,0.9485944487641365,0.37994417380437856
trust-aware,scale,mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,70,3.1019794351188676,0.8850266450643539,0.38358575095733005,1.0,0.02255394891835749,2710805.9540625,1000.0,0.6,1.0,30047,149,0,36,18.625,150.235,3.1019794351188676,0.0,0.07281618684506491,0.0,0.7054732367396355,988486.883671875,1.275231346487999,1897564.12421875,3.1019794351188676,0.0,1.3499999999999999,0.9484011479668275,0.37773446093896645
trust-aware,scale,mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,71,3.1421016475291226,0.885086311896642,0.38356110006570815,1.0,0.0227453138679266,6802550.670625,1000.0,0.8888888888888888,1.0,30181,282,0,57,28.2,150.905,3.142101647529123,0.0,0.052899465418461675,0.0,0.5508650213479995,2480413.2796875,0.9535790622234345,4761785.39,3.142101647529123,4.440892098500626e-16,1.3650000000000002,0.9481031850969301,0.3712825014024762
trust-aware,scale,mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,72,3.183171667991226,0.8851573117574056,0.38317327429850895,0.9991721854304636,0.021120274687806764,17050072.02875,1000.0,0.8874269005847952,1.0,30441,543,0,106,36.2,152.205,3.1831716679912256,0.0,0.06155450357819099,0.0,0.5569654027620952,6217189.41125,0.9258394241333008,11935050.07375,3.1831716679912256,4.440892098500626e-16,1.38,0.947536411492226,0.3553959736900581
trust-aware,scale,mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,73,3.225217918574414,0.8850146442651748,0.38335959990819296,0.9968980818378409,0.0220399321988225,42722378.59,1000.0,0.8518990929705215,1.0,30518,623,0,201,31.15,152.59,3.2252179185744145,0.0,0.056246594813643615,0.0,0.46641830950975416,15577127.27125,0.7426961630582809,29905664.36,3.2252179185744145,4.440892098500626e-16,1.395,0.9464456710958793,0.34023947595260917
trust-aware,scale,mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,74,3.2682704052928386,0.8852066451311111,0.38291140059630074,0.9969496166244581,0.020905640721321107,107032479.46,1000.0,0.9230285622000738,1.0,30546,650,0,124,43.333333333333336,152.73,3.268270405292838,0.0,0.059610719377256496,0.0,0.5390620470046997,39023343.065,1.0256892244021099,74922733.96,3.268270405292838,4.440892098500626e-16,1.41,0.9457508243033727,0.32638917923850014
trust-aware,scale,mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,75,3.3123608395086923,0.8850016442934672,0.3836044037342072,0.9937878188735613,0.021259242402655736,267946478.0,1000.0,0.8889949046945874,1.0,30444,550,0,98,39.285714285714285,152.22,3.3123608395086923,0.0,0.055916275399073546,0.0,0.728317318218095,97703586.52,0.889850548335484,187562530.04,3.3123608395086923,0.0,1.425,0.9452105655782004,0.3167607209742896
trust-aware,scale,mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,76,3.357522770189856,0.8852846437692642,0.3827096652984619,0.9993548387096775,0.020365660195238888,672041411.84,1000.0,0.9079254079254079,1.0,30489,591,0,120,36.9375,152.445,3.357522770189856,0.0,0.04333036989286747,0.0,0.4044351205229759,244930268.14,0.7280276417732239,470428977.2,3.357522770189856,0.0,1.4400000000000002,0.9446298575097409,0.3069719042734365
trust-aware,scale,mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,77,3.4037917280656296,0.8853223099311193,0.3824547530213992,0.988045173938949,0.020359277286950278,1683963309.76,1000.0,0.621800670308133,1.0,30241,351,0,176,20.647058823529413,151.205,3.40379172806563,0.0,0.057613823980024674,0.0,0.48473314853275523,613729050.16,0.7084505663198584,1178774301.76,3.40379172806563,4.440892098500626e-16,1.4549999999999998,0.9436708783985823,0.3013626112201686
trust-aware,scale,mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,78,3.4512053828263247,0.8854053115844727,0.38228062758843107,0.9980747685824795,0.019728897816755554,4222164035.84,1000.0,0.9961720757434411,1.0,30513,616,0,45,56.0,152.565,3.4512053828263243,0.0,0.04472622167172319,0.0,0.486534982919693,1538452791.04,0.9564674334092573,2955514764.48,3.4512053828263243,4.440892098500626e-16,1.47,0.9434702517841621,0.29419668045805686
trust-aware,scale,mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,79,3.499803714624289,0.8853496436278026,0.3823106039563815,1.0,0.02011209784541279,10574386686.72,1000.0,1.0,1.0,30375,475,0,148,29.6875,151.875,3.499803714624289,0.0,0.04537258915954415,0.0,0.39895499125123024,3853719294.72,0.6616216637194157,7402070554.24,3.499803714624289,0.0,1.485,0.9426638886117505,0.28326190289051983
trust-aware,scale,mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,80,3.549629201256186,0.8854939784606298,0.3820237102111181,0.9987012987012986,0.019587374408729374,26530381870.08,1000.0,0.9067599067599068,1.0,30373,475,0,150,29.6875,151.865,3.549629201256186,0.0,0.04640678907857471,0.0,0.3889887351542711,9664618403.84,0.6813443824648857,18571267020.8,3.549629201256186,0.0,1.5,0.9418691162748105,0.27602206449611455
trust-aware,scale,mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,81,3.600727022539671,0.885483644803365,0.3821743322412173,0.9994331065759637,0.019073817479823316,66366331136.0,1000.0,0.922037422037422,1.0,30529,631,0,84,45.07142857142857,152.645,3.6007270225396715,0.0,0.056654126757718706,0.0,0.5093457443373544,24187033684.48,0.9516469495637077,46456431088.64,3.6007270225396715,4.440892098500626e-16,1.515,0.9414002399990071,0.2646765618989816
trust-aware,scale,mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,82,3.653145283543021,0.8855353116989135,0.38199058204889297,1.0,0.019467322900891305,165961408163.84,1000.0,1.0,1.0,30012,112,0,12,22.4,150.06,3.653145283543021,0.0,0.044576723891171045,0.0,0.5472531497478486,60490777937.92,1.1776861667633056,116172982712.32,3.653145283543021,0.0,1.53,0.9413288275972312,0.2614151734238056
trust-aware,scale,mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,83,3.706935258484402,0.885512977441152,0.3822207099199295,0.9960069039913699,0.019351207464933396,415422463262.72,1000.0,0.8267848295022208,1.0,30394,500,0,108,33.333333333333336,151.97,3.7069352584844024,0.0,0.053031553280864875,0.0,0.47474361459414166,151386105221.12,0.7744633793830872,290795718205.44,3.7069352584844024,4.440892098500626e-16,1.5450000000000002,0.9407793570098204,0.2547958525254947
trust-aware,scale,mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,84,3.7621516572892535,0.8855743098258972,0.38206886092821757,1.0,0.01899149694613048,1040525154713.6,1000.0,1.0,1.0,30661,761,0,86,54.357142857142854,153.305,3.762151657289253,0.0,0.04712263148894429,0.0,0.4890518592936652,379098954670.08,0.7895325422286987,728367596748.8,3.762151657289253,4.440892098500626e-16,1.56,0.940331963133664,0.2439155590860349
trust-aware,scale,mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,85,3.818852916980401,0.8856246433655421,0.38200676421324414,0.9934426229508198,0.018899903322259586,2600810495016.96,1000.0,0.6169354838709677,1.0,30150,257,0,91,21.416666666666668,150.75,3.818852916980401,0.0,0.055079677946589044,0.0,0.6324271063009897,947922207703.04,0.6077307258577397,1820567300669.44,3.818852916980401,0.0,1.575,0.9398216629065574,0.24205749458900344
trust-aware,scale,mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,86,3.874737541093223,0.8856586448351542,0.3819605052471161,1.0,0.018162281337109478,6499758059683.84,1000.0,1.0,1.0,30299,399,0,56,36.27272727272727,151.495,3.874737541093224,0.0,0.038401671601943084,0.0,0.4476305761120536,2369323470028.8,0.7800675468011335,4549830558351.36,3.874737541093224,8.881784197001252e-16,1.5899999999999999,0.9395622182017032,0.23935368772663118
trust-aware,scale,mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,87,3.916240373005058,0.885598977804184,0.3821798731883367,0.9887060246545024,0.018720073625445366,16272948302970.88,1000.0,0.8896413475833647,1.0,30388,494,0,44,44.90909090909091,151.94,3.916240373005059,0.0,0.0594956140743891,0.0,0.6255131445147775,5929880267653.12,0.989964409308,11391063531192.32,3.916240373005059,8.881784197001252e-16,1.6050000000000002,0.9392856052602709,0.2316469233605389
trust-aware,scale,mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,88,3.958594794875645,0.8856393102804819,0.3822020787994067,0.9955808989907071,0.018102511391043664,40696587490426.88,1000.0,0.7434341755319149,1.0,30189,294,0,47,29.4,150.945,3.9585947948756446,0.0,0.041276045001786374,0.0,0.45747012495994566,14832315203584.0,0.8334302246570587,28487610676019.2,3.9585947948756446,4.440892098500626e-16,1.62,0.9390286167008324,0.2297401060005476
trust-aware,scale,mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,89,4.00182186932881,0.8857503122091294,0.38201925545930865,0.9904488830345843,0.017612165269943383,101808822990929.92,1000.0,0.9813961767187522,1.0,30475,583,0,68,44.84615384615385,152.375,4.00182186932881,0.0,0.05474800706630461,0.0,0.5035776518858396,37102922744463.36,0.8466546489642217,71266174495621.12,4.00182186932881,0.0,1.635,0.9386339868282196,0.22111573384205924
trust-aware,scale,mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,90,4.045943537463281,0.8856573110818863,0.3822847707072894,0.9890360210464761,0.017817185138878616,254739576269045.75,1000.0,0.9216314348980181,1.0,30680,789,0,267,34.30434782608695,153.4,4.045943537463281,0.0,0.0449479203819078,0.0,0.40080831815367157,92827844450713.6,0.5203196561854818,178317698898329.6,4.045943537463281,0.0,1.65,0.9371846788724418,0.21014202522922695
trust-aware,scale,mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,91,4.090982666874294,0.8857323110103608,0.3822803370157878,1.0,0.018490532226860524,636817775494430.8,1000.0,1.0,1.0,30129,229,0,52,22.9,150.645,4.090982666874294,0.0,0.05730327130523751,0.0,0.6680389404296875,232093738430627.84,1.0801452040672301,445772431202713.6,4.090982666874294,0.0,1.6649999999999998,0.9368867762080888,0.20847823965252849
trust-aware,scale,mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,92,4.136963102650078,0.8856746443112691,0.3824650408824285,0.9933461711742254,0.017470665858127177,1593333611463966.8,1000.0,0.7177446859466837,1.0,30284,393,0,147,24.5625,151.42,4.136963102650079,0.0,0.04279461444795264,0.0,0.4380009602755308,580600900196761.6,0.6087753623723984,1115333506650603.5,4.136963102650079,8.881784197001252e-16,1.6800000000000002,0.9360970103572754,0.20601170684961767
trust-aware,scale,mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,93,4.183909721536838,0.8857099757591883,0.38248276720444363,0.9983606557377049,0.017600809107534587,3984596662810050.5,1000.0,0.7667493796526055,1.0,30408,513,0,121,32.0625,152.04,4.183909721536838,0.0,0.038553479050291606,0.0,0.3653734475374222,1451994775510057.0,0.607747346162796,2789217619641630.5,4.183909721536838,0.0,1.695,0.9355092169948709,0.20003757576907033
trust-aware,scale,mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,94,4.231848489478358,0.885699978073438,0.38258060842752456,0.9957509591583976,0.017568313601342114,9957321770417520.0,1000.0,0.9915941679632428,1.0,30316,419,0,51,38.09090909090909,151.58,4.231848489478359,0.0,0.040176940340851945,0.0,0.37826449085365643,3629077461246935.0,0.7446331923658197,6970125085478748.0,4.231848489478359,8.881784197001252e-16,1.71,0.9352138930067612,0.19351417769578094
trust-aware,scale,mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,95,4.28080652274961,0.8855226441224416,0.3832129945357641,1.0,0.019164681042495527,2.4916711730713724e+16,1000.0,0.9230769230769231,1.0,30556,657,0,191,34.578947368421055,152.78,4.28080652274961,0.0,0.03930182809097621,0.0,0.39032735636359767,9079259212084674.0,0.5192549573747736,1.7441697968297082e+16,4.28080652274961,0.0,1.7249999999999999,0.9341519694213244,0.18790710490281895
trust-aware,scale,mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,96,4.330812152917754,0.8857459789514541,0.3827493586142858,1.0,0.01755340350791812,6.2306529876566344e+16,1000.0,1.0,1.0,30539,639,0,276,31.95,152.695,4.330812152917754,0.0,0.0336163562029292,0.0,0.31670502573251724,2.2706478242762588e+16,0.44174422323703766,4.361457020600058e+16,4.330812152917754,0.0,1.7400000000000002,0.9326551953043692,0.1801070869988838
trust-aware,scale,mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,97,4.381894995878737,0.8857489790519079,0.38279728442430494,1.0,0.016726567047751613,1.557414978584471e+17,1000.0,0.8461538461538461,1.0,30567,669,0,152,37.166666666666664,152.835,4.381894995878738,0.0,0.040966904808530366,0.0,0.3657141344414817,5.676516828965241e+16,0.6108509947856268,1.090190465660302e+17,4.381894995878738,8.881784197001252e-16,1.7550000000000001,0.9318517614459504,0.17122432461113615
trust-aware,scale,mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,98,4.434086025233358,0.8857563118139903,0.3830433545509974,1.0,0.016750520444475114,3.900228694767462e+17,1000.0,1.0,1.0,30139,239,0,30,29.875,150.695,4.434086025233358,0.0,0.03146843394912159,0.0,0.41636164858937263,1.4209814428114747e+17,0.772053636610508,2.7301600301590512e+17,4.434086025233358,0.0,1.77,0.9316965938327766,0.17028123401973394
trust-aware,scale,mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,99,4.4874176502831755,0.885809310277303,0.3830814063549042,0.9991235758106924,0.017030425524959963,9.744834919466113e+17,1000.0,0.9982578397212544,1.0,30280,381,0,69,31.75,151.4,4.487417650283176,0.0,0.04477800155111608,0.0,0.4369124347964923,3.5517557316440294e+17,0.753914917508761,6.821384355064054e+17,4.487417650283176,8.881784197001252e-16,1.785,0.9312988589049614,0.16765795997947183
trust-aware,scale,mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,100,4.5419237989440235,0.8858243127663931,0.38315090427796045,0.9911259449505718,0.016076812919761454,2.435771336538907e+18,1000.0,0.9827887454059807,1.0,30253,358,0,107,25.571428571428573,151.265,4.5419237989440235,0.0,0.04092184406657707,0.0,0.43035990425518583,8.877901017500562e+17,0.6090201671634402,1.705039898399998e+18,4.5419237989440235,0.0,1.7999999999999998,0.9307148821178646,0.16643187965161388
trust-aware,scale,mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,101,4.597640005893232,0.8858543107906978,0.3832987941304843,0.9979035639412999,0.017115194637041826,6.10013095712367e+18,1000.0,0.8962962962962961,1.0,30275,377,0,84,29.0,151.375,4.597640005893232,0.0,0.04124030517726776,0.0,0.3766760482237889,2.2224343560603305e+18,0.6519389267151172,4.270091548421815e+18,4.597640005893232,0.0,1.8150000000000002,0.9302757904166807,0.16080937503353626
trust-aware,scale,mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,102,4.65460350628586,0.8858199777205785,0.3834990242123604,0.9969460565747946,0.016215872676933512,nan,1000.0,0.8614233771203208,1.0,30753,860,0,113,50.588235294117645,153.765,4.65460350628586,0.0,0.03571181643695238,0.0,0.34484272055766163,nan,0.5412284398780149,nan,4.65460350628586,0.0,1.83,0.9296570476781951,nan
trust-aware,scale,mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,103,4.712853335395463,0.8855353116989135,0.38447144558032353,0.9951519966512472,0.016138112172484398,nan,1000.0,0.8584848484848485,1.0,30512,618,0,154,34.333333333333336,152.56,4.712853335395464,0.0,0.038917920292001716,0.0,0.36506425506538814,nan,0.5205095658699671,nan,4.712853335395464,8.881784197001252e-16,1.845,0.9287873077592427,nan
trust-aware,scale,mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,104,4.772430434556013,0.8858199795087178,0.3839258940021197,0.9982487119883637,0.015931905806064607,nan,1000.0,0.9198670762435944,1.0,30560,664,0,100,44.266666666666666,152.8,4.772430434556013,0.0,0.031337553311922645,0.0,0.32666630347569786,nan,0.5379386285940806,nan,4.772430434556013,0.0,1.8599999999999999,0.9282698868637006,nan
trust-aware,scale,mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,105,4.833377763803692,0.8858513110876083,0.38404099106788636,1.0,0.015808744622128352,nan,1000.0,1.0,1.0,30067,167,0,26,23.857142857142858,150.335,4.833377763803692,0.0,0.034584569038059475,0.0,0.4181164928844997,nan,0.7791588050978524,nan,4.833377763803692,0.0,1.875,0.928122039326699,nan
trust-aware,scale,mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,106,4.895740421640309,0.8857859786351522,0.3843016357223193,1.0,0.015360765262610383,nan,1000.0,1.0,1.0,30362,462,0,182,25.666666666666668,151.81,4.895740421640309,0.0,0.02754554643367392,0.0,0.27672172751691604,nan,0.4131396296951506,nan,4.895740421640309,0.0,1.8900000000000001,0.9271760090520075,nan
trust-aware,scale,mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,107,4.959565772364041,0.8858339774608612,0.3844060110052427,0.9906370169804785,0.01563298871042207,nan,1000.0,0.9062821087707965,1.0,30398,506,0,128,31.625,151.99,4.959565772364042,0.0,0.03579317241497736,0.0,0.36185930483043194,nan,0.5129936616867781,nan,4.959565772364042,8.881784197001252e-16,1.905,0.9265015292342479,nan
trust-aware,scale,mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,108,5.024903581438015,0.8857749768098195,0.3847728235522906,0.9967914438502674,0.015473466832190752,nan,1000.0,0.9936862835959221,1.0,30405,507,0,62,42.25,152.025,5.024903581438016,0.0,0.038487672171690045,0.0,0.39929917951424915,nan,0.6989148631691933,nan,5.024903581438016,8.881784197001252e-16,1.92,0.926163916381046,nan
trust-aware,scale,mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,109,5.09180615939299,0.8856796441475551,0.38534911185503007,0.9899021467701712,0.015351925833294025,nan,1000.0,0.886900462122646,1.0,30918,1035,0,301,39.80769230769231,154.59,5.09180615939299,0.0,0.03647968705376659,0.0,0.31482719630002975,nan,0.38784155593468594,nan,5.09180615939299,0.0,1.935,0.9245342495718539,nan
trust-aware,scale,mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,110,5.16032851478683,0.8857946443557739,0.3850359403093656,0.9977410027783162,0.01488304662052542,nan,1000.0,0.8849302054747601,1.0,30644,750,0,320,31.25,153.22,5.160328514786829,0.0,0.03227333428270606,0.0,0.2882972912242015,nan,0.3891757217546304,nan,5.160328514786829,8.881784197001252e-16,1.95,0.9228874438959426,nan
trust-aware,scale,mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,111,5.207853168736674,0.8858119777838389,0.38524158120155333,0.9611054013931712,0.014603447568203722,nan,1000.0,0.7697133055623621,1.0,30322,429,0,95,30.642857142857142,151.61,5.207853168736674,0.0,0.0384130608082769,0.0,0.34208918256419046,nan,0.5536203767572131,nan,5.207853168736674,0.0,1.965,0.9223725517084179,nan
trust-aware,scale,mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,112,5.252493593221522,0.8858429783582688,0.3854380077123642,0.9967606090055069,0.015136125264689326,nan,1000.0,0.9936052123552124,1.0,30247,349,0,22,43.625,151.235,5.252493593221522,0.0,0.03132785161948681,0.0,0.349670872092247,nan,0.7064123675227165,nan,5.252493593221522,0.0,1.98,0.9222865196798102,nan
trust-aware,scale,mnist,42,500,200,1.1,2.0,0.05,iid,1.0,50,113,5.297900042856843,0.8858069769541422,0.3856595329443614,0.9936205107974635,0.014480422192718834,nan,1000.0,0.9116769158844895,1.0,30261,367,0,134,22.9375,151.305,5.297900042856843,0.0,0.03106822353851397,0.0,0.27556263841688633,nan,0.43258913047611713,nan,5.297900042856843,0.0,1.995,0.9216075888631438,nan
